ID;Data;WIG20_MAX;WIG20_MIN;FTSE 100_Max;FTSE 100_Min;Dow Jones_Max;Dow Jones_Min;DAX_Max;DAX_Min;SMI_Max;SMI_Min;CAC40_Max;CAC40_Min;FTSE MIB_Max;FTSE MIB_Min;GBP/PLN_Max.;GBP/PLN_Min.;USD/PLN_Max.;USD/PLN_Min.;EUR/PLN_Max.;EUR/PLN_Min.;CHF/PLN_Max.;CHF/PLN_Min.
1;20.01.2011;2756,31;2723,58;5966;5863,8;11845,16;11744,77;7084,24;7008,62;6543,81;6471,87;3989,03;3950,3;21979,65;21648,56;4,64;4,57;2,92;2,87;3,92;3,85;3,04;2,98
2;21.01.2011;2745,29;2697,41;5939,5;5871,5;11905,48;11822,8;7122,89;7023,69;6595,71;6517,04;4057,97;3979,24;22316,43;21870,76;4,66;4,53;2,9;2,84;3,95;3,85;3,03;2,95
3;24.01.2011;2742,72;2692,02;5960,5;5886,5;11982,94;11867,98;7089,62;7000,41;6612,51;6547,71;4037,9;4002,72;22252,33;21958,79;4,58;4,52;2,87;2,83;3,9;3,85;3;2,94
4;25.01.2011;2734,76;2697,1;5964,4;5903,3;11985,97;11898,74;7102,08;7043,64;6623,36;6578,29;4056,69;4016,5;22291,02;21858,18;4,55;4,47;2,86;2,82;3,89;3,85;3,02;2,97
5;26.01.2011;2725,17;2688,09;6002,5;5944,8;12020,52;11961,83;7160,86;7087,25;6615,93;6579,69;4066,41;4039,59;22174,89;21936,62;4,52;4,44;2,85;2,82;3,9;3,85;3,02;2,98
6;27.01.2011;2730,39;2696,89;5997,8;5947,8;12019,53;11971,93;7180,15;7114,35;6585,78;6541,25;4079,3;4032,11;22412,65;21858,12;4,54;4,48;2,85;2,82;3,92;3,86;3,03;2,99
7;28.01.2011;2708,57;2660,51;5950,9;5875,5;12012,42;11803,04;7177,23;7102,8;6593,23;6528,13;4072,64;4002,32;22459,34;22007,37;4,62;4,48;2,91;2,84;3,96;3,87;3,09;2,98
8;31.01.2011;2742,2;2708,82;5881,5;5814,3;11891,93;11817,88;7107,37;7033,09;6514,17;6467,25;4018,51;3953,18;22210,88;21715,48;4,62;4,55;2,91;2,86;3,96;3,9;3,12;3,02
9;01.02.2011;2759,27;2717,28;5964,5;5872;12050,75;11892,5;7190,75;7105,31;6571,59;6492,78;4078,48;4019,34;22525,59;21997,84;4,62;4,54;2,87;2,82;3,95;3,88;3,05;2,99
10;02.02.2011;2750,69;2725,35;6020;5968,5;12057,91;12018,51;7222,13;7160,36;6587,16;6512,19;4089,64;4049,74;22715,66;22515,14;4,6;4,52;2,84;2,81;3,92;3,88;3,04;2,99
11;03.02.2011;2766,02;2728,82;5996,3;5950,5;12080,54;11981,05;7198,98;7144,08;6564,28;6519,7;4059,25;4009,12;22758,03;22317,71;4,64;4,57;2,87;2,82;3,92;3,88;3,04;2,99
12;04.02.2011;2763,01;2741,18;6024,5;5985,3;12092,42;12025,78;7226,64;7186,24;6589,14;6552,91;4059,63;4026,92;22717,1;22549,24;4,65;4,58;2,87;2,85;3,92;3,86;3,04;2,98
13;07.02.2011;2761,07;2732,7;6054,8;5996,3;12188,76;12092,3;7287,66;7214,05;6653,46;6598,34;4098,64;4052,61;22953,13;22639,23;4,63;4,56;2,87;2,83;3,9;3,84;3,01;2,94
14;08.02.2011;2749,34;2725,77;6091,33;6031,8;12238,79;12150,05;7325,03;7272,8;6638,88;6603,77;4109,38;4078,51;22807,66;22571,63;4,61;4,56;2,86;2,83;3,9;3,86;2,99;2,94
15;09.02.2011;2734,33;2700,96;6079,5;6047,8;12254,23;12188,19;7350,78;7310,44;6658,19;6621,61;4120,44;4090,72;22826,38;22586,84;4,61;4,55;2,87;2,83;3,92;3,87;2,98;2,94
16;10.02.2011;2727,07;2694,55;6044,3;5984;12239,66;12156,94;7340,87;7269,53;6618,03;6565,99;4095,14;4041,63;22646,5;22298,15;4,66;4,57;2,9;2,85;3,94;3,89;3;2,96
17;11.02.2011;2745,13;2705,2;6069,8;5970,8;12285,94;12180,48;7390,48;7283,87;6669,98;6580,76;4121,38;4039,24;22791,27;22345,5;4,68;4,61;2,92;2,88;3,94;3,9;3;2,96
18;14.02.2011;2718,86;2702,62;6091,3;6040,8;12276,21;12235,91;7424,36;7378,41;6700,28;6662,59;4130,4;4089,66;22870,57;22578;4,71;4,61;2,94;2,88;3,96;3,9;3,03;2,96
19;15.02.2011;2714,8;2687,36;6072,3;6021,3;12267,66;12193,27;7420,69;7376,24;6696,95;6664,97;4118,76;4085,5;22939,28;22606,71;4,71;4,65;2,93;2,89;3,96;3,9;3,03;2,98
20;16.02.2011;2703,27;2641,83;6094,3;6042,3;12303,16;12219,79;7438,42;7399,82;6721,77;6684,41;4169,87;4121,46;23172,31;22877,52;4,7;4,61;2,91;2,88;3,94;3,89;3,02;2,98
21;17.02.2011;2669,7;2627,95;6099;6066,3;12331,31;12253,24;7434,93;7364,04;6736,45;6674,87;4163,44;4129,57;23227,78;23026,44;4,67;4,6;2,89;2,86;3,92;3,88;3,04;2,98
22;18.02.2011;2672,66;2647,06;6096;6046,8;12391,29;12303,23;7427,3;7379,94;6727,28;6687,66;4168,57;4136,17;23273,8;22860,91;4,7;4,62;2,89;2,85;3,93;3,89;3,04;3
23;21.02.2011;2668,08;2638,72;6106,5;6010,8;;;7441,82;7310,69;6739,13;6678,28;4163,99;4087,85;23021,21;22202;4,69;4,62;2,89;2,86;3,95;3,89;3,05;3,01
24;22.02.2011;2680,98;2651,77;6027,8;5922,8;12389,82;12176,31;7350,95;7259,67;6650,38;6607,85;4078,87;4026,01;22230,2;21800,49;4,74;4,64;2,94;2,88;3,98;3,91;3,11;3,03
25;23.02.2011;2670,56;2644,17;5982,3;5913,5;12221,12;12063,43;7310,73;7183,3;6649,95;6589,86;4061,04;4007,93;22135,7;21871,58;4,71;4,66;2,91;2,88;3,99;3,94;3,11;3,07
26;24.02.2011;2683,56;2665,99;5937;5856,5;12129,62;11983,17;7156,05;7093,91;6562,06;6498,28;4024,26;3984,36;22049,92;21727,29;4,71;4,64;2,91;2,88;4;3,96;3,14;3,08
27;25.02.2011;2717,81;2669,82;6011,3;5909,3;12151,03;12060,93;7194,02;7130,15;6564,96;6515,26;4084,54;4006,87;22415,05;21974,13;4,7;4,61;2,9;2,87;4,02;3,95;3,15;3,09
28;28.02.2011;2722,4;2683,9;6023;5961;12235,04;12130,15;7305,49;7148,94;6633,32;6523,26;4131,73;4053,42;22657,27;22151,91;4,68;4,62;2,9;2,86;3,99;3,94;3,13;3,07
29;01.03.2011;2710,63;2666,79;6041,5;5925,5;12261,38;12054,99;7356,33;7193,78;6667,13;6606,53;4145,73;4056,43;22717,22;22126,42;4,71;4,63;2,9;2,86;3,99;3,93;3,12;3,06
30;02.03.2011;2766;2717,85;5940,8;5863,3;12115,12;12018,63;7202,58;7122,69;6607,37;6540,85;4053,64;4009,89;22388,63;21881,62;4,72;4,66;2,9;2,86;3,99;3,95;3,13;3,09
31;03.03.2011;2800,7;2767,39;6017,5;5918;12283,1;12068,01;7294,04;7191,14;6626,25;6576,4;4098,11;4040,43;22486,34;22061,45;4,69;4,63;2,88;2,85;4;3,96;3,11;3,06
32;04.03.2011;2820,13;2779,01;6052,3;5982,5;12271,37;12079,51;7311,25;7157,12;6620,92;6524,26;4091,31;4010,8;22456,02;22110,56;4,67;4,61;2,87;2,84;4;3,96;3,09;3,04
33;07.03.2011;2819,55;2776,52;6044,5;5964,8;12243,44;12041,6;7270,81;7127,31;6558,55;6482,83;4049,98;3990,41;22447,42;21974,16;4,65;4,58;2,86;2,83;3,99;3,95;3,09;3,05
34;08.03.2011;2803,93;2780,27;6000,5;5909,8;12251,2;12072,21;7222,16;7072,47;6551,88;6480,33;4017,43;3964,99;22366,58;22120,96;4,64;4,58;2,87;2,83;3,99;3,94;3,08;3,03
35;09.03.2011;2779,3;2758,78;5975,8;5920,8;12257,82;12156,6;7217,54;7109,26;6521,69;6444,64;4035,81;3985,91;22557,61;22279,34;4,66;4,59;2,88;2,85;3,99;3,94;3,09;3,03
36;10.03.2011;2754,49;2731,04;5906,8;5830,3;12211,43;11974,39;7109,71;7021,95;6440,94;6392,13;3980,85;3940,25;22376,74;21995,62;4,69;4,61;2,92;2,86;4,02;3,95;3,13;3,06
37;11.03.2011;2769,74;2731,42;5841,5;5795,3;12087,01;11936,32;7014,02;6963,31;6384,2;6339,97;3951,46;3915,21;22090,82;21828,25;4,7;4,6;2,94;2,88;4,05;3,98;3,15;3,08
38;14.03.2011;2748,55;2697,69;5843;5768,3;12042,13;11897,31;6946,44;6847,94;6341,46;6274,47;3939,5;3871,22;22146,01;21716,07;4,68;4,58;2,9;2,87;4,05;3,98;3,13;3,06
39;15.03.2011;2746,51;2714,19;5713,3;5591;11988,69;11696,25;6714,83;6483,39;6174,67;6007,29;3820,79;3713,07;21565,86;20938,68;4,71;4,63;2,93;2,88;4,07;4,01;3,19;3,1
40;16.03.2011;2758,56;2722,83;5719,8;5598,23;11856,7;11555,48;6733,03;6501,85;6144,11;6000,12;3800,83;3693,94;21509,06;20801,78;4,74;4,62;2,96;2,87;4,11;4,02;3,27;3,13
41;17.03.2011;2779,69;2755,03;5708;5610,8;11800,54;11614,82;6692,83;6517,18;6097,38;6000,12;3796,62;3708,13;21309,82;20875,67;4,75;4,66;2,97;2,89;4,13;4,05;3,29;3,21
42;18.03.2011;2800,84;2779,13;5757,5;5699,3;11927,09;11777,23;6761,31;6655,69;6141,28;6082,9;3861,84;3801,47;21449,65;21075,17;4,69;4,61;2,91;2,86;4,08;4,02;3,24;3,16
43;21.03.2011;2791,01;2754,1;5800,3;5762,3;12078,3;11860,11;6829,75;6781,3;6227,97;6154,36;3904,45;3855,25;21527,11;21289,8;4,68;4,6;2,87;2,83;4,09;4,01;3,2;3,12
44;22.03.2011;2782,04;2755,91;5814;5742,3;12050,98;12002,85;6826,03;6765,06;6251,86;6207,93;3926,66;3876,71;21789,89;21455,76;4,67;4,6;2,85;2,83;4,05;4,01;3,15;3,11
45;23.03.2011;2782,17;2761,04;5802,8;5731,3;12116,14;11972,61;6807,38;6720,02;6263,67;6199,82;3918;3875,26;21713,54;21497,07;4,68;4,62;2,87;2,84;4,06;4,02;3,18;3,13
46;24.03.2011;2813,89;2774,29;5893;5780,3;12191,18;12087,54;6941,72;6787,04;6322,08;6235,8;3973,02;3885,83;22023,91;21611,9;4,66;4,56;2,87;2,83;4,04;4,01;3,16;3,11
47;25.03.2011;2833,01;2801,23;5919,3;5876,5;12259,79;12170,71;6985,25;6920,57;6373,66;6324,04;3986,56;3960,19;22132,61;21940,78;4,58;4,54;2,86;2,83;4,03;3,99;3,13;3,09
48;28.03.2011;2822,71;2802,14;5924,3;5900;12272,92;12197,88;6981,19;6915,58;6382,8;6347,25;3991,32;3959,85;22104,27;21899,1;4,59;4,52;2,86;2,83;4,02;3,98;3,11;3,08
49;29.03.2011;2846,6;2806,43;5933;5878;12285,41;12173,51;6960,16;6867,42;6380,94;6329,65;3990,73;3949,2;22049,69;21596,01;4,56;4,5;2,84;2,82;4,02;3,97;3,11;3,06
50;30.03.2011;2821,83;2805,11;5970,1;5941,5;12383,46;12280,07;7065,27;7002,77;6413,75;6387,22;4031,18;4011,71;22019,94;21870,4;4,59;4,51;2,86;2,82;4,02;3,97;3,1;3,05
51;31.03.2011;2877,24;2826,13;5974;5918,3;12381,68;12319,01;7079,76;7041,31;6402,62;6357,55;4037,4;3989,18;22037,06;21631,22;4,59;4,52;2,85;2,82;4,04;4;3,12;3,07
52;01.04.2011;2897,45;2871,32;6015,3;5929,2;12419,71;12321,02;7192,38;7086,56;6447,09;6383,79;4055,88;4002,23;22018,66;21593,91;4,59;4,53;2,87;2,82;4,05;4;3,1;3,04
53;04.04.2011;2889,92;2869,49;6035;5986;12407,41;12369,15;7200,26;7168,24;6432,2;6402,32;4059,65;4039,6;22069,24;21798,23;4,59;4,54;2,84;2,82;4,05;4;3,08;3,04
54;05.04.2011;2931,54;2891,44;6023;5988,5;12438,14;12353,34;7186,35;7129,41;6437,85;6397,75;4045;4013,67;22101,51;21896,2;4,61;4,54;2,84;2,81;4,03;3,98;3,09;3,03
55;06.04.2011;2929,59;2907,98;6057,3;6008,5;12450,93;12386,66;7242,69;7157,68;6459,91;6423,19;4066,75;4015,76;22415,68;21853,11;4,6;4,5;2,81;2,77;4,02;3,95;3,05;3
56;07.04.2011;2942,39;2896,89;6053,5;6007,3;12440,56;12328,36;7241,09;7175,35;6507,8;6456,02;4070,89;4025,02;22479,57;22202,56;4,56;4,49;2,79;2,77;3,99;3,94;3,05;3
57;08.04.2011;2919,53;2892,03;6066,5;6037,5;12450,36;12320,72;7232,87;7195,44;6495,7;6453,45;4068,65;4047,55;22454,85;22302,52;4,54;4,46;2,78;2,73;3,98;3,94;3,03;2,99
58;11.04.2011;2907,06;2878,84;6071,5;6043;12444;12352,88;7224,74;7157,33;6461,63;6431,81;4057,53;4026,08;22510,13;22343,91;4,52;4,46;2,76;2,73;3,98;3,94;3,04;3
59;12.04.2011;2926,79;2893,32;6027,8;5957,5;12381,19;12233;7177,74;7089,17;6407,85;6341,06;4018,81;3966,07;22356,53;21994,96;4,52;4,45;2,77;2,74;4;3,94;3,08;3,02
60;13.04.2011;2921;2892,45;6044;5983,3;12335,1;12224,45;7201,12;7122,51;6407,44;6355,28;4029,34;3984,01;22231,02;22032,51;4,49;4,43;2,76;2,72;3,99;3,93;3,08;3,03
61;14.04.2011;2921,72;2904,62;5995,5;5942,5;12305,58;12163,86;7184,93;7099,66;6391,44;6337,86;3994,86;3949,01;21999,85;21729,82;4,49;4,43;2,75;2,72;3,97;3,92;3,08;3,03
62;15.04.2011;2920,37;2863,59;5997,3;5962;12369,27;12272,58;7193,38;7144,96;6402,13;6363,29;3977,66;3950,5;21897,84;21694,72;4,5;4,43;2,75;2,72;3,98;3,93;3,08;3,03
63;18.04.2011;2888,09;2868,57;5995;5856,8;12339,79;12093,89;7174,75;6994,56;6366,68;6220,5;3971,29;3862,4;21742,68;21081,8;4,57;4,44;2,82;2,74;4,01;3,92;3,15;3,05
64;19.04.2011;2938,04;2907,65;5921,3;5889,8;12275,34;12200,3;7078,79;7027,04;6365,94;6266,24;3929,17;3895,38;21342,56;21175,43;4,58;4,5;2,81;2,76;4,01;3,95;3,14;3,06
65;20.04.2011;2936,2;2905,36;6034,8;5953,8;12475,53;12263,58;7261,26;7136,74;6453,88;6387,57;4008,74;3947,46;21602,69;21353,04;4,53;4,46;2,77;2,72;3,99;3,94;3,09;3,05
66;21.04.2011;2927,04;2896,82;6053,9;6007,8;12506,06;12447,56;7316,53;7280,1;6478,96;6444,19;4034,5;4011,38;21940,49;21527,44;4,53;4,44;2,74;2,7;4;3,92;3,1;3,04
67;26.04.2011;2932,78;2905,59;6073;6005,5;12613,16;12478,14;7359,97;7278,52;6498,53;6464,42;4048;4009,82;21990,4;21754,5;4,48;4,42;2,72;2,68;3,95;3,92;3,09;3,05
68;27.04.2011;2933,43;2908,43;6090,5;6044,8;12708,37;12588,33;7428,72;7361,24;6510,27;6456,34;4084,32;4036,28;22342,44;21969,79;4,45;4,4;2,69;2,65;3,96;3,92;3,09;3,03
69;28.04.2011;2927,15;2908,62;6089,3;6050;12776,14;12674,54;7480,33;7426,62;6516,79;6482,06;4107,9;4080,15;22452,69;22284,35;4,44;4,39;2,67;2,64;3,95;3,91;3,05;3,02
70;29.04.2011;2919,81;2894,72;;;12832,83;12751,13;7514,69;7461,53;6555,69;6528,1;4110,41;4084,47;22447,63;22284,4;4,44;4,4;2,66;2,64;3,96;3,92;3,07;3,03
71;02.05.2011;2897,04;2869,3;;;12876;12784,62;7600,41;7527,64;6569,49;6539,11;4137,97;4108,77;22575,34;22387,26;4,46;4,39;2,67;2,63;3,95;3,92;3,08;3,03
72;04.05.2011;2883,47;2848,31;6074,5;5972,3;12806,68;12673,02;7534,26;7355,4;6547,43;6461,37;4116,66;4032,22;22436,25;21882,72;4,41;4,35;2,67;2,63;3,96;3,92;3,11;3,06
73;05.05.2011;2876,33;2845,32;6009,3;5911,3;12724,56;12521,28;7423,96;7291,39;6485,06;6396,84;4052,23;3981,19;22008,82;21650,5;4,49;4,35;2,74;2,64;3,98;3,93;3,15;3,07
74;06.05.2011;2877,64;2835,49;5986,5;5870,3;12759,23;12579,93;7501,63;7362,55;6545,29;6449,13;4064,5;3991,53;22009,96;21638,89;4,52;4,44;2,76;2,7;3,97;3,93;3,15;3,09
75;09.05.2011;2869,32;2844,27;5999,3;5920;12722,07;12620,2;7489,09;7379,97;6526,91;6464,46;4058,03;3993,67;21934,62;21587,99;4,51;4,44;2,77;2,72;3,96;3,91;3,16;3,1
76;10.05.2011;2875,85;2844,43;6023,3;5947,8;12781,06;12681,65;7533,86;7423,33;6549,41;6481,92;4072,16;4006,94;22037,58;21634,33;4,52;4,45;2,76;2,72;3,96;3,91;3,15;3,09
77;11.05.2011;2839,25;2810,12;6039,8;5963;12748,21;12577,21;7566,41;7469,63;6575,64;6537,83;4076,66;4047,82;22204,44;21978,06;4,52;4,44;2,76;2,71;3,94;3,88;3,11;3,07
78;12.05.2011;2844,27;2821,89;5944,96;5879,8;12718,58;12537,17;7443,95;7356,76;6562,59;6510,39;4025,14;3986,93;21895,07;21669,67;4,52;4,46;2,77;2,74;3,93;3,89;3,13;3,08
79;13.05.2011;2848,09;2810,9;6000;5916,5;12714,5;12543,19;7511,09;7391,14;6602,1;6562,91;4067,59;4011,44;22033,17;21681,36;4,53;4,44;2,8;2,73;3,95;3,9;3,13;3,08
80;16.05.2011;2844,42;2805,67;5935,3;5859,3;12642,9;12530,81;7402,52;7284,96;6578,61;6510,65;3998,37;3955,93;21741,64;21507,89;4,54;4,47;2,8;2,76;3,95;3,92;3,14;3,11
81;17.05.2011;2840,78;2823,7;5942,3;5861;12541,33;12378,84;7368,98;7253,89;6560,55;6486,57;4003,56;3941,58;21786,75;21373,78;4,53;4,46;2,78;2,75;3,95;3,9;3,15;3,11
82;18.05.2011;2861,97;2821,46;5933,8;5886,3;12571,15;12443,1;7340,54;7261,29;6541,89;6514,62;3990,7;3956,22;21566,9;21350,17;4,49;4,42;2,77;2,74;3,94;3,9;3,14;3,1
83;19.05.2011;2854,57;2829,43;6004;5935,3;12633,59;12533,46;7415,65;7316,74;6577,33;6506,42;4046,07;3978,18;21698,92;21323,29;4,47;4,42;2,76;2,73;3,93;3,91;3,13;3,09
84;20.05.2011;2816,7;2785,13;6018,5;5926,3;12604,83;12485,86;7410,31;7228,13;6604,55;6517,28;4050,57;3983,13;21690,1;21202,12;4,51;4,43;2,78;2,73;3,95;3,91;3,17;3,09
85;23.05.2011;2824,01;2805,32;5874,3;5832;12511,36;12331,77;7166,15;7105,2;6482,56;6430,72;3937,01;3903,9;20694,96;20500,86;4,56;4,49;2,83;2,78;3,96;3,9;3,21;3,15
86;24.05.2011;2853,7;2804,71;5884,3;5842,3;12422,55;12350,04;7202,21;7128,04;6466,51;6437,6;3934,52;3907,16;20649,03;20491,13;4,55;4,5;2,82;2,79;3,97;3,93;3,2;3,16
87;25.05.2011;2870,8;2846,79;5881,5;5809,6;12440,03;12309,52;7183,8;7071,42;6478,53;6417,02;3937,54;3884,55;20865,86;20409,19;4,6;4,52;2,83;2,8;3,97;3,93;3,24;3,17
88;26.05.2011;2881,22;2860,8;5912;5866,3;12441,58;12317,92;7217,24;7087,32;6492,06;6449,76;3949,17;3904,06;21026,17;20581,02;4,64;4,54;2,83;2,79;4;3,95;3,27;3,2
89;27.05.2011;2878,88;2865,93;5951,8;5916,3;12483,81;12397,69;7208,48;7115,48;6521,73;6479,35;3979,07;3940,86;20963,35;20725,46;4,63;4,56;2,82;2,77;4,01;3,95;3,29;3,23
90;30.05.2011;2914,64;2886,35;;;;;7204,16;7146,98;6500,91;6469,14;3963,28;3931,53;20892,73;20736;4,59;4,56;2,79;2,77;3,98;3,96;3,28;3,25
91;31.05.2011;2916,64;2889,91;6010,8;5969,5;12574,29;12443,4;7319,69;7238,77;6575,8;6521,32;4015,25;3959,91;21188,82;20972,48;4,59;4,5;2,78;2,74;3,99;3,93;3,28;3,2
92;01.06.2011;2909,67;2880,69;5991,3;5910,3;12569,49;12282,42;7314,66;7193,89;6567,32;6480,52;4015,85;3956,07;21155,81;20814,21;4,53;4,49;2,77;2,73;3,97;3,93;3,29;3,19
93;02.06.2011;2901,74;2866,91;5893;5847,92;12306,71;12190,54;7157,59;7074,12;;;3937;3889,87;20917,08;20695,44;4,53;4,45;2,77;2,72;3,98;3,94;3,29;3,22
94;03.06.2011;2889,6;2868,98;5868;5802,5;12247,87;12104,03;7120,12;7021,36;6449,03;6386,98;3905,59;3845,39;20881,08;20472,29;4,48;4,43;2,74;2,7;3,97;3,94;3,28;3,22
95;06.06.2011;2903,3;2879,36;5883,3;5827,5;12151,49;12070,66;7124,31;7062,73;6409,62;6353,26;3881,96;3851,83;20740,38;20441,37;4,46;4,42;2,72;2,7;3,98;3,94;3,27;3,22
96;07.06.2011;2891,16;2872,82;5891,3;5848,8;12178,89;12066,61;7147,63;7086,9;6377,86;6324,44;3889,97;3855,99;20657,09;20462,14;4,46;4,4;2,72;2,68;3,98;3,93;3,26;3,19
97;08.06.2011;2881,98;2852,15;5861,8;5791,8;12098,36;12024,26;7089,15;6991,62;6314,79;6256,77;3864,37;3826,07;20532,42;20201,57;4,45;4,4;2,71;2,68;3,96;3,93;3,25;3,2
98;09.06.2011;2874,23;2847,86;5862;5794,8;12183,12;12049,09;7183,78;7035,86;6295,72;6239,64;3884,73;3823,15;20447,32;20151,6;4,47;4,42;2,73;2,7;3,98;3,93;3,24;3,21
99;10.06.2011;2865,71;2850,85;5868,3;5757,3;12124,85;11937,42;7182,83;7050,84;6272,47;6179,11;3876,55;3798,88;20414,78;20031,04;4,46;4,41;2,75;2,71;3,95;3,92;3,27;3,22
100;13.06.2011;2879,07;2863,91;5794,8;5763;12011,66;11917,78;7123,88;7040,42;;;3828,23;3796,3;20191,97;20039,83;4,48;4,44;2,75;2,72;3,95;3,92;3,28;3,23
101;14.06.2011;2875,36;2857,55;5823,3;5783,8;12120,8;11951,38;7231,49;7161,21;6269,78;6213,78;3877,81;3829,91;20414,93;20159,22;4,5;4,43;2,73;2,71;3,96;3,91;3,28;3,2
102;15.06.2011;2868,56;2850,55;5799,8;5742,55;12075,2;11862,53;7202,17;7093,23;6260,81;6198,17;3858,64;3800,32;20283,59;19889,05;4,53;4,44;2,79;2,72;3,97;3,92;3,28;3,2
103;16.06.2011;2882,25;2859,14;5717,5;5642,8;11990,02;11875,77;7111,64;7017,98;6164,17;6113,43;3795,48;3743,97;19853,78;19628,69;4,56;4,49;2,83;2,78;4,01;3,93;3,34;3,25
104;17.06.2011;2859,11;2828,12;5732,8;5643,8;12072,89;11962,51;7224,11;7037,24;6181,96;6100,63;3843,45;3742,31;20179,09;19668,67;4,56;4,48;2,82;2,77;4,01;3,96;3,33;3,26
105;20.06.2011;2852,2;2821,18;5705,3;5647,3;12099,87;11971,29;7158,24;7063,86;6126,87;6070,37;3806,67;3755,29;19738,75;19497,38;4,55;4,49;2,82;2,77;4;3,97;3,33;3,27
106;21.06.2011;2835,31;2807,74;5779,3;5714,3;12217,33;12081,18;7285,51;7176,74;6172,1;6121,63;3879,44;3820,05;20102,34;19743,2;4,52;4,47;2,79;2,76;4;3,97;3,31;3,27
107;22.06.2011;2824,18;2790,64;5789,8;5741,8;12207,99;12105,85;7310,1;7262,37;6171,7;6112,66;3885,23;3853,89;20139,49;19953,18;4,5;4,44;2,79;2,76;4,01;3,97;3,32;3,27
108;24.06.2011;2797,45;2755,35;5768;5679,5;12057,19;11925,42;7273,32;7099,22;6060,82;5975,67;3867,13;3775,35;19775,67;19067,84;4,51;4,46;2,83;2,79;4,01;3,97;3,38;3,33
109;27.06.2011;2790,23;2764,96;5728;5677,8;12098,81;11934,05;7144,44;7079,11;6013,58;5969,66;3803,29;3769,61;19367,77;19021,77;4,52;4,45;2,83;2,79;4,01;3,97;3,39;3,33
110;28.06.2011;2816,22;2796,61;5796,8;5733,3;12190,43;12042,28;7187,08;7075,19;6044,98;5983,64;3867,9;3806,35;19558,38;19088,29;4,5;4,45;2,82;2,78;4,02;3,99;3,39;3,34
111;29.06.2011;2830,23;2792,58;5866,8;5799,5;12284,39;12175,86;7320,3;7230,95;6106,45;6030,46;3935,94;3868,92;20030,2;19581,02;4,49;4,43;2,8;2,75;4,03;3,98;3,37;3,3
112;30.06.2011;2813,35;2792,18;5947,3;5879;12427,09;12262,1;7378,35;7285,44;6199,84;6089,04;3982,42;3926,28;20186,94;19807,2;4,46;4,39;2,76;2,74;4,01;3,97;3,33;3,25
113;01.07.2011;2829,1;2804,15;5999,8;5935,8;12596,13;12404,08;7443,2;7357,03;6253,81;6189,1;4023,59;3967,46;20560,21;20102,8;4,41;4,35;2,75;2,71;3,98;3,93;3,27;3,19
114;04.07.2011;2823,72;2807,83;6031,3;5984,5;;;7450,38;7416,73;6249,8;6222,58;4010,37;3996,58;20534,08;20421,45;4,39;4,34;2,72;2,7;3,95;3,93;3,21;3,19
115;05.07.2011;2816,96;2788,34;6037,3;6012,3;12601,8;12540,58;7474,93;7424,73;6262,05;6225,35;3998,83;3973,68;20476,72;20217,21;4,43;4,35;2,75;2,71;3,98;3,92;3,28;3,19
116;06.07.2011;2820,08;2771,79;6023,3;5972,3;12643,24;12539,21;7450,71;7396,74;6240,47;6168,55;3981,9;3941,65;20228,54;19686,37;4,43;4,37;2,77;2,73;3,97;3,93;3,32;3,23
117;07.07.2011;2822,18;2780,43;6071,3;6005;12753,89;12627,23;7516,15;7442,98;6250;6168,78;4020,33;3960,24;20083,48;19698,13;4,44;4,36;2,77;2,73;3,96;3,92;3,31;3,23
118;08.07.2011;2787,06;2743,44;6084,3;5980,5;12717,9;12567,41;7523,53;7389,8;6248,49;6147,85;3999,45;3912,77;19850,48;18969,42;4,47;4,36;2,78;2,74;3,96;3,91;3,33;3,23
119;11.07.2011;2747,75;2699,35;6000;5898,8;12655,84;12470,3;7358,5;7188,96;6138,84;6024,11;3890,07;3789,85;18977,23;18117,12;4,55;4,44;2,86;2,78;4,01;3,94;3,42;3,31
120;12.07.2011;2765,55;2739,4;5899,5;5790,5;12570,58;12446,88;7190,47;6996,26;6036,4;5898,68;3786,54;3717,58;18552,37;17409,92;4,64;4,51;2,93;2,85;4,07;3,99;3,52;3,39
121;13.07.2011;2755,33;2732,07;5910,5;5848,5;12611,04;12447,33;7280,16;7163,09;6048,37;5992,79;3800,87;3748,48;18975,61;18422,45;4,62;4,54;2,89;2,81;4,07;4;3,49;3,43
122;14.07.2011;2747,6;2724,41;5895,8;5839,8;12581,98;12414,41;7267,28;7197,49;6014,03;5960,78;3782,05;3743,89;18959,57;18530,99;4,61;4,54;2,86;2,81;4,05;4;3,51;3,43
123;15.07.2011;2726,42;2675,15;5863;5805,3;12504,82;12406,09;7254,1;7139,68;5968,95;5908,47;3748,05;3706,82;18719,81;18359,48;4,62;4,56;2,87;2,83;4,05;4;3,51;3,46
124;18.07.2011;2701,91;2680,72;5816,5;5752,81;12475,26;12296,23;7171,55;7089,09;5915;5813,05;3698,96;3645,79;18396,48;17838,84;4,64;4,58;2,88;2,85;4,05;4,01;3,55;3,49
125;19.07.2011;2711,92;2691,22;5802,3;5765,3;12607,56;12385,96;7236,44;7139,76;5923,59;5856,56;3705,15;3664,68;18384,35;17967,76;4,63;4,55;2,87;2,82;4,06;4;3,52;3,42
126;20.07.2011;2732,89;2662,09;5855,8;5804;12603,51;12546,56;7263,18;7166,37;5967,49;5912,7;3759,48;3709,95;18784,11;18280,41;4,58;4,52;2,84;2,8;4,02;3,98;3,45;3,41
