ID;Data;WIG20_MAX;WIG20_MIN;FTSE 100_Max;FTSE 100_Min;Dow Jones_Max;Dow Jones_Min;DAX_Max;DAX_Min;SMI_Max;SMI_Min;CAC40_Max;CAC40_Min;FTSE MIB_Max;FTSE MIB_Min;GBP/PLN_Max.;GBP/PLN_Min.;USD/PLN_Max.;USD/PLN_Min.;EUR/PLN_Max.;EUR/PLN_Min.;CHF/PLN_Max.;CHF/PLN_Min.
1663;12.09.2017;2522,25;2499,45;7435,84;7386,98;22134,57;22087,09;12558,03;12512,59;9053,95;9007,44;5219,08;5184,47;22308,46;22157,31;4,75;4,67;3,58;3,55;4,27;4,24;3,73;3,7
1664;13.09.2017;2511,08;2498,32;7401,3;7336,23;22158,18;22095,79;12565,85;12489,25;9075,66;9023,55;5227;5200,21;22309,95;22193,06;4,76;4,72;3,61;3,55;4,29;4,25;3,74;3,7
1665;14.09.2017;2514,27;2492,89;7390,7;7287,73;22216,44;22135,26;12552,16;12499,55;9071,43;9033,41;5233,54;5201,65;22324,77;22182,99;4,83;4,74;3,62;3,59;4,29;4,27;3,75;3,72
1666;15.09.2017;2525,41;2497,1;7295,39;7196,58;22275,02;22214,52;12561,35;12506,94;9057,6;9001,88;5237,17;5201,97;22302,07;22210,02;4,87;4,8;3,6;3,56;4,28;4,27;3,74;3,71
1667;18.09.2017;2512,63;2495,79;7257,45;7215,47;22355,62;22283,35;12613,56;12537,07;9071,34;9037,35;5239,88;5221,56;22390,96;22274,33;4,87;4,84;3,6;3,58;4,3;4,27;3,75;3,72
1668;19.09.2017;2518,1;2480,2;7285,67;7243,59;22386,01;22340,71;12566,2;12527,9;9096,86;9031,98;5238,29;5219,71;22425,42;22319,08;4,86;4,81;3,59;3,57;4,3;4,27;3,74;3,71
1669;20.09.2017;2501,16;2464,53;7289,93;7249,58;22413,26;22314,68;12593,25;12518,22;9116,92;9072,47;5248,79;5230,02;22462,48;22320,24;4,86;4,81;3,61;3,56;4,29;4,26;3,72;3,69
1670;21.09.2017;2481,28;2460,28;7289,16;7260,05;22419,51;22356,55;12621,28;12582,04;9144,12;9110,27;5275,42;5257,44;22529,86;22399,58;4,87;4,84;3,61;3,57;4,29;4,27;3,71;3,68
1671;22.09.2017;2485,2;2453,15;7320,28;7242,23;22364,31;22299,58;12646,56;12568,8;9156,41;9125,81;5295,93;5271,88;22613,48;22437,91;4,87;4,81;3,58;3,56;4,28;4,26;3,7;3,67
1672;25.09.2017;2461,48;2437,15;7312,45;7272,49;22359,88;22219,11;12633,06;12564,84;9167,35;9114,03;5286,83;5260,46;22555,57;22367,27;4,87;4,81;3,62;3,57;4,29;4,25;3,75;3,68
1673;26.09.2017;2456,47;2430,03;7311,82;7273,32;22369,35;22279,52;12629,93;12551,87;9156,02;9096,84;5274,58;5255,11;22480,27;22366,42;4,9;4,86;3,65;3,6;4,3;4,27;3,76;3,72
1674;27.09.2017;2440,4;2422,97;7327,5;7285,74;22371,1;22254,93;12685,19;12625,55;9144,78;9096,92;5289,89;5272,32;22650;22464,87;4,94;4,88;3,68;3,63;4,33;4,28;3,79;3,74
1675;28.09.2017;2462,04;2430,17;7323,33;7289,75;22394,74;22288,97;12708,7;12666,03;9123,48;9075,89;5295,27;5279,1;22668,97;22564,03;4,94;4,89;3,7;3,65;4,33;4,31;3,79;3,76
1676;29.09.2017;2480,47;2456,08;7382,67;7321,64;22405,63;22332,96;12828,86;12722,38;9157,46;9097,34;5329,81;5284,74;22696,32;22540,91;4,93;4,86;3,67;3,63;4,32;4,29;3,78;3,75
1677;02.10.2017;2488,67;2465,9;7438,84;7372,73;22559,38;22416;12902,65;12849,59;9242,15;9174,65;5350,44;5326,66;22811,19;22660,23;4,91;4,86;3,68;3,65;4,32;4,3;3,79;3,76
1678;03.10.2017;2489,93;2443,82;7469,82;7426,67;22646,32;22562,9;;;9284,09;9244,52;5370,89;5355,3;22860,14;22743,84;4,89;4,85;3,69;3,66;4,32;4,3;3,78;3,76
1679;04.10.2017;2469,8;2439,73;7476,33;7456,61;22685,94;22632,8;12976,24;12893,75;9284,79;9251,49;5369,45;5345,2;22782,48;22433,89;4,87;4,84;3,68;3,64;4,33;4,29;3,78;3,74
1680;05.10.2017;2485,35;2463,56;7507,99;7464,4;22777,04;22655,14;12969,4;12933,56;9277,82;9248,7;5381,74;5355,91;22613,96;22386,8;4,85;4,81;3,68;3,65;4,31;4,29;3,76;3,74
1681;06.10.2017;2499,35;2479,67;7527,72;7507,99;22773,67;22730,85;12993,53;12941,15;9289,13;9239,37;5378,07;5350,26;22556,18;22346,83;4,83;4,79;3,7;3,67;4,32;4,3;3,76;3,74
1682;09.10.2017;2519,73;2503,89;7523,65;7493,68;22803,37;22739,38;12996,64;12943,55;9272,27;9241,32;5378,51;5351,68;22524,38;22365,56;4,84;4,8;3,68;3,66;4,32;4,3;3,76;3,73
1683;10.10.2017;2556,95;2519,87;7543,88;7504,56;22850,51;22770,99;12980,45;12909,28;9282,4;9247,81;5372,27;5351,79;22435,7;22261,17;4,82;4,79;3,67;3,63;4,3;4,28;3,74;3,72
1684;11.10.2017;2566,02;2536,52;7550,17;7519,6;22872,89;22821,66;12976,32;12925,24;9287,8;9258,32;5367,38;5338,14;22555,39;22314,49;4,81;4,75;3,64;3,6;4,3;4,26;3,73;3,7
1685;12.10.2017;2546,32;2528,16;7565,11;7526,33;22884,82;22821,13;13002,34;12945,07;9301,9;9257,02;5361,92;5342,69;22570,66;22377,54;4,79;4,73;3,62;3,59;4,28;4,27;3,71;3,69
1686;13.10.2017;2546,95;2528,44;7556,24;7521,09;22905,33;22855,93;13036,74;12964,35;9312,96;9280,03;5371,65;5344,96;22517,4;22334,82;4,8;4,76;3,61;3,58;4,27;4,24;3,7;3,68
1687;16.10.2017;2538,75;2514,36;7557;7526,73;22960,12;22887,12;13026,45;13000,38;9310,05;9271,14;5371,62;5347,61;22497,58;22352,06;4,8;4,74;3,61;3,58;4,26;4,23;3,7;3,67
1688;17.10.2017;2526,25;2502,34;7550,44;7506,31;23002,2;22948,23;13034,42;12967,35;9307,69;9249,82;5376,69;5347,55;22477,14;22304,64;4,78;4,73;3,61;3,59;4,24;4,22;3,69;3,67
1689;18.10.2017;2501,36;2465,78;7555,24;7516,17;23172,93;23086,75;13094,76;13003,92;9318,04;9256,52;5394,23;5359,68;22391,77;22263,87;4,75;4,72;3,61;3,59;4,24;4,22;3,68;3,65
1690;19.10.2017;2486,56;2457,52;7542,87;7485,42;23167,24;23052,67;13042,62;12911,58;9300,29;9222,54;5377,81;5343;22394,76;22021,02;4,75;4,7;3,6;3,57;4,24;4,23;3,68;3,65
1691;20.10.2017;2487,81;2466,64;7560,04;7517,07;23328,84;23201,78;13063,57;12956,42;9279,08;9213,76;5392,09;5368,21;22362,23;22165,7;4,75;4,69;3,6;3,57;4,25;4,23;3,67;3,64
1692;23.10.2017;2474,35;2447,09;7542;7511,77;23368,37;23273,96;13069,4;12973,43;9277;9229,46;5408,74;5367,65;22441,39;22275,02;4,76;4,73;3,61;3,59;4,24;4,22;3,67;3,64
1693;24.10.2017;2466,39;2443,27;7535,22;7508,5;23485,25;23343,23;13055,65;12983,38;9244,71;9185,72;5413,03;5377,86;22650,63;22376,55;4,76;4,73;3,61;3,59;4,25;4,23;3,66;3,64
1694;25.10.2017;2463,63;2441,88;7528,46;7437,42;23451,51;23251,11;13049,47;12931,22;9202,58;9062,64;5416,54;5364,16;22671,56;22434,06;4,77;4,73;3,62;3,58;4,25;4,23;3,65;3,62
1695;26.10.2017;2492,93;2454,83;7488,26;7440,11;23459,84;23380,89;13144,65;12940,83;9200,08;9071,88;5459,61;5375,26;22838,5;22434,71;4,81;4,74;3,65;3,58;4,26;4,23;3,66;3,62
1696;27.10.2017;2521,41;2490,8;7520,76;7485,24;23449,4;23353,16;13249,03;13186,55;9254,36;9168,24;5513,53;5470,24;22899,36;22597,05;4,81;4,78;3,67;3,65;4,27;4,24;3,67;3,65
1697;30.10.2017;2524,9;2504,11;7507,02;7478,41;23428,75;23327,87;13255,38;13214,6;9203,94;9130,33;5507,56;5487,29;22790,09;22639,15;4,83;4,79;3,66;3,64;4,25;4,24;3,67;3,65
1698;31.10.2017;2532,85;2496,85;7516,85;7483,97;23406,35;23334,39;;;9253,3;9165,12;5511,25;5489,41;22826,28;22709,44;4,84;4,81;3,66;3,64;4,25;4,24;3,67;3,64
1699;02.11.2017;2509,59;2483,21;7562,26;7478,88;23531,38;23350,98;13460,86;13405,91;9285,94;9226,23;5520,81;5486,24;23127,77;22935,09;4,83;4,74;3,65;3,63;4,24;4,23;3,65;3,63
1700;03.11.2017;2522,12;2486,33;7580,95;7541,91;23557,06;23481,57;13505,01;13430,22;9322,05;9267,97;5521,92;5498,29;23099,2;22947,66;4,79;4,74;3,66;3,63;4,26;4,23;3,66;3,63
1701;06.11.2017;2566,59;2521,05;7572,9;7544,2;23574,86;23520,75;13481,23;13441,66;9327,74;9288,78;5513,31;5492,9;23038,18;22884,67;4,81;4,78;3,67;3,65;4,25;4,23;3,67;3,64
1702;07.11.2017;2548,95;2512,4;7582,85;7507,83;23602,12;23484,19;13525,56;13369,85;9302,4;9212,55;5525,55;5475,92;23133,42;22962,59;4,83;4,8;3,67;3,65;4,25;4,23;3,68;3,65
1703;08.11.2017;2513,88;2466,03;7534,49;7504,77;23575;23510,56;13419,77;13345,11;9265,83;9201,56;5496,08;5452,2;22997,81;22699,11;4,82;4,78;3,66;3,65;4,25;4,23;3,67;3,65
1704;09.11.2017;2482,26;2456,04;7532,2;7476,89;23516,74;23310,02;13402,05;13175,22;9283,42;9155,65;5479,7;5401,43;22960,58;22593,29;4,8;4,77;3,66;3,63;4,24;4,23;3,67;3,64
1705;10.11.2017;2472,26;2442,08;7500,29;7421,73;23452,2;23392,96;13216,97;13111,65;9190,39;9123,6;5415,88;5375,12;22736,18;22534,59;4,8;4,77;3,64;3,62;4,24;4,22;3,66;3,64
1706;13.11.2017;2477,1;2456,17;7469,3;7402,95;23461,68;23343,34;13163,94;12960,65;9192,56;9105,93;5384,76;5301,02;22586,8;22269,49;4,78;4,75;3,64;3,62;4,24;4,22;3,66;3,63
1707;14.11.2017;2460,26;2412,78;7436,57;7396,92;23414,08;23271,57;13139,27;13000,15;9194,45;9101,34;5365,64;5301,57;22571,74;22242,78;4,77;4,72;3,63;3,6;4,25;4,23;3,65;3,63
1708;15.11.2017;2438,67;2409,42;7415,09;7357,06;23344,99;23242,75;12996,12;12847,88;9107,35;9045,8;5312,39;5267,22;22213,95;21932,57;4,75;4,71;3,61;3,58;4,25;4,24;3,65;3,63
1709;16.11.2017;2445,7;2410,81;7393,28;7368,14;23492,19;23365,34;13071,94;13008,02;9165,32;9090,52;5345,23;5312,87;22281,15;22083,29;4,76;4,73;3,61;3,59;4,25;4,23;3,65;3,62
1710;17.11.2017;2470,34;2431,37;7406,53;7356,16;23433,77;23356,01;13089,72;12984,67;9183,61;9119,82;5350,25;5304,35;22278,54;22011,31;4,77;4,73;3,6;3,58;4,25;4,23;3,64;3,61
1711;20.11.2017;2496,62;2465,91;7397,39;7350,37;23456,88;23360,58;13085,17;12926,13;9317,28;9232,45;5348,15;5302,85;22209,57;21946,9;4,78;4,74;3,61;3,59;4,24;4,21;3,65;3,62
1712;21.11.2017;2500,37;2472,85;7422,18;7367,86;23617,8;23500,15;13209,01;13026,77;9350,72;9261,05;5385,86;5326,86;22433,08;22126,63;4,79;4,75;3,61;3,59;4,24;4,21;3,64;3,62
1713;22.11.2017;2514,94;2473,79;7460,91;7410,38;23605,77;23507,61;13191,96;13008,97;9361,36;9291,84;5391,01;5352,76;22495,29;22312,26;4,77;4,74;3,6;3,56;4,22;4,2;3,64;3,62
1714;23.11.2017;2518,04;2478,62;7422,73;7373,31;;;13049,08;12921,15;9328,89;9249,87;5391,89;5330,32;22405,7;22191,72;4,75;4,72;3,57;3,55;4,22;4,2;3,63;3,61
1715;24.11.2017;2504,29;2471,74;7425,19;7389,54;23599,18;23551,59;13160,81;12981,68;9350,41;9299,57;5419,88;5374,4;22591,75;22357,3;4,73;4,69;3,56;3,52;4,21;4,2;3,62;3,6
1716;27.11.2017;2498,45;2473,94;7438,39;7383,9;23638,92;23545,02;13117,76;12989,37;9341,04;9264,39;5408,47;5359,39;22493,12;22176,7;4,72;4,69;3,54;3,52;4,21;4,2;3,61;3,59
1717;28.11.2017;2506,2;2436,24;7469,61;7373,95;23849,61;23617,11;13071,01;12966,38;9327,75;9277,36;5398,19;5357,28;22301,32;22194,88;4,75;4,68;3,55;3,53;4,21;4,2;3,61;3,59
1718;29.11.2017;2449,14;2408,69;7460,65;7386,67;23959,76;23872,59;13196,15;13037,34;9363,52;9302,38;5441,69;5394,89;22508,61;22274,88;4,77;4,73;3,56;3,53;4,21;4,19;3,61;3,59
1719;30.11.2017;2430,44;2376,91;7416,26;7326,67;24327,82;24013,8;13177,57;13023,98;9370,01;9287,92;5429,65;5372,59;22558,48;22320,96;4,79;4,75;3,56;3,52;4,21;4,19;3,61;3,58
1720;01.12.2017;2424,97;2370,52;7355,43;7288,73;24322,06;23921,9;13064,29;12810,13;9365,55;9272,12;5378,32;5299,06;22409,2;22060,48;4,79;4,76;3,55;3,52;4,22;4,2;3,63;3,58
1721;04.12.2017;2423,52;2396,6;7369,65;7300,49;24534,04;24288,19;13117,75;12974,32;9384,01;9313,98;5400,1;5350,59;22421,51;22270,94;4,8;4,76;3,56;3,54;4,21;4,2;3,63;3,6
1722;05.12.2017;2405,69;2383,18;7373,9;7326,57;24349,74;24155,28;13094,38;12960,59;9350,28;9282,74;5392,48;5349,79;22482,07;22261;4,79;4,73;3,57;3,54;4,21;4,2;3,61;3,59
1723;06.12.2017;2414;2378,22;7369,71;7289,36;24229,19;24134,49;13033,75;12864,68;9320,77;9214,37;5385,53;5316,55;22371,19;22204,99;4,79;4,76;3,58;3,55;4,22;4,21;3,61;3,6
1724;07.12.2017;2426,9;2397,88;7371,73;7314,6;24262,88;24101,24;13083,08;12989;9342,67;9261,38;5396,31;5365,75;22459,51;22317,5;4,82;4,76;3,58;3,56;4,22;4,21;3,61;3,59
1725;08.12.2017;2417,3;2381,8;7412,21;7314,23;24330,12;24225,5;13240,92;13136,78;9330,57;9284,52;5425,75;5393,56;22797,83;22570,73;4,84;4,77;3,59;3,57;4,21;4,19;3,6;3,59
1726;11.12.2017;2413,68;2375,2;7458,4;7393,58;24389,72;24314,74;13192,42;13112,82;9343,24;9306,61;5411,71;5382,5;22838,32;22684,39;4,78;4,75;3,57;3,56;4,21;4,19;3,61;3,59
1727;12.12.2017;2415,97;2400,94;7501,52;7448,31;24552,97;24443,83;13183,83;13079,86;9361,41;9286,59;5427,19;5359,76;22767,19;22610,74;4,8;4,76;3,6;3,56;4,22;4,2;3,63;3,59
1728;13.12.2017;2434,61;2404,08;7510,77;7492,58;24666,02;24518,3;13188,07;13120,4;9406,28;9323,58;5429,03;5393,98;22752,13;22400,19;4,8;4,77;3,59;3,56;4,23;4,21;3,63;3,61
1729;14.12.2017;2432,48;2402,95;7496,7;7448,12;24672,48;24508,66;13159,48;13011,97;9416,16;9350,62;5400,28;5357,14;22487,01;22191,74;4,82;4,78;3,59;3,56;4,23;4,21;3,63;3,61
1730;15.12.2017;2466,08;2420,28;7490,57;7433,78;24688,62;24584,44;13109,13;13008,07;9416,37;9364,19;5360,87;5330,1;22210,52;21993,88;4,82;4,76;3,59;3,57;4,23;4,2;3,63;3,6
1731;18.12.2017;2478,97;2455,99;7544,26;7490,57;24876,07;24739,56;13331,95;13206,12;9460,15;9418,62;5427,87;5386,4;22403,11;22206,66;4,79;4,76;3,59;3,55;4,22;4,2;3,62;3,61
1732;19.12.2017;2473,47;2453,77;7563,49;7534,08;24850,11;24715,6;13338,91;13213,19;9468,84;9399,17;5420,64;5380,15;22454,63;22253,84;4,78;4,73;3,57;3,54;4,21;4,19;3,63;3,59
1733;20.12.2017;2467,89;2450,37;7550,6;7511,45;24852,44;24697,11;13252,67;13026,11;9407,56;9314,83;5382,37;5338,03;22354,1;22088,86;4,76;4,73;3,56;3,53;4,21;4,2;3,61;3,58
1734;21.12.2017;2468,27;2445,65;7609,69;7517,88;24850,91;24766,27;13137,71;13013,63;9433,46;9288,07;5389,8;5323,54;22251,07;21999,89;4,74;4,72;3,55;3,53;4,21;4,19;3,6;3,57
1735;22.12.2017;2480,63;2445,51;7614,4;7585,47;24784,15;24717,51;13108,56;13059,87;9439,11;9388,04;5385,96;5355,44;22248,74;22115,62;4,75;4,72;3,55;3,53;4,2;4,19;3,59;3,57
1736;27.12.2017;2484,41;2464,31;7632,71;7586,42;24789,52;24731,68;13128,74;13020,43;9446,4;9386,2;5388,14;5352,53;22295,18;22121,33;4,74;4,71;3,54;3,52;4,2;4,19;3,58;3,56
1737;28.12.2017;2481,71;2452,07;7633,55;7609,77;24839,23;24797,13;13069,4;12965,28;9436,55;9401,38;5370,43;5331,16;22229,61;22099,54;4,73;4,69;3,53;3,49;4,2;4,17;3,58;3,57
1738;29.12.2017;2474,76;2430,69;7697,62;7620,01;24871,66;24719,22;12980,74;12911,73;9398,27;9358,13;5344,05;5312,56;22154,4;21833,8;4,72;4,69;3,5;3,47;4,19;4,17;3,58;3,56
1739;03.01.2018;2536,84;2473,23;7689,86;7640,53;24941,92;24825,55;13023,59;12893,05;9487,78;9394,47;5347,63;5291,89;21941,65;21719,07;4,71;4,66;3,47;3,45;4,17;4,15;3,56;3,53
1740;04.01.2018;2538,34;2514,09;7702,51;7671,11;25105,96;24963,27;13208,35;13062,67;9523,96;9467,86;5430,72;5360,01;22572,52;22011,59;4,68;4,65;3,46;3,43;4,16;4,15;3,54;3,52
1741;05.01.2018;2551,32;2529,45;7727,73;7689,81;25299,79;25112,01;13332,8;13219,11;9558,4;9527,05;5470,75;5422,78;22762,29;22534,22;4,69;4,65;3,46;3,43;4,17;4,14;3,54;3,52
1742;08.01.2018;2555,69;2522,21;7733,39;7691,77;25311,99;25235,41;13407,82;13334,16;9584,52;9538,37;5499,15;5478,92;22898,76;22704,78;4,74;4,68;3,49;3,45;4,18;4,15;3,57;3,53
1743;09.01.2018;2531,6;2499,76;7733,12;7696,5;25439,78;25308,41;13425,02;13361,22;9611,61;9554,48;5525,67;5491,91;23055,53;22840,12;4,76;4,72;3,52;3,48;4,19;4,17;3,58;3,56
1744;10.01.2018;2534,56;2504,67;7756,11;7716,21;25404,92;25256,99;13377,88;13227,57;9595,78;9506,27;5529,3;5487,56;23172,81;22955,64;4,76;4,71;3,52;3,48;4,19;4,17;3,58;3,56
1745;11.01.2018;2550,79;2527,02;7768,96;7734,64;25575,42;25396,19;13298,65;13151,84;9554,92;9475,17;5516,59;5478,97;23323,21;23130,13;4,72;4,68;3,5;3,46;4,18;4,17;3,58;3,55
1746;12.01.2018;2546,66;2523,83;7792,56;7752,63;25810,43;25633,08;13265,14;13168,01;9561,59;9508,99;5520,18;5486,09;23474,51;23343,76;4,71;4,67;3,47;3,42;4,18;4,16;3,55;3,53
1747;15.01.2018;2602,34;2529,68;7783,61;7763,43;;;13250,37;13173,71;9551,07;9511,71;5525,01;5501,28;23604,24;23331,58;4,7;4,68;3,42;3,39;4,18;4,16;3,54;3,53
1748;16.01.2018;2606,59;2584,69;7791,83;7740,55;26086,12;25702,99;13351,09;13196,56;9567,24;9464,05;5535,95;5500,22;23697,72;23443,46;4,71;4,69;3,43;3,4;4,19;4,17;3,55;3,53
1749;17.01.2018;2610,63;2591,22;7755,93;7711,11;26130,45;25865,02;13251,44;13137,51;9470,53;9422,05;5518,39;5485,02;23555,47;23355,85;4,73;4,68;3,42;3,39;4,18;4,16;3,55;3,54
1750;18.01.2018;2604,46;2589,89;7739,54;7683,71;26153,42;25947,32;13293,29;13201,34;9494,54;9432,49;5515,16;5474,11;23630,81;23438,84;4,73;4,71;3,42;3,39;4,17;4,16;3,55;3,54
1751;19.01.2018;2621,93;2599,95;7731,82;7694,66;26071,72;25942,83;13445,47;13294,81;9511,44;9447,51;5528,89;5490,32;23866,6;23602,68;4,74;4,71;3,42;3,39;4,18;4,16;3,56;3,54
1752;22.01.2018;2650,16;2613,07;7739,35;7703,67;26215,23;25974,65;13470,05;13410,96;9529,13;9475,06;5543,06;5512,27;23896,47;23629,83;4,76;4,73;3,42;3,4;4,19;4,16;3,56;3,53
1753;23.01.2018;2630,21;2606,34;7745,22;7710,03;26246,19;26143,9;13596,89;13517,81;9594,36;9529,11;5567,03;5521,83;24050,15;23787,32;4,76;4,74;3,41;3,39;4,18;4,17;3,55;3,53
1754;24.01.2018;2616,47;2587,95;7731,98;7643,43;26392,8;26106,94;13576,84;13414,74;9616,38;9547,57;5538,58;5495,16;23882,88;23622,62;4,77;4,74;3,39;3,34;4,17;4,14;3,55;3,53
1755;25.01.2018;2601,99;2587,26;7662,35;7608,53;26458,25;26259,72;13443,36;13222,47;9567,69;9474,24;5525,76;5456,05;23818,28;23600,06;4,78;4,71;3,35;3,31;4,16;4,13;3,56;3,53
1756;26.01.2018;2607,83;2583,4;7667,4;7615,84;26616,71;26425,35;13348,69;13268,31;9553,89;9496,66;5539,77;5493,66;23874,85;23697,62;4,75;4,71;3,35;3,31;4,15;4,13;3,57;3,54
1757;29.01.2018;2581,75;2557,59;7689,15;7663,93;26608,9;26435,34;13370,02;13274,84;9528,32;9451,91;5537,53;5517,67;23960,29;23774,49;4,73;4,7;3,36;3,32;4,15;4,13;3,6;3,55
1758;30.01.2018;2577,48;2553,81;7671,67;7587,12;26256,99;26028,42;13309,86;13171,91;9499,6;9390,16;5518,94;5464,85;23799,44;23411,54;4,75;4,69;3,36;3,33;4,16;4,14;3,59;3,57
1759;31.01.2018;2580,23;2511,05;7599,01;7521,77;26338,03;26050,98;13268,41;13159,35;9450,28;9335,4;5496,78;5471,18;23602,1;23419,87;4,75;4,7;3,35;3,33;4,16;4,15;3,6;3,56
1760;01.02.2018;2530,02;2502,95;7554,73;7476,51;26306,7;26014,44;13301,41;12971,78;9424,55;9288,05;5529,4;5432,59;23809,51;23436,36;4,76;4,73;3,35;3,32;4,16;4,15;3,6;3,57
1761;02.02.2018;2508,7;2482,56;7494,76;7432,25;26061,79;25490,66;12954,59;12782,07;9272,5;9220,69;5437,26;5364,98;23561,9;23184,33;4,75;4,72;3,36;3,32;4,17;4,15;3,6;3,57
1762;05.02.2018;2450,47;2401,89;7443,43;7334,79;25520,53;23923,88;12752,6;12622,44;9147,88;9085,39;5332,77;5283,27;23104,41;22817,51;4,73;4,67;3,36;3,33;4,17;4,14;3,61;3,56
1763;06.02.2018;2441,67;2421,19;7334,98;7079,41;24946,23;23778,74;12550,16;12232,86;8982,4;8732,58;5226,13;5101,15;22649,4;21982,17;4,71;4,67;3,39;3,34;4,17;4,15;3,62;3,57
1764;07.02.2018;2445,8;2406,48;7311,5;7141,4;25293,96;24785,44;12651,28;12414,84;9006,88;8867,32;5267,88;5169,4;23009,32;22400,19;4,72;4,67;3,4;3,35;4,17;4,15;3,61;3,58
1765;08.02.2018;2409,64;2375,41;7279,42;7161,31;24903,68;23849,23;12541,32;12187,45;8993,02;8763,11;5248,44;5129,52;22998,11;22393,31;4,78;4,71;3,42;3,39;4,19;4,16;3,66;3,59
1766;09.02.2018;2430,88;2402,18;7170,69;7073,03;24382,14;23360,29;12296,18;12003,36;8811;8664,03;5155,87;5051,21;22569,62;22041,82;4,78;4,71;3,44;3,4;4,21;4,18;3,67;3,63
1767;12.02.2018;2431,67;2416,23;7199,93;7092,43;24765,16;24290,48;12379,16;12222,34;8856,88;8780,74;5165,75;5113,82;22512,94;22230,95;4,73;4,69;3,42;3,39;4,19;4,16;3,64;3,61
1768;13.02.2018;2449,79;2413,79;7202,99;7165,83;24705,72;24421,03;12300,63;12196,22;8845,33;8752,64;5155,22;5109,24;22370,42;22034,42;4,72;4,68;3,39;3,37;4,18;4,16;3,63;3,6
1769;14.02.2018;2473,58;2423,57;7243,15;7145,73;24925,95;24490,36;12393,71;12075,21;8901,12;8748,36;5188,14;5081,62;22481,18;21907,71;4,7;4,67;3,41;3,33;4,18;4,15;3,64;3,59
1770;15.02.2018;2448,61;2396,54;7267,96;7206,69;25203,95;24809,42;12479,97;12275,04;8939,85;8887,41;5255,08;5204,44;22736,26;22393,48;4,69;4,66;3,34;3,32;4,16;4,15;3,61;3,59
1771;16.02.2018;2420,91;2399,39;7307,97;7234,81;25432,42;25149,26;12484,12;12368,71;8989,52;8940,85;5291,48;5245,8;22806,9;22618,08;4,71;4,67;3,36;3,31;4,17;4,15;3,62;3,6
1772;19.02.2018;2415,33;2392,16;7306,21;7239,98;;;12505,49;12361,86;8982,61;8897,83;5297,37;5249,89;22860,51;22568,92;4,71;4,66;3,35;3,33;4,16;4,13;3,62;3,58
1773;20.02.2018;2411,07;2392,71;7264,78;7202,14;25179,01;24884,19;12496,1;12333,79;8981,39;8898,48;5291,81;5249,85;22702,63;22477;4,71;4,66;3,37;3,33;4,15;4,13;3,6;3,58
1774;21.02.2018;2416,42;2372,06;7291,8;7220,55;25267,99;24792,99;12474,37;12372,26;8994,72;8901,39;5303,81;5255,77;22691,7;22449,26;4,73;4,69;3,4;3,36;4,18;4,15;3,62;3,59
1775;22.02.2018;2427,26;2393,61;7281,57;7187,76;25156,72;24854,83;12497,71;12283,7;8967,43;8899,23;5321,19;5253,2;22601,66;22269,72;4,74;4,71;3,41;3,38;4,19;4,17;3,64;3,61
1776;23.02.2018;2429,68;2403,09;7262,05;7220,81;25313,91;25028,73;12513,32;12431,94;8955,07;8897,56;5322,35;5292,7;22698,74;22394,59;4,75;4,72;3,4;3,39;4,18;4,17;3,64;3,62
1777;26.02.2018;2429,65;2411,49;7312,98;7244,31;25732,8;25398,56;12601,46;12484,59;9026,11;8962,98;5357,36;5329,51;22859;22618,79;4,75;4,72;3,4;3,37;4,18;4,16;3,63;3,61
1778;27.02.2018;2410,71;2364,32;7326,02;7272,87;25800,35;25407,83;12577,56;12436,13;9057,3;8967,72;5363,52;5329,79;22853,28;22639,14;4,75;4,71;3,42;3,38;4,18;4,16;3,64;3,6
1779;28.02.2018;2365,51;2316,63;7293,36;7231,91;25576,15;25022,42;12516,92;12417,96;8977;8906,38;5357,06;5312,62;22792,29;22602,39;4,76;4,71;3,43;3,41;4,18;4,17;3,64;3,62
1780;01.03.2018;2330,15;2298,69;7231,91;7153,39;25185,35;24442,56;12387,88;12143,14;8890,38;8774,96;5315,77;5242,87;22592,69;22344,2;4,74;4,7;3,45;3,41;4,19;4,17;3,64;3,62
1781;02.03.2018;2330,1;2296,48;7175,64;7063,42;24592,46;24217,76;12081,4;11877,66;8730,86;8612,98;5226,11;5121,24;22298,71;21832,93;4,71;4,68;3,42;3,4;4,2;4,18;3,65;3,62
1782;05.03.2018;2351,07;2331,3;7119,21;7062,13;24961;24387,15;12110,18;11830,98;8808,38;8624,04;5176,52;5115,94;21826,74;21460,46;4,72;4,68;3,42;3,39;4,21;4,18;3,64;3,61
1783;06.03.2018;2363,38;2317,42;7197,8;7115,6;24995,24;24708,41;12259,58;12110,34;8860,18;8765,88;5216,6;5170,14;22273,55;21950,22;4,71;4,68;3,4;3,37;4,2;4,18;3,62;3,58
1784;07.03.2018;2362,53;2320,21;7180,71;7109,56;24849,68;24535,12;12275,69;12020,61;8800,21;8709,8;5203,06;5134,51;22521,46;22100,55;4,73;4,67;3,4;3,37;4,22;4,19;3,61;3,58
1785;08.03.2018;2354,54;2295,87;7212,14;7145,7;24950,49;24703,05;12382,69;12177,12;8898,2;8789,02;5264,36;5186,28;22791,79;22417,47;4,73;4,69;3,42;3,38;4,22;4,2;3,61;3,58
