ID;Data;WIG20_MAX_dif;WIG20_MAX;WIG20_MIN;FTSE 100_Max_dif;FTSE 100_Max;FTSE 100_Min_dif;FTSE 100_Min;Dow Jones_Max_dif;Dow Jones_Max;Dow Jones_Min_dif;Dow Jones_Min;DAX_Max_dif;DAX_Max;DAX_Min_dif;DAX_Min;SMI_Max_dif;SMI_Max;SMI_Min_dif;SMI_Min;CAC40_Max_dif;CAC40_Max;CAC40_Min_dif;CAC40_Min;FTSE MIB_Max_dif;FTSE MIB_Max;FTSE MIB_Min_dif;FTSE MIB_Min;GBP/PLN_Max_dif;GBP/PLN_Max;GBP/PLN_Min_dif;GBP/PLN_Min;USD/PLN_Max_dif;USD/PLN_Max;USD/PLN_Min_dif;USD/PLN_Min;EUR/PLN_Max_dif;EUR/PLN_Max;EUR/PLN_Min_dif;EUR/PLN_Min;CHF/PLN_Max_dif;CHF/PLN_Max;CHF/PLN_Min_dif;CHF/PLN_Min;
265;07.02.2012;-10,33;2391,17;2368,1;5,58;5906,65;-13,06;5850,49;42,92;12903,71;-10,86;12782,57;7,34;6788,77;-31,93;6682,89;7,70;6158,5;10,91;6114,68;9,32;3421,64;-1,51;3379,43;88,17;16544,52;-7,92;16236,73;0,00;5,06;-0,03;4,96;-0,02;3,19;-0,04;3,13;0,00;4,19;-0,01;4,13;0,00;3,48;-0,01;3,42;
266;08.02.2012;3,79;2394,96;2352,29;9,55;5916,2;20,84;5871,33;-10,07;12893,64;35,12;12817,69;41,11;6829,88;52,78;6735,67;32,14;6190,64;40,73;6155,41;17,45;3439,09;30,57;3410;293,88;16838,4;366,01;16602,74;-0,03;5,03;0,00;4,96;-0,02;3,17;-0,01;3,12;0,01;4,2;0,01;4,14;-0,01;3,47;0,00;3,42;
267;09.02.2012;-36,30;2358,66;2324,97;0,11;5916,31;-0,78;5870,55;31,07;12924,71;28,72;12846,41;8,25;6838,13;10,43;6746,1;-0,81;6189,83;-17,27;6138,14;10,15;3449,24;2,58;3412,58;9,85;16848,25;-47,92;16554,82;0,02;5,05;0,00;4,96;0,01;3,18;0,02;3,14;0,02;4,22;0,03;4,17;0,01;3,48;0,02;3,44;
268;10.02.2012;-8,20;2350,46;2331,09;-20,84;5895,47;-30,70;5839,85;-35,08;12889,63;-102,85;12743,56;-87,05;6751,08;-96,54;6649,56;-30,31;6159,52;-36,72;6101,42;-39,48;3409,76;-47,10;3365,48;-181,69;16666,56;-209,05;16345,77;0,02;5,07;0,01;4,97;0,03;3,21;0,02;3,16;0,03;4,25;0,00;4,17;0,03;3,51;0,01;3,45;
269;13.02.2012;10,27;2360,73;2327,84;24,62;5920,09;12,54;5852,39;-1,70;12887,93;55,55;12799,11;23,52;6774,6;60,07;6709,63;22,28;6181,8;45,42;6146,84;3,67;3413,43;0,84;3366,32;-47,34;16619,22;-12,04;16333,73;-0,04;5,03;0,00;4,97;-0,03;3,18;-0,01;3,15;-0,03;4,22;0,00;4,17;-0,02;3,49;0,00;3,45;
270;14.02.2012;-6,95;2353,78;2326,16;0,52;5920,61;24,82;5877,21;-9,05;12878,88;-12,18;12786,93;13,97;6788,57;-11,31;6698,32;4,56;6186,36;-2,06;6144,78;-13,46;3399,97;-3,81;3362,51;-86,77;16532,45;-16,30;16317,43;0,00;5,03;0,00;4,97;0,02;3,2;0,01;3,16;-0,02;4,2;-0,01;4,16;-0,01;3,48;-0,01;3,44;
271;15.02.2012;-7,31;2346,47;2316,11;3,17;5923,78;3,41;5880,62;20,59;12899,47;-33,31;12753,62;41,53;6830,1;38,24;6736,56;19,13;6205,49;37,36;6182,14;19,10;3419,07;15,04;3377,55;225,40;16757,85;119,91;16437,34;0,04;5,07;-0,02;4,95;0,03;3,23;0,00;3,16;0,02;4,22;-0,01;4,15;0,02;3,5;0,00;3,44;
272;16.02.2012;13,42;2359,89;2342,81;-31,42;5892,36;-51,24;5829,38;14,53;12914;25,96;12779,58;-78,14;6751,96;-84,84;6651,72;13,82;6219,31;-31,38;6150,76;-25,82;3393,25;-24,92;3352,63;-385,69;16372,16;-258,73;16178,61;0,06;5,13;0,09;5,04;0,04;3,27;0,03;3,19;0,02;4,24;0,04;4,19;0,02;3,52;0,03;3,47;
273;17.02.2012;19,95;2379,84;2348,92;31,26;5923,62;56,00;5885,38;53,92;12967,92;123,67;12903,25;122,57;6874,53;143,17;6794,89;41,34;6260,65;67,86;6218,62;57,51;3450,76;69,58;3422,21;273,57;16645,73;247,01;16425,62;-0,06;5,07;-0,03;5,01;-0,07;3,2;-0,02;3,17;-0,03;4,21;-0,02;4,17;-0,03;3,49;-0,02;3,45;
274;20.02.2012;-13,51;2366,33;2339,39;32,71;5956,33;19,69;5905,07;;;;;82,14;6956,67;83,64;6878,53;7,91;6268,56;7,92;6226,54;22,17;3472,93;30,49;3452,7;122,37;16768,1;197,98;16623,6;-0,04;5,03;-0,06;4,95;-0,03;3,17;-0,03;3,14;-0,02;4,19;-0,03;4,14;-0,02;3,47;-0,02;3,43;
275;21.02.2012;-8,09;2358,24;2317,32;-7,49;5948,84;11,51;5916,58;;13005,04;;12926,11;14,36;6971,03;-4,99;6873,54;-21,19;6247,37;-18,24;6208,3;5,08;3478,01;-12,36;3440,34;22,00;16790,1;-77,86;16545,74;-0,01;5,02;0,00;4,95;0,00;3,17;-0,01;3,13;0,01;4,2;0,01;4,15;0,01;3,48;0,01;3,44;
276;22.02.2012;-22,75;2335,49;2297,46;-10,88;5937,96;-21,98;5894,6;-27,13;12977,91;-11,28;12914,83;-55,85;6915,18;-51,74;6821,8;-14,98;6232,39;-37,04;6171,26;0,02;3478,03;3,25;3443,59;-26,21;16763,89;3,66;16549,4;-0,01;5,01;-0,01;4,94;0,01;3,18;0,01;3,14;0,01;4,21;0,00;4,15;0,01;3,49;0,00;3,44;
277;23.02.2012;-7,86;2327,63;2308,94;14,51;5952,47;5,90;5900,5;18,17;12996,08;-32,16;12882,67;-11,67;6903,51;-88,21;6733,59;-13,93;6218,46;-4,35;6166,91;-9,49;3468,54;-18,57;3425,02;-108,51;16655,38;-310,55;16238,85;-0,03;4,98;-0,04;4,9;-0,01;3,17;-0,02;3,12;0,01;4,22;0,01;4,16;0,01;3,5;0,01;3,45;
278;24.02.2012;-13,27;2314,36;2288,23;11,55;5964,02;24,97;5925,47;17,74;13013,82;67,92;12950,59;-12,61;6890,9;92,75;6826,34;-1,15;6217,31;-4,20;6162,71;6,01;3474,55;26,08;3451,1;-144,58;16510,8;78,57;16317,42;-0,05;4,93;-0,04;4,86;-0,05;3,12;-0,03;3,09;-0,03;4,19;-0,03;4,13;-0,02;3,48;-0,02;3,43;
279;27.02.2012;14,26;2328,62;2308,22;-28,89;5935,13;-59,62;5865,85;13,70;13027,52;-68,00;12882,59;-22,32;6868,58;-82,69;6743,65;-73,25;6144,06;-72,67;6090,04;-22,49;3452,06;-38,93;3412,17;-118,97;16391,83;-174,28;16143,14;0,03;4,96;0,03;4,89;0,01;3,13;0,00;3,09;0,00;4,19;0,01;4,14;0,00;3,48;0,00;3,43;
280;28.02.2012;13,38;2342;2309,11;1,89;5937,02;34,14;5899,99;-6,01;13021,51;70,23;12952,82;31,93;6900,51;65,57;6809,22;25,65;6169,71;11,38;6101,42;10,48;3462,54;13,56;3425,73;63,89;16455,72;21,49;16164,63;-0,02;4,94;-0,03;4,86;-0,02;3,11;-0,03;3,06;-0,01;4,18;-0,02;4,12;-0,01;3,47;-0,01;3,42;
281;29.02.2012;-21,11;2320,89;2293,08;7,73;5944,75;-28,48;5871,51;34,24;13055,75;-23,16;12929,66;66,63;6967,14;34,05;6843,27;-12,46;6157,25;7,05;6108,47;26,94;3489,48;21,88;3447,61;143,91;16599,63;163,06;16327,69;0,01;4,95;0,00;4,86;-0,01;3,1;-0,01;3,05;-0,03;4,15;-0,03;4,09;-0,02;3,45;-0,03;3,39;
282;01.03.2012;11,17;2332,06;2309,54;-8,68;5936,07;-12,66;5858,85;-23,08;13032,67;13,40;12943,06;-17,69;6949,45;-25,54;6817,73;-18,66;6138,59;-10,34;6098,13;10,53;3500,01;-15,68;3431,93;230,97;16830,6;-68,10;16259,59;0,00;4,95;0,04;4,9;0,01;3,11;0,02;3,07;0,00;4,15;0,00;4,09;-0,01;3,44;0,00;3,39;
283;02.03.2012;-16,40;2315,66;2281,57;3,90;5939,97;49,63;5908,48;-35,16;12997,51;-15,29;12927,77;5,44;6954,89;86,37;6904,1;20,90;6159,49;16,29;6114,42;14,14;3514,15;61,86;3493,79;155,18;16985,78;532,61;16792,2;0,01;4,96;0,00;4,9;0,01;3,12;0,00;3,07;-0,03;4,12;0,00;4,09;-0,02;3,42;0,00;3,39;
284;05.03.2012;-31,93;2283,73;2240,67;-28,84;5911,13;-43,10;5865,38;-20,17;12977,34;-43,86;12883,91;-52,31;6902,58;-88,63;6815,47;9,54;6169,03;5,84;6120,26;-14,90;3499,25;-31,13;3462,66;-70,61;16915,17;-172,54;16619,66;0,01;4,97;0,00;4,9;0,03;3,15;0,04;3,11;0,03;4,15;0,00;4,09;0,02;3,44;0,00;3,39;
285;06.03.2012;-18,12;2265,61;2235,96;-36,31;5874,82;-106,96;5758,42;-18,61;12958,73;-149,05;12734,86;-62,25;6840,33;-182,36;6633,11;-32,42;6136,61;-73,16;6047,1;-23,91;3475,34;-100,10;3362,56;-198,44;16716,73;-401,60;16218,06;0,05;5,02;0,04;4,94;0,04;3,19;0,02;3,13;0,03;4,18;0,02;4,11;0,03;3,47;0,03;3,42;
286;07.03.2012;30,98;2296,59;2261,59;-73,70;5801,12;-2,73;5755,69;-101,00;12857,73;16,65;12751,51;-157,65;6682,68;-20,50;6612,61;-31,78;6104,83;-5,88;6041,22;-78,89;3396,45;0,72;3363,28;-281,82;16434,91;-49,10;16168,96;-0,01;5,01;0,02;4,96;0,00;3,19;0,03;3,16;0,00;4,18;0,03;4,14;0,00;3,47;0,01;3,43;
287;08.03.2012;12,74;2309,33;2282,86;73,22;5874,34;35,72;5791,41;79,46;12937,19;84,02;12835,53;155,71;6838,39;91,28;6703,89;50,93;6155,76;47,67;6088,89;81,91;3478,36;47,66;3410,94;232,64;16667,55;222,64;16391,6;-0,01;5;-0,08;4,88;-0,02;3,17;-0,07;3,09;-0,01;4,17;-0,05;4,09;-0,01;3,46;-0,04;3,39;
288;09.03.2012;-13,21;2296,12;2275,89;23,26;5897,6;51,53;5842,94;31,60;12968,79;70,90;12906,43;74,03;6912,42;126,74;6830,63;50,14;6205,9;62,51;6151,4;29,16;3507,52;53,80;3464,74;53,30;16720,85;40,15;16431,75;-0,07;4,93;-0,01;4,87;-0,04;3,13;0,00;3,09;-0,04;4,13;-0,01;4,08;-0,04;3,42;-0,01;3,38;
289;12.03.2012;5,83;2301,95;2283,17;-3,53;5894,07;17,48;5860,42;7,57;12976,36;13,55;12919,98;-1,15;6911,27;16,27;6846,9;4,64;6210,54;10,25;6161,65;-13,65;3493,87;2,87;3467,61;-119,57;16601,28;-78,00;16353,75;-0,01;4,92;0,00;4,87;0,01;3,14;0,03;3,12;-0,01;4,12;0,00;4,08;0,00;3,42;0,00;3,38;
290;13.03.2012;41,15;2343,1;2317,3;63,87;5957,94;32,33;5892,75;204,04;13180,4;33,15;12953,13;108,77;7020,04;95,06;6941,96;56,16;6266,7;42,29;6203,94;56,71;3550,58;40,98;3508,59;214,71;16815,99;208,28;16562,03;0,04;4,96;-0,01;4,86;0,02;3,16;-0,01;3,11;0,02;4,14;0,01;4,09;0,01;3,43;0,01;3,39;
291;14.03.2012;1,07;2344,17;2328,17;31,13;5989,07;52,68;5945,43;40,87;13221,27;213,12;13166,25;79,30;7099,34;86,19;7028,15;56,60;6323,3;77,20;6281,14;35,40;3585,98;53,33;3561,92;236,52;17052,51;237,43;16799,46;0,06;5,02;0,07;4,93;0,04;3,2;0,04;3,15;0,03;4,17;0,01;4,1;0,01;3,44;0,01;3,4;
292;15.03.2012;8,11;2352,28;2333,79;-30,90;5958,17;-26,22;5919,21;32,24;13253,51;3,94;13170,19;53,77;7153,11;44,12;7072,27;8,92;6332,22;16,05;6297,19;-4,60;3581,38;-7,47;3554,45;-59,20;16993,31;-34,25;16765,21;-0,01;5,01;-0,01;4,92;0,00;3,2;-0,01;3,14;-0,01;4,16;0,00;4,1;-0,01;3,43;0,00;3,4;
293;16.03.2012;-14,29;2337,99;2316,99;15,88;5974,05;21,51;5940,72;35,57;13289,08;61,26;13231,45;41,22;7194,33;70,48;7142,75;25,23;6357,45;29,43;6326,62;19,10;3600,48;20,47;3574,92;103,57;17096,88;126,97;16892,18;-0,02;4,99;0,01;4,93;-0,03;3,17;-0,01;3,13;-0,01;4,15;0,00;4,1;0,00;3,43;0,00;3,4;
294;19.03.2012;-12,20;2325,79;2296,94;-5,16;5968,89;-12,27;5928,45;-19,37;13269,71;-22,82;13208,63;-39,50;7154,83;-47,62;7095,13;-10,66;6346,79;-13,03;6313,59;-19,00;3581,48;-11,64;3563,28;61,77;17158,65;72,24;16964,42;0,00;4,99;-0,02;4,91;-0,03;3,14;-0,03;3,1;-0,01;4,14;-0,01;4,09;0,01;3,44;-0,01;3,39;
295;20.03.2012;-10,07;2315,72;2290,61;-7,78;5961,11;-52,03;5876,42;-31,26;13238,45;-85,25;13123,38;-30,20;7124,63;-63,06;7032,07;-23,04;6323,75;-29,73;6283,86;-15,11;3566,37;-39,26;3524,02;-45,37;17113,28;-61,01;16903,41;-0,01;4,98;0,00;4,91;0,00;3,14;0,00;3,1;0,01;4,15;0,00;4,09;0,00;3,44;0,00;3,39;
296;21.03.2012;-18,62;2297,1;2251,26;-39,43;5921,68;4,37;5880,79;-48,43;13190,02;-10,45;13112,93;-10,62;7114,01;-20,03;7012,04;4,10;6327,85;-3,60;6280,26;-1,07;3565,3;-20,02;3504;-53,30;17059,98;-285,70;16617,71;0,03;5,01;0,00;4,91;0,02;3,16;0,00;3,1;0,02;4,17;0,02;4,11;0,02;3,46;0,01;3,4;
297;22.03.2012;-12,76;2284,34;2246,19;-29,73;5891,95;-54,88;5825,91;-65,55;13124,47;-95,51;13017,42;-42,92;7071,09;-73,84;6938,2;-43,39;6284,46;-46,04;6234,22;-46,71;3518,59;-46,81;3457,19;-315,29;16744,69;-281,51;16336,2;0,02;5,03;0,05;4,96;0,02;3,18;0,03;3,13;0,02;4,19;0,02;4,13;0,02;3,48;0,03;3,43;
298;23.03.2012;26,21;2310,55;2271,36;-16,22;5875,73;-24,19;5801,72;-24,56;13099,91;-14,65;13002,77;-44,19;7026,9;-29,23;6908,97;-19,51;6264,95;-26,77;6207,45;-27,69;3490,9;-24,63;3432,56;-187,95;16556,74;-120,07;16216,13;-0,03;5;-0,01;4,95;-0,02;3,16;-0,01;3,12;-0,01;4,18;0,01;4,14;-0,01;3,47;0,00;3,43;
299;26.03.2012;24,41;2334,96;2314,52;37,33;5913,06;52,75;5854,47;143,95;13243,86;79,62;13082,39;75,15;7102,05;61,00;6969,97;24,79;6289,74;36,68;6244,13;18,65;3509,55;25,24;3457,8;112,05;16668,79;101,92;16318,05;-0,01;4,99;-0,03;4,92;-0,02;3,14;-0,03;3,09;-0,01;4,17;-0,02;4,12;-0,01;3,46;-0,02;3,41;
300;27.03.2012;-5,96;2329;2299,85;28,84;5941,9;9,36;5863,83;21,12;13264,98;111,94;13194,33;51,63;7153,68;105,19;7075,16;23,12;6312,86;9,54;6253,67;26,05;3535,6;7,35;3465,15;124,82;16793,61;176,12;16494,17;-0,01;4,98;0,00;4,92;-0,02;3,12;-0,01;3,08;-0,01;4,16;0,00;4,12;-0,01;3,45;0,00;3,41;
301;28.03.2012;-35,57;2293,43;2266,41;-63,96;5877,94;-54,84;5808,99;-52,34;13212,64;-125,07;13069,26;-43,14;7110,54;-76,36;6998,8;-34,10;6278,76;-11,15;6242,52;-50,95;3484,65;-35,00;3430,15;-161,84;16631,77;-68,89;16425,28;0,01;4,99;0,02;4,94;0,02;3,14;0,02;3,1;0,02;4,18;0,01;4,13;0,02;3,47;0,02;3,43;
302;29.03.2012;0,62;2294,05;2273,34;-65,77;5812,17;-82,49;5726,5;-61,07;13151,57;-36,59;13032,67;-116,80;6993,74;-156,83;6841,97;-31,52;6247,24;-77,33;6165,19;-49,24;3435,41;-55,46;3374,69;-153,73;16478,04;-528,19;15897,09;0,01;5;0,01;4,95;0,00;3,14;0,01;3,11;0,00;4,18;0,01;4,14;-0,01;3,46;0,01;3,44;
303;30.03.2012;9,79;2303,84;2275,13;-29,46;5782,71;15,53;5742,03;72,92;13224,49;115,11;13147,78;-34,03;6959,71;56,94;6898,91;-11,73;6235,51;8,34;6173,53;-5,09;3430,32;21,60;3396,29;-425,58;16052,46;-114,73;15782,36;0,02;5,02;0,01;4,96;-0,01;3,13;-0,01;3,1;0,00;4,18;-0,01;4,13;0,01;3,47;-0,01;3,43;
304;02.04.2012;9,97;2313,81;2298,69;92,18;5874,89;6,60;5748,63;72,62;13297,11;5,91;13153,69;97,49;7057,2;12,72;6911,63;63,87;6299,38;35,41;6208,94;32,59;3462,91;1,69;3397,98;-66,10;15986,36;-111,03;15671,33;-0,01;5,01;-0,02;4,94;-0,01;3,12;-0,01;3,09;-0,03;4,15;-0,01;4,12;-0,02;3,45;-0,01;3,42;
305;03.04.2012;-26,67;2287,14;2257,06;15,27;5890,16;89,71;5838,34;-31,75;13265,36;-22,48;13131,21;23,86;7081,06;69,58;6981,21;-0,82;6298,56;49,33;6258,27;10,29;3473,2;8,80;3406,78;28,03;16014,39;-47,10;15624,23;0,01;5,02;-0,01;4,93;0,02;3,14;0,00;3,09;0,02;4,17;-0,01;4,11;0,01;3,46;0,00;3,42;
306;04.04.2012;-15,66;2271,48;2241,73;-51,82;5838,34;-152,69;5685,65;-67,17;13198,19;-110,35;13020,86;-136,66;6944,4;-208,26;6772,95;-39,30;6259,26;-103,56;6154,71;-77,86;3395,34;-96,28;3310,5;-373,47;15640,92;-378,31;15245,92;0,02;5,04;0,02;4,95;0,03;3,17;0,04;3,13;0,00;4,17;0,01;4,12;0,01;3,47;0,00;3,42;
307;05.04.2012;-11,41;2260,07;2226,01;-106,67;5731,67;-22,33;5663,32;-110,08;13088,11;-8,40;13012,46;-113,04;6831,36;-87,15;6685,8;-63,14;6196,12;-28,66;6126,05;-56,57;3338,77;-31,19;3279,31;-279,21;15361,71;-326,36;14919,56;0,03;5,07;0,05;5;0,03;3,2;0,02;3,15;0,02;4,19;0,02;4,14;0,02;3,49;0,02;3,44;
308;10.04.2012;-3,35;2256,72;2213,05;-8,00;5723,67;-67,77;5595,55;-158,52;12929,59;-301,90;12710,56;-93,44;6737,92;-79,37;6606,43;-70,13;6125,99;-64,62;6061,43;-46,49;3292,28;-61,71;3217,6;-354,75;15006,96;-471,34;14448,22;0,04;5,11;0,03;5,03;0,02;3,22;0,02;3,17;0,02;4,21;0,01;4,15;0,02;3,51;0,01;3,45;
309;11.04.2012;21,86;2278,58;2245,08;-67,80;5655,87;-19,18;5576,37;-84,77;12844,82;6,36;12716,92;-15,40;6722,52;-3,36;6603,07;-48,68;6077,31;-22,20;6039,23;-21,37;3270,91;-12,16;3205,44;-150,55;14856,41;-80,40;14367,82;0,01;5,12;0,03;5,06;-0,01;3,21;0,01;3,18;0,01;4,22;0,03;4,18;0,00;3,51;0,02;3,47;
310;12.04.2012;-0,47;2278,11;2249,93;72,00;5727,87;26,19;5602,56;142,14;12986,96;89,38;12806,3;39,26;6761,78;48,74;6651,81;52,88;6130,19;14,97;6054,2;7,08;3277,99;4,39;3209,83;36,33;14892,74;44,67;14412,49;-0,03;5,09;-0,04;5,02;-0,01;3,2;-0,03;3,15;-0,02;4,2;-0,03;4,15;-0,02;3,49;-0,02;3,45;
311;13.04.2012;-16,53;2261,58;2241,69;-17,05;5710,82;40,95;5643,51;-0,61;12986,35;38,98;12845,28;-18,77;6743,01;-99,49;6552,32;-8,68;6121,51;-1,22;6052,98;-10,45;3267,54;-29,64;3180,19;-30,25;14862,49;-120,16;14292,33;0,00;5,09;0,01;5,03;0,01;3,21;0,01;3,16;-0,01;4,19;0,00;4,15;0,00;3,49;0,00;3,45;
312;16.04.2012;15,31;2276,89;2243,66;-2,86;5707,96;-2,44;5641,07;0,42;12986,77;5,52;12850,8;-67,62;6675,39;-3,93;6548,39;14,50;6136,01;4,28;6057,26;-21,46;3246,08;2,33;3182,52;-153,95;14708,54;-33,62;14258,71;0,03;5,12;0,02;5,05;0,03;3,24;0,03;3,19;0,02;4,21;0,02;4,17;0,01;3,5;0,02;3,47;
313;17.04.2012;-1,59;2275,3;2243,88;65,77;5773,73;10,46;5651,53;144,59;13131,36;70,99;12921,79;125,76;6801,15;68,56;6616,95;64,49;6200,5;52,27;6109,53;46,43;3292,51;13,95;3196,47;248,73;14957,27;86,90;14345,61;-0,02;5,1;-0,02;5,03;-0,03;3,21;-0,02;3,17;-0,01;4,2;-0,02;4,15;0,00;3,5;-0,02;3,45;
314;18.04.2012;-12,67;2262,63;2226,99;10,15;5783,88;79,38;5730,91;-16,80;13114,56;105,70;13027,49;11,69;6812,84;101,15;6718,1;2,48;6202,98;41,28;6150,81;-1,00;3291,51;29,86;3226,33;-13,20;14944,07;185,78;14531,39;0,03;5,13;0,01;5,04;0,00;3,21;0,00;3,17;0,00;4,2;0,00;4,15;-0,01;3,49;0,00;3,45;
315;19.04.2012;-24,77;2237,86;2208,92;8,19;5792,07;7,20;5738,11;-34,36;13080,2;-130,67;12896,82;-5,72;6807,12;-52,79;6665,31;22,11;6225,09;37,50;6188,31;-11,27;3280,24;-52,31;3174,02;-174,82;14769,25;-244,12;14287,27;0,02;5,15;0,05;5,09;0,00;3,21;0,01;3,18;0,00;4,2;0,02;4,17;0,01;3,5;0,01;3,46;
316;20.04.2012;-22,68;2215,18;2162,9;-16,40;5775,67;-13,91;5724,2;2,34;13082,54;67,43;12964,25;-46,86;6760,26;-13,51;6651,8;12,70;6237,79;2,48;6190,79;-76,55;3203,69;-18,66;3155,36;-279,54;14489,71;-141,62;14145,65;-0,01;5,14;0,00;5,09;-0,02;3,19;-0,01;3,17;0,01;4,21;0,00;4,17;0,00;3,5;0,01;3,47;
317;23.04.2012;-31,53;2183,65;2157,33;-3,52;5772,15;-86,47;5637,73;-54,34;13028,2;-118,67;12845,58;-92,14;6668,12;-152,73;6499,07;-57,35;6180,44;-98,04;6092,75;-45,84;3157,85;-67,00;3088,36;-275,46;14214,25;-310,71;13834,94;0,04;5,18;0,01;5,1;0,03;3,22;0,00;3,17;0,01;4,22;0,01;4,18;0,01;3,51;0,00;3,47;
318;24.04.2012;28,98;2212,63;2180,29;-57,98;5714,17;20,76;5658,49;22,10;13050,3;80,91;12926,49;-63,58;6604,54;9,03;6508,1;-39,25;6141,19;-6,14;6086,61;18,81;3176,66;18,94;3107,3;-18,82;14195,43;-6,31;13828,63;-0,01;5,17;0,02;5,12;-0,02;3,2;0,01;3,18;0,00;4,22;0,01;4,19;0,00;3,51;0,01;3,48;
319;25.04.2012;0,73;2213,36;2192,4;30,83;5745;44,72;5703,21;55,40;13105,7;67,11;12993,6;128,80;6733,34;114,80;6622,9;9,66;6150,85;31,62;6118,23;76,90;3253,56;66,72;3174,02;528,94;14724,37;418,58;14247,21;-0,02;5,15;-0,04;5,08;-0,01;3,19;-0,03;3,15;-0,01;4,21;-0,02;4,17;-0,01;3,5;-0,02;3,46;
320;26.04.2012;30,94;2244,3;2194,09;16,14;5761,14;-11,49;5691,72;122,12;13227,82;82,36;13075,96;17,31;6750,65;19,14;6642,04;7,53;6158,38;-25,82;6092,41;3,37;3256,93;15,86;3189,88;55,11;14779,48;99,80;14347,01;-0,01;5,14;0,01;5,09;-0,02;3,17;-0,01;3,14;-0,02;4,19;-0,01;4,16;-0,01;3,49;0,00;3,46;
321;27.04.2012;1,21;2245,51;2230,19;27,85;5788,99;16,23;5707,95;38,86;13266,68;116,25;13192,21;74,76;6825,41;10,47;6652,51;-26,75;6131,63;-1,96;6090,45;25,72;3282,65;-17,08;3172,8;31,03;14810,51;-113,36;14233,65;0,01;5,15;0,02;5,11;0,01;3,18;0,00;3,14;0,00;4,19;0,00;4,16;0,00;3,49;0,00;3,46;
322;30.04.2012;6,23;2251,74;2218,79;3,98;5792,97;20,92;5728,87;-37,92;13228,76;-16,20;13176,01;21,25;6846,66;107,39;6759,9;2,15;6133,78;5,89;6096,34;-9,59;3273,06;36,51;3209,31;102,27;14912,78;328,85;14562,5;-0,01;5,14;-0,01;5,1;-0,02;3,16;0,00;3,14;-0,01;4,18;0,00;4,16;0,00;3,49;0,00;3,46;
323;02.05.2012;-26,23;2225,51;2204,11;26,96;5819,93;7,83;5736,7;49,35;13278,11;16,20;13192,21;29,21;6875,87;-95,33;6664,57;38,19;6171,97;6,45;6102,79;-5,99;3267,07;-0,89;3208,42;-92,38;14820,4;-416,40;14146,1;0,02;5,16;-0,02;5,08;0,02;3,18;0,00;3,14;0,01;4,19;-0,02;4,14;0,00;3,49;-0,01;3,45;
324;04.05.2012;-8,11;2217,4;2177,36;-53,38;5766,55;-96,91;5639,79;-73,11;13205;-169,87;13022,34;-190,98;6684,89;-118,57;6546;-54,38;6117,59;-57,93;6044,86;-37,65;3229,42;-54,50;3153,92;-521,16;14299,24;-296,50;13849,6;0,03;5,19;0,05;5,13;0,03;3,21;0,04;3,18;0,02;4,21;0,03;4,17;0,01;3,5;0,02;3,47;
325;07.05.2012;-6,45;2210,95;2168,35;;;;;-155,91;13049,09;-52,34;12970;-105,94;6578,95;-135,97;6410,03;-77,22;6040,37;-60,11;5984,75;-10,01;3219,41;-49,43;3104,49;6,52;14305,76;-265,89;13583,71;0,05;5,24;0,04;5,17;0,04;3,25;0,02;3,2;0,01;4,22;0,00;4,17;0,01;3,51;0,00;3,47;
326;08.05.2012;-25,87;2185,08;2151,6;;5668,09;;5550,09;-48,36;13000,73;-159,61;12810,39;-2,23;6576,72;5,00;6415,03;-8,22;6032,15;-17,16;5967,59;-29,23;3190,18;6,62;3111,11;10,21;14315,97;282,63;13866,34;0,00;5,24;0,00;5,17;-0,01;3,24;0,00;3,2;0,00;4,22;-0,01;4,16;0,00;3,51;-0,01;3,46;
327;09.05.2012;4,80;2189,88;2169,63;-96,38;5571,71;-85,68;5464,41;-78,92;12921,81;-61,91;12748,48;-70,51;6506,21;-39,24;6375,79;-52,89;5979,26;-74,48;5893,11;-43,59;3146,59;-35,23;3075,88;-257,21;14058,76;-274,19;13592,15;0,06;5,3;0,04;5,21;0,05;3,29;0,03;3,23;0,04;4,26;0,03;4,19;0,03;3,54;0,03;3,49;
328;10.05.2012;-11,11;2178,77;2158,47;-5,57;5566,14;26,13;5490,54;9,90;12931,71;71,82;12820,3;43,56;6549,77;64,44;6440,23;-29,13;5950,13;-3,60;5889,51;-1,53;3145,06;-2,50;3073,38;70,55;14129,31;45,61;13637,76;0,01;5,31;0,04;5,25;-0,01;3,28;0,02;3,25;0,00;4,26;0,02;4,21;0,00;3,54;0,02;3,51;
329;11.05.2012;-10,73;2168,04;2126,83;19,36;5585,5;8,73;5499,27;-13,70;12918,01;-41,02;12779,28;39,24;6589,01;13,98;6454,21;5,73;5955,86;-7,48;5882,03;-10,44;3134,62;4,03;3077,41;-57,86;14071,45;147,13;13784,89;0,00;5,31;0,00;5,25;0,02;3,3;0,02;3,27;0,00;4,26;0,01;4,22;0,01;3,55;0,00;3,51;
330;14.05.2012;-22,85;2145,19;2108,25;-9,85;5575,65;-62,58;5436,69;-99,15;12818,86;-117,80;12661,48;-68,15;6520,86;-49,93;6404,28;-43,88;5911,98;-23,81;5858,22;-36,46;3098,16;-38,44;3038,97;-195,52;13875,93;-252,46;13532,43;0,12;5,43;0,02;5,27;0,08;3,38;0,02;3,29;0,07;4,33;0,01;4,23;0,06;3,61;0,01;3,52;
