ID;Data;WIG20_MAX_dif;WIG20_MAX;WIG20_MIN;FTSE 100_Max_dif;FTSE 100_Max;FTSE 100_Min_dif;FTSE 100_Min;Dow Jones_Max_dif;Dow Jones_Max;Dow Jones_Min_dif;Dow Jones_Min;DAX_Max_dif;DAX_Max;DAX_Min_dif;DAX_Min;SMI_Max_dif;SMI_Max;SMI_Min_dif;SMI_Min;CAC40_Max_dif;CAC40_Max;CAC40_Min_dif;CAC40_Min;FTSE MIB_Max_dif;FTSE MIB_Max;FTSE MIB_Min_dif;FTSE MIB_Min;GBP/PLN_Max_dif;GBP/PLN_Max;GBP/PLN_Min_dif;GBP/PLN_Min;USD/PLN_Max_dif;USD/PLN_Max;USD/PLN_Min_dif;USD/PLN_Min;EUR/PLN_Max_dif;EUR/PLN_Max;EUR/PLN_Min_dif;EUR/PLN_Min;CHF/PLN_Max_dif;CHF/PLN_Max;CHF/PLN_Min_dif;CHF/PLN_Min;
1441;21.10.2016;24,81;1784,95;1753,46;10,84;7058,39;12,25;7011,09;-80,29;18168,76;-79,30;18049,77;-11,15;10737,26;79,46;10672,35;-21,55;8082,22;1,32;8018,26;2,87;4555,11;17,15;4517,8;39,40;17188,2;149,42;17086,5;0,01;4,87;0,03;4,83;0,02;3,99;0,03;3,95;0,00;4,34;0,00;4,31;0,01;4,01;0,00;3,97;
1442;24.10.2016;15,05;1800;1782,68;8,95;7067,34;-27,69;6983,4;106,28;18275,04;141,41;18191,18;82,82;10820,08;71,52;10743,87;-2,26;8079,96;-31,05;7987,21;24,17;4579,28;33,93;4551,73;197,75;17385,95;122,26;17208,76;0,00;4,87;0,00;4,83;0,00;3,99;0,01;3,96;0,00;4,34;0,00;4,31;0,00;4,01;0,01;3,98;
1443;25.10.2016;-9,06;1790,94;1771,44;-0,11;7067,23;2,52;6985,92;-33,35;18241,69;-39,48;18151,7;7,64;10827,72;-5,51;10738,36;-69,65;8010,31;-57,34;7929,87;-8,65;4570,63;-23,70;4528,03;40,54;17426,49;-24,83;17183,93;-0,01;4,86;-0,03;4,8;-0,01;3,98;-0,01;3,95;-0,01;4,33;-0,01;4,3;-0,01;4;-0,02;3,96;
1444;26.10.2016;7,48;1798,42;1779,74;-49,59;7017,64;-68,15;6917,77;-5,65;18236,04;-89,40;18062,3;-89,93;10737,79;-106,07;10632,29;-84,72;7925,59;-67,45;7862,42;-31,56;4539,07;-31,06;4496,97;-114,57;17311,92;-54,66;17129,27;0,01;4,87;0,01;4,81;0,00;3,98;0,00;3,95;0,01;4,34;0,01;4,31;0,00;4;0,02;3,98;
1445;27.10.2016;19,37;1817,79;1783,82;-13,71;7003,93;6,28;6924,05;17,16;18253,2;86,90;18149,2;34,88;10772,67;23,89;10656,18;3,97;7929,56;-28,96;7833,46;17,67;4556,74;5,58;4502,55;114,54;17426,46;127,41;17256,68;0,00;4,87;0,01;4,82;0,01;3,99;0,00;3,95;0,01;4,35;0,01;4,32;0,01;4,01;0,00;3,98;
1446;28.10.2016;13,70;1831,49;1809,89;2,50;7006,43;3,16;6927,21;3,86;18257,06;-54,23;18094,97;-56,51;10716,16;-72,61;10583,57;1,69;7931,25;11,39;7844,85;-2,39;4554,35;1,95;4504,5;-51,03;17375,43;-54,21;17202,47;-0,01;4,86;-0,01;4,81;0,00;3,99;-0,01;3,94;0,00;4,35;0,00;4,32;0,00;4,01;0,00;3,98;
1447;31.10.2016;-26,62;1804,87;1759,01;-10,17;6996,26;18,08;6945,29;-63,38;18193,68;35,61;18130,58;-28,42;10687,74;50,77;10634,34;-56,58;7874,67;-17,11;7827,74;-14,09;4540,26;-4,31;4500,19;-107,00;17268,43;-128,93;17073,54;-0,04;4,82;-0,02;4,79;-0,03;3,96;-0,02;3,92;-0,01;4,34;-0,02;4,3;0,00;4,01;-0,02;3,96;
1448;02.11.2016;-31,38;1773,49;1756,86;-79,12;6917,14;-99,87;6845,42;-149,53;18044,15;-198,69;17931,89;-226,81;10460,93;-266,14;10368,2;-110,92;7763,75;-127,84;7699,9;-90,82;4449,44;-85,52;4414,67;-450,28;16818,15;-599,02;16474,52;0,00;4,82;-0,03;4,76;-0,05;3,91;-0,04;3,88;0,00;4,34;0,00;4,3;0,02;4,03;0,02;3,98;
1449;03.11.2016;-7,36;1766,13;1757,07;-43,93;6873,21;-54,91;6790,51;-37,19;18006,96;-27,82;17904,07;-54,21;10406,72;-42,32;10325,88;-64,66;7699,09;-58,96;7640,94;6,77;4456,21;-15,38;4399,29;-205,40;16612,75;-103,95;16370,57;0,06;4,88;0,03;4,79;0,00;3,91;0,00;3,88;-0,01;4,33;0,01;4,31;-0,01;4,02;0,00;3,98;
1450;04.11.2016;22,34;1788,47;1755,4;-82,69;6790,52;-113,95;6676,56;-20,20;17986,76;-20,51;17883,56;-120,33;10286,39;-113,35;10212,53;-72,36;7626,73;-55,38;7585,56;-52,57;4403,64;-43,48;4355,81;-204,49;16408,26;-167,15;16203,42;0,01;4,89;0,05;4,84;-0,01;3,9;0,00;3,88;0,00;4,33;0,00;4,31;0,00;4,02;0,00;3,98;
1451;07.11.2016;-5,25;1783,22;1767,24;16,38;6806,9;16,70;6693,26;276,54;18263,3;111,08;17994,64;170,56;10456,95;168,61;10381,14;112,93;7739,66;96,88;7682,44;60,59;4464,23;74,32;4430,13;328,49;16736,75;352,21;16555,63;-0,01;4,88;0,00;4,84;0,03;3,93;0,00;3,88;0,01;4,34;0,00;4,31;0,01;4,03;0,01;3,99;
1452;08.11.2016;7,44;1790,66;1748,46;42,41;6849,31;101,80;6795,06;137,20;18400,5;206,11;18200,75;29,09;10486,04;33,69;10414,83;25,05;7764,71;26,96;7709,4;18,36;4482,59;16,26;4446,39;80,66;16817,41;102,92;16658,55;0,01;4,89;0,01;4,85;0,01;3,94;0,03;3,91;0,00;4,34;0,01;4,32;0,00;4,03;0,02;4,01;
1453;09.11.2016;41,10;1831,76;1796,75;62,53;6911,84;-98,73;6696,33;249,56;18650,06;51,80;18252,55;160,51;10646,55;-239,91;10174,92;143,04;7907,75;-10,26;7699,14;60,89;4543,48;-101,51;4344,88;-17,56;16799,85;-433,84;16224,71;0,08;4,97;-0,03;4,82;0,05;3,99;-0,06;3,85;0,02;4,36;0,01;4,33;0,03;4,06;-0,01;4;
1454;10.11.2016;-26,46;1805,3;1753,86;85,41;6997,25;102,72;6799,05;223,60;18873,66;350,59;18603,14;147,42;10793,97;401,04;10575,96;96,42;8004,17;165,45;7864,59;63,18;4606,66;157,86;4502,74;364,48;17164,33;482,45;16707,16;0,09;5,06;0,09;4,91;0,04;4,03;0,11;3,96;0,03;4,39;0,00;4,33;0,02;4,08;0,02;4,02;
1455;14.11.2016;-37,59;1767,71;1746,95;-183,06;6814,19;-68,62;6730,43;60,39;18934,05;212,61;18815,75;8,42;10802,39;101,13;10677,09;-28,00;7976,17;-15,23;7849,36;-45,78;4560,88;-10,71;4492,03;-78,40;17085,93;-99,59;16607,57;0,11;5,17;0,18;5,09;0,11;4,14;0,11;4,07;0,05;4,44;0,06;4,39;0,06;4,14;0,07;4,09;
1456;15.11.2016;1,58;1769,29;1750,08;6,33;6820,52;22,75;6753,18;-8,79;18925,26;-9,69;18806,06;-54,08;10748,31;-10,92;10666,17;-45,20;7930,97;3,92;7853,28;-19,42;4541,46;12,32;4504,35;-322,15;16763,78;-61,70;16545,87;-0,01;5,16;-0,02;5,07;0,00;4,14;0,00;4,07;0,00;4,44;0,00;4,39;0,00;4,14;0,00;4,09;
1457;16.11.2016;-2,98;1766,31;1739,73;-9,99;6810,53;-17,49;6735,69;-15,41;18909,85;19,83;18825,89;-12,84;10735,47;-55,90;10610,27;9,59;7940,56;33,87;7887,15;7,37;4548,83;-24,41;4479,94;39,24;16803,02;-109,15;16436,72;0,04;5,2;0,03;5,1;0,04;4,18;0,02;4,09;0,02;4,46;0,01;4,4;0,03;4,17;0,00;4,09;
1458;17.11.2016;-24,71;1741,6;1717,55;-11,78;6798,75;9,39;6745,08;-5,82;18904,03;19,38;18845,27;-48,59;10686,88;-5,95;10604,32;24,71;7965,27;10,25;7897,4;-21,06;4527,77;2,64;4482,58;-198,27;16604,75;-87,90;16348,82;0,00;5,2;0,05;5,15;0,01;4,19;0,03;4,12;0,00;4,46;0,03;4,43;0,00;4,17;0,03;4,12;
1459;18.11.2016;16,21;1757,81;1731,39;12,87;6811,62;-4,74;6740,34;11,71;18915,74;8,56;18853,83;51,10;10737,98;44,80;10649,12;15,74;7981,01;7,15;7904,55;23,86;4551,63;14,16;4496,74;-23,78;16580,97;-126,89;16221,93;0,03;5,23;-0,01;5,14;0,02;4,21;0,05;4,17;0,00;4,46;0,00;4,43;0,00;4,17;0,02;4,14;
1460;21.11.2016;22,05;1779,86;1765,41;9,28;6820,9;13,82;6754,16;45,02;18960,76;29,27;18883,1;-10,89;10727,09;-53,98;10595,14;-82,66;7898,35;-60,73;7843,82;-10,73;4540,9;-17,05;4479,69;-229,31;16351,66;-182,34;16039,59;0,00;5,23;0,00;5,14;0,00;4,21;-0,01;4,16;0,00;4,46;-0,01;4,42;-0,01;4,16;-0,01;4,13;
1461;22.11.2016;16,77;1796,63;1772,66;30,47;6851,37;23,80;6777,96;83,14;19043,9;79,72;18962,82;40,64;10767,73;112,73;10707,87;-17,11;7881,24;-102,00;7741,82;30,89;4571,79;61,89;4541,58;268,78;16620,44;387,36;16426,95;-0,02;5,21;0,01;5,15;-0,03;4,18;-0,02;4,14;-0,02;4,44;-0,02;4,4;-0,02;4,14;-0,03;4,1;
1462;23.11.2016;15,36;1811,99;1795,48;29,37;6880,74;1,49;6779,45;39,86;19083,76;37,56;19000,38;-25,07;10742,66;-105,66;10602,21;-96,32;7784,92;-39,43;7702,39;-12,58;4559,21;-32,56;4509,02;-32,49;16587,95;-161,59;16265,36;0,03;5,24;-0,02;5,13;0,03;4,21;0,00;4,14;0,00;4,44;0,00;4,4;0,00;4,14;-0,01;4,09;
1463;24.11.2016;0,81;1812,8;1785,16;-49,51;6831,23;11,24;6790,69;;;;;-27,01;10715,65;51,41;10653,62;24,35;7809,27;49,74;7752,13;-7,17;4552,04;11,47;4520,49;89,11;16677,06;171,21;16436,57;0,00;5,24;0,07;5,2;0,01;4,22;0,03;4,17;0,00;4,44;0,01;4,41;0,00;4,14;0,01;4,1;
1464;25.11.2016;-16,19;1796,61;1774,67;20,91;6852,14;27,43;6818,12;;19152,14;;19093,72;-5,49;10710,16;-4,25;10649,37;88,18;7897,45;72,56;7824,69;3,43;4555,47;3,85;4524,34;-134,90;16542,16;-34,39;16402,18;-0,01;5,23;-0,04;5,16;-0,02;4,2;-0,02;4,15;-0,01;4,43;0,00;4,41;-0,01;4,13;0,00;4,1;
1465;28.11.2016;-11,53;1785,08;1771,13;-11,18;6840,96;-48,35;6769,77;-13,42;19138,72;-21,47;19072,25;-51,80;10658,36;-94,43;10554,94;-13,63;7883,82;-9,01;7815,68;-10,33;4545,14;-25,14;4499,2;-119,25;16422,91;-245,30;16156,88;-0,02;5,21;-0,01;5,15;-0,01;4,19;-0,01;4,14;0,00;4,43;0,00;4,41;0,00;4,13;0,00;4,1;
1466;29.11.2016;23,70;1808,78;1783,06;-40,05;6800,91;-40,41;6729,36;5,68;19144,4;-10,03;19062,22;-33,60;10624,76;-15,71;10539,23;-30,58;7853,24;-37,77;7777,91;6,32;4551,46;-4,83;4494,37;138,95;16561,86;13,62;16170,5;0,03;5,24;0,01;5,16;0,01;4,2;0,02;4,16;0,01;4,44;0,00;4,41;0,00;4,13;0,00;4,1;
1467;30.11.2016;-5,89;1802,89;1781,72;44,83;6845,74;35,87;6765,23;80,89;19225,29;61,16;19123,38;66,91;10691,67;66,81;10606,04;47,38;7900,62;46,85;7824,76;46,08;4597,54;53,21;4547,58;410,76;16972,62;387,09;16557,59;0,03;5,27;0,02;5,18;0,02;4,22;0,00;4,16;0,02;4,46;0,02;4,43;0,01;4,14;0,01;4,11;
1468;01.12.2016;-11,99;1790,9;1777,56;-56,44;6789,3;-76,82;6688,41;-10,99;19214,3;15,41;19138,79;-64,57;10627,1;-103,50;10502,54;-48,83;7851,79;-66,17;7758,59;-14,71;4582,83;-6,56;4541,02;153,98;17126,6;246,35;16803,94;0,07;5,34;0,06;5,24;0,00;4,22;0,02;4,18;0,03;4,49;0,01;4,44;0,03;4,17;0,01;4,12;
1469;02.12.2016;54,76;1845,66;1788,93;-36,37;6752,93;-9,67;6678,74;-18,16;19196,14;2,39;19141,18;-81,73;10545,37;-99,95;10402,59;-59,57;7792,22;-62,96;7695,63;-37,58;4545,25;-50,87;4490,15;4,29;17130,89;92,03;16895,97;0,02;5,36;0,05;5,29;0,01;4,23;0,02;4,2;0,01;4,5;0,04;4,48;0,02;4,19;0,03;4,15;
1470;05.12.2016;33,10;1878,76;1843,64;46,57;6799,5;18,91;6697,65;78,71;19274,85;45,55;19186,73;185,37;10730,74;91,03;10493,62;103,75;7895,97;90,42;7786,05;60,31;4605,56;12,05;4502,2;228,49;17359,38;-172,79;16723,18;0,05;5,41;0,01;5,3;0,04;4,27;-0,04;4,16;0,01;4,51;-0,01;4,47;0,01;4,2;-0,01;4,14;
1471;06.12.2016;21,88;1900,64;1874,68;-14,18;6785,32;25,40;6723,05;-18,96;19255,89;-1,99;19184,74;55,52;10786,26;175,05;10668,67;16,42;7912,39;48,50;7834,55;34,35;4639,91;56,70;4558,9;398,42;17757,8;319,17;17042,35;-0,06;5,35;-0,04;5,26;-0,08;4,19;-0,01;4,15;0,00;4,51;-0,02;4,45;-0,04;4,16;-0,03;4,11;
1472;07.12.2016;23,58;1924,22;1885,42;116,91;6902,23;56,79;6779,84;302,53;19558,42;45,09;19229,83;202,53;10988,79;205,14;10873,81;61,58;7973,97;72,21;7906,76;54,81;4694,72;99,83;4658,73;372,86;18130,66;817,20;17859,55;-0,07;5,28;-0,08;5,18;-0,02;4,17;-0,04;4,11;-0,04;4,47;-0,03;4,42;-0,03;4,13;-0,03;4,08;
1473;08.12.2016;-5,95;1918,27;1888,59;35,28;6937,51;112,33;6892,17;106,55;19664,97;298,00;19527,83;204,31;11193,1;116,79;10990,6;-17,85;7956,12;-1,13;7905,63;53,79;4748,51;29,85;4688,58;357,34;18488;272,27;18131,82;0,01;5,29;0,01;5,19;0,03;4,2;-0,01;4,1;0,01;4,48;0,00;4,42;0,00;4,13;0,00;4,08;
1474;09.12.2016;-13,75;1904,52;1875,67;24,74;6962,25;37,29;6929,46;92,77;19757,74;95,36;19623,19;38,59;11231,69;155,38;11145,98;167,63;8123,75;62,28;7967,91;32,01;4780,52;48,80;4737,38;-14,83;18473,17;35,55;18167,37;0,04;5,33;0,06;5,25;0,03;4,23;0,07;4,17;-0,02;4,46;0,01;4,43;0,03;4,16;0,03;4,11;
1475;12.12.2016;15,15;1919,67;1885,2;14,53;6976,78;-54,03;6875,43;66,85;19824,59;124,55;19747,74;-18,65;11213,04;-4,12;11141,86;-18,96;8104,79;66,11;8034,02;0,43;4780,95;16,77;4754,15;94,90;18568,07;157,06;18324,43;0,00;5,33;0,03;5,28;0,00;4,23;0,01;4,18;0,00;4,46;0,00;4,43;-0,01;4,15;0,01;4,12;
1476;13.12.2016;15,84;1935,51;1904,54;1,21;6977,99;2,09;6877,52;129,16;19953,75;98,71;19846,45;87,40;11300,44;49,78;11191,64;66,00;8170,79;-18,05;8015,97;26,93;4807,88;-7,60;4746,55;259,54;18827,61;-85,99;18238,44;0,01;5,34;-0,01;5,27;-0,03;4,2;-0,02;4,16;0,00;4,46;-0,01;4,42;0,00;4,15;-0,01;4,11;
1477;14.12.2016;-3,12;1932,39;1909,35;-7,47;6970,52;64,43;6941,95;12,68;19966,43;-97,78;19748,67;-19,01;11281,43;43,60;11235,24;-15,88;8154,91;92,51;8108,48;-17,25;4790,63;18,46;4765,01;142,18;18969,79;367,88;18606,32;-0,03;5,31;-0,02;5,25;0,03;4,23;-0,01;4,15;-0,01;4,45;-0,02;4,4;-0,01;4,14;-0,02;4,09;
1478;15.12.2016;-4,49;1927,9;1903,57;39,96;7010,48;-16,07;6925,88;-15,14;19951,29;62,83;19811,5;105,68;11387,11;31,79;11267,03;60,90;8215,81;19,02;8127,5;39,67;4830,3;11,32;4776,33;25,00;18994,79;37,56;18643,88;0,04;5,35;0,03;5,28;0,05;4,28;0,06;4,21;0,02;4,47;0,02;4,42;0,02;4,16;0,03;4,12;
1479;16.12.2016;1,58;1929,48;1893,02;27,95;7038,43;64,47;6990,35;-28,12;19923,17;9,50;19821;64,46;11451,57;90,12;11357,15;29,99;8245,8;70,88;8198,38;26,66;4856,96;28,37;4804,7;117,79;19112,58;291,47;18935,35;-0,05;5,3;-0,03;5,25;-0,01;4,27;0,00;4,21;-0,03;4,44;-0,01;4,41;-0,02;4,14;-0,02;4,1;
1480;19.12.2016;18,92;1948,4;1929,47;-12,69;7025,74;-3,91;6986,44;-5,39;19917,78;11,95;19832,95;-24,87;11426,7;22,97;11380,12;-3,17;8242,63;-3,97;8194,41;-27,41;4829,55;7,38;4812,08;-28,33;19084,25;-28,22;18907,13;0,00;5,3;-0,03;5,22;-0,01;4,26;0,00;4,21;0,00;4,44;-0,01;4,4;0,01;4,15;0,01;4,11;
1481;20.12.2016;4,46;1952,86;1925,43;19,48;7045,22;6,18;6992,62;69,85;19987,63;87,47;19920,42;45,38;11472,08;26,83;11406,95;37,36;8279,99;27,04;8221,45;23,03;4852,58;3,15;4815,23;162,99;19247,24;30,94;18938,07;0,00;5,3;0,02;5,24;0,01;4,27;0,03;4,24;0,00;4,44;0,01;4,41;0,01;4,16;0,01;4,12;
1482;21.12.2016;-8,02;1944,84;1914,23;11,76;7056,98;33,06;7025,68;-1,07;19986,56;21,54;19941,96;7,80;11479,88;33,34;11440,29;-17,51;8262,48;-15,14;8206,31;-1,06;4851,52;6,01;4821,24;46,49;19293,73;142,01;19080,08;-0,04;5,26;-0,03;5,21;-0,02;4,25;-0,02;4,22;-0,02;4,42;-0,01;4,4;-0,02;4,14;-0,01;4,11;
1483;22.12.2016;10,58;1955,42;1927,03;6,70;7063,68;-5,55;7020,13;-52,73;19933,83;-59,77;19882,19;-4,12;11475,76;-11,52;11428,77;-5,96;8256,52;2,65;8208,96;-9,87;4841,65;-2,43;4818,81;52,51;19346,24;-26,01;19054,07;-0,02;5,24;-0,03;5,18;-0,01;4,24;-0,02;4,2;0,01;4,43;0,00;4,4;0,00;4,14;0,00;4,11;
1484;23.12.2016;-15,86;1939,56;1930,21;7,43;7071,11;34,51;7054,64;0,32;19934,15;16,87;19899,06;4,42;11480,18;-19,34;11409,43;4,32;8260,84;0,74;8209,7;3,15;4844,8;7,12;4825,93;-1,22;19345,02;120,55;19174,62;-0,02;5,22;-0,02;5,16;0,00;4,24;0,01;4,21;0,00;4,43;0,00;4,4;0,00;4,14;-0,01;4,1;
1485;27.12.2016;6,21;1945,77;1924,02;;;;;46,09;19980,24;40,74;19939,8;1,28;11481,46;42,12;11451,55;18,93;8279,77;36,75;8246,45;7,75;4852,55;11,07;4837;61,28;19406,3;139,91;19314,53;-0,03;5,19;-0,01;5,15;-0,01;4,23;-0,01;4,2;-0,01;4,42;-0,01;4,39;-0,02;4,12;-0,01;4,09;
1486;28.12.2016;0,55;1946,32;1931,44;;7109,37;;7060,85;0,87;19981,11;-112,49;19827,31;-5,57;11475,89;7,85;11459,4;-3,58;8276,19;-6,71;8239,74;-1,04;4851,51;3,14;4840,14;12,71;19419,01;-81,13;19233,4;0,01;5,2;0,00;5,15;0,02;4,25;-0,01;4,19;0,00;4,42;0,00;4,39;0,01;4,13;-0,01;4,08;
1487;29.12.2016;10,85;1957,17;1945,23;10,89;7120,26;13,62;7074,47;-102,67;19878,44;-38,37;19788,94;-16,70;11459,19;-54,58;11404,82;-3,88;8272,31;-17,39;8222,35;-5,84;4845,67;-17,85;4822,29;-134,44;19284,57;-92,01;19141,39;-0,01;5,19;-0,01;5,14;-0,01;4,24;0,01;4,2;0,01;4,43;0,01;4,4;0,00;4,13;0,02;4,1;
1488;30.12.2016;6,37;1963,54;1937,24;22,57;7142,83;13,07;7087,54;-25,89;19852,55;-70,27;19718,67;22,47;11481,66;0,95;11405,77;-15,39;8256,92;-22,62;8199,73;18,62;4864,29;2,85;4825,14;17,63;19302,2;-6,63;19134,76;-0,01;5,18;-0,05;5,09;-0,03;4,21;-0,06;4,14;0,01;4,44;0,00;4,4;0,01;4,14;0,00;4,1;
1489;02.01.2017;26,86;1990,4;1961,73;;;;;;;;;135,62;11617,28;9,05;11414,82;;;;;31,72;4896,01;18,79;4843,93;277,10;19579,3;66,42;19201,18;0,03;5,21;0,07;5,16;0,02;4,23;0,04;4,18;-0,02;4,42;0,00;4,4;-0,01;4,13;0,00;4,1;
1490;03.01.2017;11,51;2001,91;1981,29;;7205,45;;7142,83;;19938,53;;19775,93;20,09;11637,37;146,41;11561,23;;8335,86;;8283,6;33,59;4929,6;52,18;4896,11;231,47;19810,77;362,64;19563,82;0,00;5,21;-0,01;5,15;0,01;4,24;0,02;4,2;0,00;4,42;-0,02;4,38;0,00;4,13;0,00;4,1;
1491;04.01.2017;5,24;2007,15;1986,53;-15,71;7189,74;25,94;7168,77;17,61;19956,14;102,90;19878,83;-21,28;11616,09;-29,80;11531,43;22,44;8358,3;25,47;8309,07;-15,66;4913,94;-16,88;4879,23;-76,27;19734,5;-59,46;19504,36;-0,04;5,17;-0,03;5,12;-0,02;4,22;-0,04;4,16;-0,03;4,39;-0,02;4,36;-0,02;4,11;-0,03;4,07;
1492;05.01.2017;2,04;2009,19;1991,08;22,22;7211,96;4,00;7172,77;-7,54;19948,6;-67,71;19811,12;-13,55;11602,54;5,97;11537,4;34,19;8392,49;19,84;8328,91;-8,10;4905,84;-4,44;4874,79;-1,02;19733,48;57,55;19561,91;-0,03;5,14;-0,02;5,1;-0,04;4,18;-0,05;4,11;-0,01;4,38;0,00;4,36;-0,02;4,09;-0,01;4,06;
1493;09.01.2017;24,84;2034,03;2007,4;31,80;7243,76;34,63;7207,4;-4,82;19943,78;76,26;19887,38;4,35;11606,89;-15,05;11522,35;42,14;8434,63;61,12;8390,03;9,76;4915,6;-6,96;4867,83;51,12;19784,6;-272,51;19289,4;-0,06;5,08;-0,07;5,03;-0,01;4,17;0,02;4,13;0,01;4,39;-0,01;4,35;0,00;4,09;0,00;4,06;
1494;10.01.2017;-0,60;2033,43;2010,45;41,05;7284,81;29,89;7237,29;13,34;19957,12;-51,35;19836,03;0,06;11606,95;22,64;11544,99;14,94;8449,57;-1,45;8388,58;-9,45;4906,15;0,67;4868,5;-319,64;19464,96;-25,39;19264,01;-0,03;5,05;-0,04;4,99;-0,02;4,15;-0,01;4,12;0,00;4,39;0,01;4,36;0,00;4,09;0,01;4,07;
1495;11.01.2017;11,16;2044,59;2015,98;43,70;7328,51;19,86;7257,15;16,30;19973,42;-2,87;19833,16;85,32;11692,27;-20,00;11524,99;24,29;8473,86;36,65;8425,23;10,33;4916,48;-12,00;4856,5;118,68;19583,64;-53,75;19210,26;0,01;5,06;0,03;5,02;0,03;4,18;-0,01;4,11;-0,01;4,38;0,00;4,36;0,00;4,09;-0,01;4,06;
1496;12.01.2017;-17,57;2027,02;2007,24;-26,17;7302,34;6,27;7263,42;-44,13;19929,29;-62,69;19770,47;-85,84;11606,43;-33,12;11491,87;-62,96;8410,9;-71,57;8353,66;-27,27;4889,21;0,94;4857,44;-101,10;19482,54;-118,22;19092,04;0,00;5,06;-0,02;5;-0,04;4,14;-0,02;4,09;0,01;4,39;0,01;4,37;0,00;4,09;0,01;4,07;
1497;13.01.2017;6,71;2033,73;2002,09;36,15;7338,49;28,95;7292,37;22,74;19952,03;78,91;19849,38;29,12;11635,55;62,58;11554,45;41,88;8452,78;46,60;8400,26;35,37;4924,58;25,62;4883,06;74,22;19556,76;179,52;19271,56;-0,01;5,05;-0,02;4,98;-0,01;4,13;0,00;4,09;0,01;4,4;-0,01;4,36;0,01;4,1;0,00;4,07;
1498;16.01.2017;-7,33;2026,4;2012,61;15,65;7354,14;28,10;7320,47;;;;;-56,50;11579,05;-18,49;11535,96;-16,13;8436,65;-37,96;8362,3;-13,19;4911,39;-3,26;4879,8;-127,26;19429,5;-36,86;19234,7;-0,04;5,01;-0,04;4,94;0,02;4,15;0,03;4,12;0,00;4,4;0,01;4,37;0,00;4,1;0,00;4,07;
1499;17.01.2017;-4,56;2021,84;2005,65;-24,87;7329,27;-100,09;7220,38;;19882,99;;19775,35;4,38;11583,43;-110,82;11425,14;-86,47;8350,18;-67,02;8295,28;-22,23;4889,16;-38,12;4841,68;-62,77;19366,73;-45,64;19189,06;0,06;5,07;0,02;4,96;-0,02;4,13;-0,05;4,07;-0,01;4,39;-0,01;4,36;-0,01;4,09;0,00;4,07;
1500;18.01.2017;-1,72;2020,12;2005,49;-68,80;7260,47;-1,97;7218,41;-54,79;19828,2;-36,35;19739;15,96;11599,39;104,62;11529,76;-17,02;8333,16;-17,78;8277,5;-13,42;4875,74;-14,57;4827,11;-8,11;19358,62;13,01;19202,07;-0,01;5,06;0,06;5,02;-0,01;4,12;0,00;4,07;-0,01;4,38;-0,01;4,35;0,00;4,09;-0,01;4,06;
1501;19.01.2017;7,23;2027,35;2006,01;-10,84;7249,63;-26,74;7191,67;-4,06;19824,14;-61,06;19677,94;45,49;11644,88;49,15;11578,91;-6,55;8326,61;-20,76;8256,74;-8,16;4867,58;2,71;4829,82;200,51;19559,13;41,75;19243,82;0,02;5,08;0,00;5,02;0,01;4,13;0,02;4,09;0,00;4,38;0,01;4,36;0,00;4,09;0,01;4,07;
1502;20.01.2017;-19,76;2007,59;1991,36;-28,62;7221,01;2,06;7193,73;19,80;19843,94;81,20;19759,14;-8,09;11636,79;-31,87;11547,04;-37,30;8289,31;-9,84;8246,9;1,80;4869,38;-10,94;4818,88;44,87;19604;184,09;19427,91;-0,01;5,07;0,01;5,03;-0,02;4,11;-0,01;4,08;0,00;4,38;0,00;4,36;-0,01;4,08;-0,01;4,06;
1503;23.01.2017;5,86;2013,45;1985,66;-22,57;7198,44;-62,27;7131,46;-9,96;19833,98;-26,78;19732,36;-31,50;11605,29;-38,21;11508,83;-45,81;8243,5;-54,32;8192,58;-26,41;4842,97;-18,49;4800,39;-97,25;19506,75;-164,27;19263,64;0,03;5,1;0,00;5,03;-0,02;4,09;-0,03;4,05;0,00;4,38;0,00;4,36;0,00;4,08;0,00;4,06;
1504;24.01.2017;67,53;2080,98;2015,01;-8,29;7190,15;12,98;7144,44;115,26;19949,24;54,35;19786,71;-9,11;11596,18;29,22;11538,05;30,94;8274,44;39,93;8232,51;-2,47;4840,5;16,34;4816,73;94,26;19601,01;101,28;19364,92;0,01;5,11;0,02;5,05;-0,01;4,08;0,00;4,05;0,00;4,38;0,00;4,36;0,00;4,08;0,00;4,06;
1505;25.01.2017;20,68;2101,66;2074,26;15,53;7205,68;5,90;7150,34;132,76;20082;207,77;19994,48;231,55;11827,73;131,25;11669,3;113,11;8387,55;28,89;8261,4;49,66;4890,16;37,82;4854,55;145,96;19746,97;153,13;19518,05;0,02;5,13;0,04;5,09;0,00;4,08;-0,01;4,04;0,00;4,38;-0,01;4,35;0,00;4,08;-0,02;4,04;
1506;26.01.2017;-13,94;2087,72;2064,85;-20,93;7184,75;1,00;7151,34;43,58;20125,58;73,05;20067,53;65,35;11893,08;150,46;11819,76;87,60;8475,15;144,08;8405,48;10,91;4901,07;1,21;4855,76;38,07;19785,04;-110,54;19407,51;0,02;5,15;0,00;5,09;0,00;4,08;0,00;4,04;-0,02;4,36;-0,01;4,34;0,00;4,08;0,01;4,05;
