ID;WIG20_MAX;WIG20_MIN;FTSE 100_Max;FTSE 100_Min;Dow Jones_Max;Dow Jones_Min;DAX_Max;DAX_Min;SMI_Max;SMI_Min;CAC40_Max;CAC40_Min;FTSE MIB_Max;FTSE MIB_Min;GBP/PLN_Max;GBP/PLN_Min;USD/PLN_Max;USD/PLN_Min;EUR/PLN_Max;EUR/PLN_Min;CHF/PLN_Max;CHF/PLN_Min
1223;2445,8;2406,48;7279,42;7161,31;24903,68;23849,23;12541,32;12187,45;8993,02;8763,11;5248,44;5129,52;22998,11;22393,31;4,7808;4,7117;3,4245;3,3878;4,1939;4,1619;3,6589;3,5779
1224;2441,67;2421,19;7311,5;7141,4;25293,96;24785,44;12651,28;12414,84;9006,88;8867,32;5267,88;5169,4;23009,32;22400,19;4,723;4,6727;3,4034;3,3474;4,1733;4,1512;3,6086;3,5734
1225;2450,47;2401,89;7334,98;7079,41;24946,23;23778,74;12550,16;12232,86;8982,4;8732,58;5226,13;5101,15;22649,4;21982,17;4,7055;4,6688;3,3868;3,3403;4,1745;4,1482;3,6181;3,5615
1226;2508,7;2482,56;7443,43;7334,79;25520,53;23923,88;12752,6;12622,44;9147,88;9085,39;5332,77;5283,27;23104,41;22817,51;4,7309;4,6716;3,3645;3,3321;4,1702;4,1408;3,6147;3,5749
1227;2530,02;2502,95;7494,76;7432,25;26061,79;25490,66;12954,59;12782,07;9272,5;9220,69;5437,26;5364,98;23561,9;23184,33;4,7485;4,7164;3,3559;3,3187;4,1727;4,1453;3,5978;3,5743
1228;2580,23;2511,05;7554,73;7476,51;26306,7;26014,44;13301,41;12971,78;9424,55;9288,05;5529,4;5432,59;23809,51;23436,36;4,7641;4,7295;3,3527;3,3169;4,1621;4,1461;3,6014;3,5626
1229;2577,48;2553,81;7599,01;7521,77;26338,03;26050,98;13268,41;13159,35;9450,28;9335,4;5496,78;5471,18;23602,1;23419,87;4,7525;4,7045;3,3544;3,3251;4,1608;4,1452;3,5963;3,5675
1230;2581,75;2557,59;7671,67;7587,12;26256,99;26028,42;13309,86;13171,91;9499,6;9390,16;5518,94;5464,85;23799,44;23411,54;4,7522;4,6947;3,3636;3,3266;4,1642;4,1399;3,5924;3,5522
1231;2607,83;2583,4;7689,15;7663,93;26608,9;26435,34;13370,02;13274,84;9528,32;9451,91;5537,53;5517,67;23960,29;23774,49;4,732;4,6989;3,3601;3,3237;4,1523;4,1289;3,5955;3,5423
1232;2601,99;2587,26;7667,4;7615,84;26616,71;26425,35;13348,69;13268,31;9553,89;9496,66;5539,77;5493,66;23874,85;23697,62;4,7524;4,7089;3,3487;3,3136;4,1502;4,1304;3,5716;3,5316
1233;2616,47;2587,95;7662,35;7608,53;26458,25;26259,72;13443,36;13222,47;9567,69;9474,24;5525,76;5456,05;23818,28;23600,06;4,7794;4,7111;3,3546;3,3072;4,1567;4,1259;3,5649;3,5342
1234;2630,21;2606,34;7731,98;7643,43;26392,8;26106,94;13576,84;13414,74;9616,38;9547,57;5538,58;5495,16;23882,88;23622,62;4,774;4,7408;3,3908;3,3422;4,1745;4,1435;3,5537;3,5314
1235;2650,16;2613,07;7745,22;7710,03;26246,19;26143,9;13596,89;13517,81;9594,36;9529,11;5567,03;5521,83;24050,15;23787,32;4,7637;4,7417;3,4141;3,3868;4,1771;4,1653;3,548;3,5305
1236;2621,93;2599,95;7739,35;7703,67;26215,23;25974,65;13470,05;13410,96;9529,13;9475,06;5543,06;5512,27;23896,47;23629,83;4,7594;4,7265;3,4156;3,3971;4,1931;4,1645;3,5566;3,5426
1237;2604,46;2589,89;7731,82;7694,66;26071,72;25942,83;13445,47;13294,81;9511,44;9447,51;5528,89;5490,32;23866,6;23602,68;4,7369;4,7146;3,4158;3,391;4,1784;4,1581;3,5608;3,5375
1238;2610,63;2591,22;7739,54;7683,71;26153,42;25947,32;13293,29;13201,34;9494,54;9432,49;5515,16;5474,11;23630,81;23438,84;4,7321;4,71;3,4249;3,3941;4,172;4,159;3,5534;3,5351
1239;2606,59;2584,69;7755,93;7711,11;26130,45;25865,02;13251,44;13137,51;9470,53;9422,05;5518,39;5485,02;23555,47;23355,85;4,7309;4,6845;3,4219;3,3859;4,1821;4,1627;3,5524;3,5276
1240;2602,34;2529,68;7791,83;7740,55;26086,12;25702,99;13351,09;13196,56;9567,24;9464,05;5535,95;5500,22;23697,72;23443,46;4,7124;4,6867;3,4266;3,3967;4,1865;4,1659;3,5491;3,5258
1241;2546,66;2523,83;7783,61;7763,43;;;13250,37;13173,71;9551,07;9511,71;5525,01;5501,28;23604,24;23331,58;4,704;4,6754;3,4242;3,3893;4,1841;4,1631;3,5427;3,5282
1242;2550,79;2527,02;7792,56;7752,63;25810,43;25633,08;13265,14;13168,01;9561,59;9508,99;5520,18;5486,09;23474,51;23343,76;4,712;4,6686;3,4653;3,4207;4,1766;4,1617;3,5519;3,546
1243;2534,56;2504,67;7768,96;7734,64;25575,42;25396,19;13298,65;13151,84;9554,92;9475,17;5516,59;5478,97;23323,21;23130,13;4,7229;4,6838;3,5;3,4609;4,1845;4,1658;3,5751;3,5588
1244;2531,6;2499,76;7756,11;7716,21;25404,92;25256,99;13377,88;13227,57;9595,78;9506,27;5529,3;5487,56;23172,81;22955,64;4,7564;4,7097;3,5166;3,4804;4,1942;4,1703;3,575;3,5591
1245;2555,69;2522,21;7733,12;7696,5;25439,78;25308,41;13425,02;13361,22;9611,61;9554,48;5525,67;5491,91;23055,53;22840,12;4,759;4,7235;3,5164;3,4827;4,1943;4,169;3,5765;3,5347
1246;2551,32;2529,45;7733,39;7691,77;25311,99;25235,41;13407,82;13334,16;9584,52;9538,37;5499,15;5478,92;22898,76;22704,78;4,7359;4,6781;3,4921;3,4457;4,1767;4,1479;3,5739;3,5202
1247;2538,34;2514,09;7727,73;7689,81;25299,79;25112,01;13332,8;13219,11;9558,4;9527,05;5470,75;5422,78;22762,29;22534,22;4,686;4,6517;3,4565;3,4299;4,1659;4,1417;3,5412;3,5244
1248;2536,84;2473,23;7702,51;7671,11;25105,96;24963,27;13208,35;13062,67;9523,96;9467,86;5430,72;5360,01;22572,52;22011,59;4,6777;4,6543;3,4564;3,4348;4,1582;4,1453;3,5379;3,5313
1249;2474,76;2430,69;7689,86;7640,53;24941,92;24825,55;13023,59;12893,05;9487,78;9394,47;5347,63;5291,89;21941,65;21719,07;4,7134;4,664;3,4734;3,4492;4,1734;4,1485;3,5631;3,5616
1250;2481,71;2452,07;7697,62;7620,01;24871,66;24719,22;12980,74;12911,73;9398,27;9358,13;5344,05;5312,56;22154,4;21833,8;4,7185;4,6943;3,5013;3,4703;4,1869;4,1676;3,5808;3,5673
1251;2484,41;2464,31;7633,55;7609,77;24839,23;24797,13;13069,4;12965,28;9436,55;9401,38;5370,43;5331,16;22229,61;22099,54;4,7286;4,694;3,5262;3,491;4,1959;4,1743;3,5833;3,5565
1252;2480,63;2445,51;7632,71;7586,42;24789,52;24731,68;13128,74;13020,43;9446,4;9386,2;5388,14;5352,53;22295,18;22121,33;4,7387;4,7134;3,5431;3,5156;4,202;4,1855;3,5815;3,569
1253;2468,27;2445,65;7614,4;7585,47;24784,15;24717,51;13108,56;13059,87;9439,11;9388,04;5385,96;5355,44;22248,74;22115,62;4,7503;4,7185;3,5515;3,5328;4,202;4,1886;3,5884;3,5709
1254;2467,89;2450,37;7609,69;7517,88;24850,91;24766,27;13137,71;13013,63;9433,46;9288,07;5389,8;5323,54;22251,07;21999,89;4,7397;4,7168;3,5452;3,5318;4,2072;4,1913;3,5951;3,5849
1255;2473,47;2453,77;7550,6;7511,45;24852,44;24697,11;13252,67;13026,11;9407,56;9314,83;5382,37;5338,03;22354,1;22088,86;4,7649;4,7284;3,5558;3,5269;4,2097;4,1951;3,6071;3,5919
1256;2478,97;2455,99;7563,49;7534,08;24850,11;24715,6;13338,91;13213,19;9468,84;9399,17;5420,64;5380,15;22454,63;22253,84;4,7835;4,7347;3,5734;3,541;4,2111;4,1943;3,6268;3,6074
1257;2466,08;2420,28;7544,26;7490,57;24876,07;24739,56;13331,95;13206,12;9460,15;9418,62;5427,87;5386,4;22403,11;22206,66;4,7881;4,7613;3,5877;3,5541;4,2155;4,1972;3,6224;3,601
1258;2432,48;2402,95;7490,57;7433,78;24688,62;24584,44;13109,13;13008,07;9416,37;9364,19;5360,87;5330,1;22210,52;21993,88;4,8219;4,7569;3,5903;3,5692;4,2266;4,2036;3,6298;3,6058
1259;2434,61;2404,08;7496,7;7448,12;24672,48;24508,66;13159,48;13011,97;9416,16;9350,62;5400,28;5357,14;22487,01;22191,74;4,8238;4,7755;3,5896;3,5587;4,2264;4,2146;3,6313;3,6122
1260;2415,97;2400,94;7510,77;7492,58;24666,02;24518,3;13188,07;13120,4;9406,28;9323,58;5429,03;5393,98;22752,13;22400,19;4,8015;4,7668;3,5939;3,5638;4,2272;4,2055;3,6341;3,5934
1261;2413,68;2375,2;7501,52;7448,31;24552,97;24443,83;13183,83;13079,86;9361,41;9286,59;5427,19;5359,76;22767,19;22610,74;4,795;4,7561;3,5984;3,5639;4,2206;4,1977;3,6265;3,5863
1262;2417,3;2381,8;7458,4;7393,58;24389,72;24314,74;13192,42;13112,82;9343,24;9306,61;5411,71;5382,5;22838,32;22684,39;4,7839;4,753;3,5737;3,5581;4,2126;4,1936;3,6073;3,5875
1263;2426,9;2397,88;7412,21;7314,23;24330,12;24225,5;13240,92;13136,78;9330,57;9284,52;5425,75;5393,56;22797,83;22570,73;4,8433;4,7706;3,5857;3,5654;4,2127;4,1942;3,6011;3,5926
1264;2414;2378,22;7371,73;7314,6;24262,88;24101,24;13083,08;12989;9342,67;9261,38;5396,31;5365,75;22459,51;22317,5;4,8242;4,7585;3,5792;3,5647;4,2182;4,2063;3,6115;3,6005
1265;2405,69;2383,18;7369,71;7289,36;24229,19;24134,49;13033,75;12864,68;9320,77;9214,37;5385,53;5316,55;22371,19;22204,99;4,7904;4,76;3,5787;3,5522;4,2188;4,2073;3,6147;3,587
1266;2423,52;2396,6;7373,9;7326,57;24349,74;24155,28;13094,38;12960,59;9350,28;9282,74;5392,48;5349,79;22482,07;22261;4,7925;4,7343;3,5652;3,5396;4,2127;4,1978;3,6084;3,5957
1267;2424,97;2370,52;7369,65;7300,49;24534,04;24288,19;13117,75;12974,32;9384,01;9313,98;5400,1;5350,59;22421,51;22270,94;4,7989;4,7571;3,5558;3,5391;4,2135;4,1973;3,6275;3,5808
1268;2430,44;2376,91;7355,43;7288,73;24322,06;23921,9;13064,29;12810,13;9365,55;9272,12;5378,32;5299,06;22409,2;22060,48;4,7887;4,7573;3,5522;3,5229;4,2175;4,2003;3,6347;3,5836
1269;2449,14;2408,69;7416,26;7326,67;24327,82;24013,8;13177,57;13023,98;9370,01;9287,92;5429,65;5372,59;22558,48;22320,96;4,7936;4,7522;3,5619;3,5185;4,2098;4,1938;3,6122;3,5869
1270;2506,2;2436,24;7460,65;7386,67;23959,76;23872,59;13196,15;13037,34;9363,52;9302,38;5441,69;5394,89;22508,61;22274,88;4,766;4,7314;3,5553;3,5303;4,2069;4,1882;3,6077;3,5937
1271;2498,45;2473,94;7469,61;7373,95;23849,61;23617,11;13071,01;12966,38;9327,75;9277,36;5398,19;5357,28;22301,32;22194,88;4,7518;4,6779;3,553;3,5282;4,2127;4,1983;3,6102;3,5867
1272;2504,29;2471,74;7438,39;7383,9;23638,92;23545,02;13117,76;12989,37;9341,04;9264,39;5408,47;5359,39;22493,12;22176,7;4,7172;4,6879;3,5414;3,5153;4,2139;4,1999;3,6092;3,597
1273;2518,04;2478,62;7425,19;7389,54;23599,18;23551,59;13160,81;12981,68;9350,41;9299,57;5419,88;5374,4;22591,75;22357,3;4,7329;4,6947;3,5566;3,5231;4,214;4,203;3,6218;3,6126
1274;2514,94;2473,79;7422,73;7373,31;;;13049,08;12921,15;9328,89;9249,87;5391,89;5330,32;22405,7;22191,72;4,7522;4,7184;3,5671;3,5469;4,2187;4,2035;3,6346;3,6164
1275;2500,37;2472,85;7460,91;7410,38;23605,77;23507,61;13191,96;13008,97;9361,36;9291,84;5391,01;5352,76;22495,29;22312,26;4,7671;4,7378;3,598;3,561;4,2243;4,2044;3,6357;3,6191
1276;2496,62;2465,91;7422,18;7367,86;23617,8;23500,15;13209,01;13026,77;9350,72;9261,05;5385,86;5326,86;22433,08;22126,63;4,7904;4,7489;3,6109;3,589;4,2375;4,2146;3,6383;3,6211
1277;2470,34;2431,37;7397,39;7350,37;23456,88;23360,58;13085,17;12926,13;9317,28;9232,45;5348,15;5302,85;22209,57;21946,9;4,7777;4,7413;3,6115;3,5869;4,239;4,2145;3,6515;3,6147
1278;2445,7;2410,81;7406,53;7356,16;23433,77;23356,01;13089,72;12984,67;9183,61;9119,82;5350,25;5304,35;22278,54;22011,31;4,7691;4,7317;3,6037;3,5835;4,2471;4,2313;3,6366;3,6195
1279;2438,67;2409,42;7393,28;7368,14;23492,19;23365,34;13071,94;13008,02;9165,32;9090,52;5345,23;5312,87;22281,15;22083,29;4,7583;4,7283;3,6063;3,5926;4,245;4,229;3,6456;3,6302
1280;2460,26;2412,78;7415,09;7357,06;23344,99;23242,75;12996,12;12847,88;9107,35;9045,8;5312,39;5267,22;22213,95;21932,57;4,7464;4,7118;3,6059;3,5793;4,2515;4,2401;3,6461;3,6286
1281;2477,1;2456,17;7436,57;7396,92;23414,08;23271,57;13139,27;13000,15;9194,45;9101,34;5365,64;5301,57;22571,74;22242,78;4,7682;4,7232;3,6342;3,5981;4,2516;4,2272;3,6484;3,6338
1282;2472,26;2442,08;7469,3;7402,95;23461,68;23343,34;13163,94;12960,65;9192,56;9105,93;5384,76;5301,02;22586,8;22269,49;4,7844;4,7457;3,6412;3,6223;4,2402;4,2229;3,6572;3,6364
1283;2482,26;2456,04;7500,29;7421,73;23452,2;23392,96;13216,97;13111,65;9190,39;9123,6;5415,88;5375,12;22736,18;22534,59;4,8024;4,7702;3,6448;3,6181;4,2381;4,2231;3,6637;3,6391
1284;2513,88;2466,03;7532,2;7476,89;23516,74;23310,02;13402,05;13175,22;9283,42;9155,65;5479,7;5401,43;22960,58;22593,29;4,803;4,7654;3,6582;3,6312;4,2408;4,2276;3,6684;3,6476
1285;2548,95;2512,4;7534,49;7504,77;23575;23510,56;13419,77;13345,11;9265,83;9201,56;5496,08;5452,2;22997,81;22699,11;4,8243;4,7759;3,6646;3,6467;4,2466;4,229;3,6669;3,6503
1286;2566,59;2521,05;7582,85;7507,83;23602,12;23484,19;13525,56;13369,85;9302,4;9212,55;5525,55;5475,92;23133,42;22962,59;4,8277;4,7995;3,673;3,6484;4,2497;4,2317;3,678;3,6439
1287;2522,12;2486,33;7572,9;7544,2;23574,86;23520,75;13481,23;13441,66;9327,74;9288,78;5513,31;5492,9;23038,18;22884,67;4,8129;4,7758;3,6656;3,6473;4,2495;4,2343;3,665;3,6321
1288;2509,59;2483,21;7580,95;7541,91;23557,06;23481,57;13505,01;13430,22;9322,05;9267,97;5521,92;5498,29;23099,2;22947,66;4,7853;4,7383;3,6614;3,6267;4,2558;4,2326;3,657;3,6297
1289;2532,85;2496,85;7562,26;7478,88;23531,38;23350,98;13460,86;13405,91;9285,94;9226,23;5520,81;5486,24;23127,77;22935,09;4,8312;4,7374;3,6465;3,6252;4,243;4,2294;3,6471;3,6437
1290;2524,9;2504,11;7516,85;7483,97;23406,35;23334,39;;;9253,3;9165,12;5511,25;5489,41;22826,28;22709,44;4,8405;4,8096;3,6572;3,6351;4,253;4,2355;3,6704;3,6486
1291;2521,41;2490,8;7507,02;7478,41;23428,75;23327,87;13255,38;13214,6;9203,94;9130,33;5507,56;5487,29;22790,09;22639,15;4,8257;4,7931;3,6644;3,6406;4,2523;4,2378;3,6728;3,6468
1292;2492,93;2454,83;7520,76;7485,24;23449,4;23353,16;13249,03;13186,55;9254,36;9168,24;5513,53;5470,24;22899,36;22597,05;4,811;4,7764;3,6728;3,6469;4,2653;4,2412;3,6749;3,6192
1293;2463,63;2441,88;7488,26;7440,11;23459,84;23380,89;13144,65;12940,83;9200,08;9071,88;5459,61;5375,26;22838,5;22434,71;4,8076;4,7397;3,6549;3,5835;4,2568;4,2297;3,6635;3,6159
1294;2466,39;2443,27;7528,46;7437,42;23451,51;23251,11;13049,47;12931,22;9202,58;9062,64;5416,54;5364,16;22671,56;22434,06;4,7706;4,7274;3,6155;3,5815;4,25;4,2276;3,6509;3,6365
1295;2474,35;2447,09;7535,22;7508,5;23485,25;23343,23;13055,65;12983,38;9244,71;9185,72;5413,03;5377,86;22650,63;22376,55;4,7576;4,7263;3,6128;3,5911;4,2498;4,226;3,6604;3,6389
1296;2487,81;2466,64;7542;7511,77;23368,37;23273,96;13069,4;12973,43;9277;9229,46;5408,74;5367,65;22441,39;22275,02;4,7633;4,7348;3,6101;3,589;4,243;4,2198;3,6656;3,6404
1297;2486,56;2457,52;7560,04;7517,07;23328,84;23201,78;13063,57;12956,42;9279,08;9213,76;5392,09;5368,21;22362,23;22165,7;4,7477;4,6936;3,6016;3,5696;4,2483;4,2258;3,6669;3,6516
1298;2501,36;2465,78;7542,87;7485,42;23167,24;23052,67;13042,62;12911,58;9300,29;9222,54;5377,81;5343;22394,76;22021,02;4,7466;4,6975;3,6019;3,5697;4,2448;4,229;3,6791;3,6524
1299;2526,25;2502,34;7555,24;7516,17;23172,93;23086,75;13094,76;13003,92;9318,04;9256,52;5394,23;5359,68;22391,77;22263,87;4,7528;4,7248;3,6067;3,5852;4,2389;4,2234;3,6833;3,6669
1300;2538,75;2514,36;7550,44;7506,31;23002,2;22948,23;13034,42;12967,35;9307,69;9249,82;5376,69;5347,55;22477,14;22304,64;4,78;4,7313;3,6071;3,5865;4,2404;4,2203;3,6871;3,6706
1301;2546,95;2528,44;7557;7526,73;22960,12;22887,12;13026,45;13000,38;9310,05;9271,14;5371,62;5347,61;22497,58;22352,06;4,7984;4,7385;3,6084;3,5789;4,2553;4,2255;3,6966;3,6791
1302;2546,32;2528,16;7556,24;7521,09;22905,33;22855,93;13036,74;12964,35;9312,96;9280,03;5371,65;5344,96;22517,4;22334,82;4,8023;4,7633;3,6107;3,5776;4,2711;4,2435;3,7024;3,6908
1303;2566,02;2536,52;7565,11;7526,33;22884,82;22821,13;13002,34;12945,07;9301,9;9257,02;5361,92;5342,69;22570,66;22377,54;4,7935;4,7305;3,6157;3,5945;4,2822;4,2654;3,7072;3,697
1304;2556,95;2519,87;7550,17;7519,6;22872,89;22821,66;12976,32;12925,24;9287,8;9258,32;5367,38;5338,14;22555,39;22314,49;4,8053;4,7534;3,6408;3,5974;4,2983;4,2645;3,7329;3,719
1305;2519,73;2503,89;7543,88;7504,56;22850,51;22770,99;12980,45;12909,28;9282,4;9247,81;5372,27;5351,79;22435,7;22261,17;4,8188;4,7863;3,6654;3,6279;4,3048;4,2835;3,7416;3,7344
1306;2499,35;2479,67;7523,65;7493,68;22803,37;22739,38;12996,64;12943,55;9272,27;9241,32;5378,51;5351,68;22524,38;22365,56;4,8389;4,798;3,6806;3,6568;4,3168;4,2958;3,7628;3,7431
1307;2485,35;2463,56;7527,72;7507,99;22773,67;22730,85;12993,53;12941,15;9289,13;9239,37;5378,07;5350,26;22556,18;22346,83;4,8254;4,7931;3,6953;3,6717;4,319;4,2952;3,763;3,737
1308;2469,8;2439,73;7507,99;7464,4;22777,04;22655,14;12969,4;12933,56;9277,82;9248,7;5381,74;5355,91;22613,96;22386,8;4,8473;4,8126;3,6818;3,6492;4,3083;4,2927;3,7618;3,741
1309;2489,93;2443,82;7476,33;7456,61;22685,94;22632,8;12976,24;12893,75;9284,79;9251,49;5369,45;5345,2;22782,48;22433,89;4,8736;4,8372;3,6785;3,6439;4,3261;4,2923;3,7818;3,7565
1310;2488,67;2465,9;7469,82;7426,67;22646,32;22562,9;;;9284,09;9244,52;5370,89;5355,3;22860,14;22743,84;4,8858;4,8508;3,6877;3,6593;4,3201;4,3048;3,7763;3,7592
1311;2480,47;2456,08;7438,84;7372,73;22559,38;22416;12902,65;12849,59;9242,15;9174,65;5350,44;5326,66;22811,19;22660,23;4,9051;4,8601;3,6822;3,6463;4,3227;4,2979;3,7927;3,746
1312;2462,04;2430,17;7382,67;7321,64;22405,63;22332,96;12828,86;12722,38;9157,46;9097,34;5329,81;5284,74;22696,32;22540,91;4,925;4,8584;3,6684;3,629;4,3202;4,2919;3,7778;3,7566
1313;2440,4;2422,97;7323,33;7289,75;22394,74;22288,97;12708,7;12666,03;9123,48;9075,89;5295,27;5279,1;22668,97;22564,03;4,9429;4,8909;3,6958;3,6508;4,3343;4,3058;3,7936;3,7436
1314;2456,47;2430,03;7327,5;7285,74;22371,1;22254,93;12685,19;12625,55;9144,78;9096,92;5289,89;5272,32;22650;22464,87;4,9374;4,8769;3,6845;3,6324;4,3263;4,2834;3,7896;3,7191
1315;2461,48;2437,15;7311,82;7273,32;22369,35;22279,52;12629,93;12551,87;9156,02;9096,84;5274,58;5255,11;22480,27;22366,42;4,8999;4,8566;3,6513;3,6029;4,2964;4,2708;3,7624;3,6827
1316;2485,2;2453,15;7312,45;7272,49;22359,88;22219,11;12633,06;12564,84;9167,35;9114,03;5286,83;5260,46;22555,57;22367,27;4,8716;4,8087;3,6203;3,573;4,2855;4,2521;3,7531;3,6733
1317;2481,28;2460,28;7320,28;7242,23;22364,31;22299,58;12646,56;12568,8;9156,41;9125,81;5295,93;5271,88;22613,48;22437,91;4,8669;4,8064;3,5848;3,5578;4,2814;4,2603;3,6979;3,681
1318;2501,16;2464,53;7289,16;7260,05;22419,51;22356,55;12621,28;12582,04;9144,12;9110,27;5275,42;5257,44;22529,86;22399,58;4,8703;4,8403;3,6069;3,5749;4,2907;4,2669;3,7145;3,6877
1319;2518,1;2480,2;7289,93;7249,58;22413,26;22314,68;12593,25;12518,22;9116,92;9072,47;5248,79;5230,02;22462,48;22320,24;4,862;4,8136;3,6084;3,5564;4,285;4,2553;3,7197;3,705
1320;2512,63;2495,79;7285,67;7243,59;22386,01;22340,71;12566,2;12527,9;9096,86;9031,98;5238,29;5219,71;22425,42;22319,08;4,8582;4,8136;3,5924;3,5654;4,2985;4,2733;3,737;3,7231
1321;2525,41;2497,1;7257,45;7215,47;22355,62;22283,35;12613,56;12537,07;9071,34;9037,35;5239,88;5221,56;22390,96;22274,33;4,8731;4,8416;3,6;3,5766;4,297;4,2695;3,7462;3,7146
1322;2514,27;2492,89;7295,39;7196,58;22275,02;22214,52;12561,35;12506,94;9057,6;9001,88;5237,17;5201,97;22302,07;22210,02;4,8739;4,8034;3,5955;3,5627;4,2846;4,2657;3,7388;3,7151
1323;2511,08;2498,32;7390,7;7287,73;22216,44;22135,26;12552,16;12499,55;9071,43;9033,41;5233,54;5201,65;22324,77;22182,99;4,8313;4,7362;3,6216;3,5865;4,2914;4,2701;3,7492;3,6976
1324;2522,25;2499,45;7401,3;7336,23;22158,18;22095,79;12565,85;12489,25;9075,66;9023,55;5227;5200,21;22309,95;22193,06;4,7649;4,7214;3,6088;3,5495;4,2871;4,2547;3,7422;3,7024
1325;2536,08;2500,09;7435,84;7386,98;22134,57;22087,09;12558,03;12512,59;9053,95;9007,44;5219,08;5184,47;22308,46;22157,31;4,7481;4,6726;3,5751;3,5457;4,2693;4,2431;3,7294;3,7109
1326;2524,21;2489,43;7434,07;7377,6;22067,1;21927,79;12481,77;12381,33;8984,38;8925,49;5180,25;5145,78;22134,11;21901,19;4,6867;4,644;3,5539;3,5244;4,2545;4,2362;3,734;3,7163
1327;2499,63;2479,83;7396,98;7358,42;21846,63;21731,12;12321,61;12245,33;8923,18;8877,7;5117,89;5086,51;21827,63;21581,89;4,6664;4,6162;3,5385;3,5126;4,2588;4,2412;3,737;3,7008
1328;2528,65;2482,13;7412,68;7348,38;21850,01;21745,71;12363,6;12265,51;8921,27;8834,36;5148,06;5103,15;21875,8;21695,14;4,6539;4,6178;3,5659;3,5261;4,2645;4,2347;3,7338;3,7155
1329;2528,3;2506,3;7372,92;7322,42;21849,24;21794,07;12260,76;12066,84;8874,25;8797,08;5114,29;5050,09;21908,31;21596,91;4,6589;4,622;3,5682;3,5476;4,2564;4,2306;3,7382;3,7079
1330;2550,74;2513,24;7437,51;7369,58;21921,09;21709,63;12210,25;12100,26;8929,57;8858,43;5125,8;5081,08;21916;21708,85;4,6449;4,602;3,5707;3,548;4,245;4,2294;3,7338;3,7146
1331;2525,72;2508,27;7438,5;7404,05;;;12138,41;12050,53;8901,06;8856,76;5114,7;5088,28;21859,36;21689,37;4,6491;4,5955;3,5861;3,5564;4,2652;4,2355;3,7401;3,694
1332;2528,82;2508,86;7460,52;7430,06;22038,97;21974,91;12191,23;12085,31;8949,28;8917,24;5138,42;5115,95;21885,84;21732,58;4,6521;4,5964;3,5892;3,5381;4,2591;4,2217;3,7302;3,7107
1333;2532,83;2501,59;7443,68;7365,01;21985,76;21910,5;12115,55;12034,18;8940,56;8867,47;5104,78;5068,44;21767,5;21542,96;4,6346;4,5991;3,6016;3,5644;4,265;4,2428;3,7266;3,7081
1334;2537,24;2503,35;7381,33;7337,43;21914,26;21839,47;12040,82;11989,61;8876,72;8827,43;5069,12;5046,07;21560,7;21405,91;4,6282;4,5878;3,5821;3,5492;4,2655;4,2513;3,7393;3,7085
1335;2525,41;2479,35;7401,62;7289,2;21879,22;21673,58;12032,32;11868,84;8832,73;8752,21;5041,89;4995,07;21616,18;21335,23;4,6037;4,5796;3,5649;3,5299;4,2732;4,244;3,7572;3,7092
1336;2534,04;2470,06;;;21861,49;21767,94;12173,53;12064,36;8894,32;8856,66;5106,25;5066,01;21805,47;21622,74;4,6289;4,5792;3,5751;3,5434;4,2778;4,242;3,7513;3,7245
1337;2481,63;2459,27;7439,53;7401,46;21906,86;21812,81;12249,44;12132,5;8961,98;8904,88;5141,05;5098,51;21852,28;21691,41;4,6336;4,5903;3,6187;3,566;4,2661;4,2461;3,753;3,737
1338;2456,82;2395,3;7437,87;7382,16;21870,11;21765,82;12254,75;12169,54;8980,77;8933,34;5136,3;5111,86;21896,47;21679,99;4,6586;4,6144;3,6378;3,6063;4,2899;4,2589;3,7689;3,7439
1339;2395,62;2374,66;7394,52;7360,33;21866,66;21808,39;12269,92;12155,74;8964,25;8916,89;5149,08;5105,55;21844,35;21541,21;4,6695;4,6365;3,6418;3,622;4,2895;4,2706;3,7664;3,7502
1340;2393,15;2376,43;7387,55;7318,88;21912,83;21738,13;12234,79;12124,15;8972,91;8918,86;5137,54;5101,68;21905,5;21616,89;4,6761;4,6547;3,6431;3,6183;4,2839;4,2693;3,7707;3,7536
1341;2378,2;2350,86;7331,95;7296,8;21718,74;21600,34;12149,58;12021,7;8934,73;8856,61;5105,94;5066,19;21842,92;21636,91;4,696;4,6639;3,6463;3,6113;4,2817;4,2667;3,7774;3,7582
1342;2359,87;2338,6;7387,87;7302,47;21793,35;21641,63;12178,09;12080,74;8885,27;8850,19;5117,04;5074,45;21814,96;21565,97;4,7101;4,6736;3,6528;3,6292;4,2873;4,2614;3,8009;3,7466
1343;2381,49;2353,18;7433,74;7382,16;21984,74;21750,32;12290,05;12184,27;9003,19;8942,78;5180,26;5137,42;22028,02;21788,86;4,7028;4,668;3,653;3,6183;4,2762;4,2514;3,7893;3,7306
1344;2401,17;2378,88;7444,98;7383,85;22085,71;22002,47;12301,4;12240,83;9070,3;9035,78;5200,16;5159,1;22012,63;21810,72;4,7083;4,6608;3,6616;3,6189;4,2945;4,2584;3,7662;3,738
1345;2388,28;2374,89;7377,66;7309,96;22019,23;21945,64;12195,43;12097;9039,82;8934,28;5136,19;5080,01;21778,61;21467,53;4,7256;4,7021;3,641;3,6183;4,294;4,2771;3,7753;3,7631
