ID;WIG20_MAX;WIG20_MIN;FTSE 100_Max;FTSE 100_Min;Dow Jones_Max;Dow Jones_Min;DAX_Max;DAX_Min;SMI_Max;SMI_Min;CAC40_Max;CAC40_Min;FTSE MIB_Max;FTSE MIB_Min;GBP/PLN_Max;GBP/PLN_Min;USD/PLN_Max;USD/PLN_Min;EUR/PLN_Max;EUR/PLN_Min;CHF/PLN_Max;CHF/PLN_Min
636;1847,33;1806,21;6342,19;6244,62;26314,97;26105,97;12616,12;12332,1;10265,82;10180,81;5046,31;4962,6;19884,73;19551,2;4,929;4,884;3,9599;3,9132;4,4556;4,4298;4,1729;4,1557
637;1807,19;1786,99;6309,04;6225,53;26059,81;25667,68;12399,37;12172,12;10272,94;10144,86;5006,4;4902,06;19684,77;19310,5;4,9451;4,9061;4,0034;3,9389;4,4729;4,4353;4,2032;4,1651
638;1809,23;1791,68;6319,81;6224,07;26451,44;25759,66;12447,15;12319,19;10291,46;10200,46;5040,47;4979,45;19740,52;19572,39;4,9444;4,9058;4,0015;3,9541;4,4727;4,4411;4,2024;4,1631
639;1804,13;1780,45;6284,96;6184,88;26154,2;25848,53;12483,84;12189,67;10218,59;10131,68;5017,18;4908,6;19815,26;19332,04;4,9892;4,9212;3,9845;3,9514;4,4701;4,4458;4,1906;4,1441
640;1812,65;1780,94;6309,74;6233,24;26400,07;26068,41;12432,23;12288,17;10218,05;10074,95;5026,84;4952,57;19876,12;19487,39;4,9949;4,9436;3,9876;3,9358;4,4763;4,4376;4,1936;4,096
641;1811,7;1765,17;6299,02;6064,7;26611,03;25811,7;12434,27;12132,8;10098,5;9869,25;5006,79;4887,56;19874,47;19296,5;4,9834;4,9101;3,9646;3,8879;4,4556;4,4085;4,168;4,1061
642;1767,35;1735,27;6105,18;5952,44;25891,58;24843,18;11968,06;11597,82;9874,61;9633,2;4841,53;4691,81;19065,08;18302,94;4,9582;4,9096;3,9748;3,8989;4,4649;4,4142;4,1715;4,1414
643;1812,33;1754,16;6184,29;5993,2;25965,55;25078,41;12172,63;11828,66;9913,9;9723,89;4940,79;4759,17;19168,7;18553,47;4,9959;4,9409;3,9773;3,9212;4,4805;4,4383;4,203;4,1144
644;1846,29;1817,06;6387,35;6293,83;27355,22;26938,05;12763,89;12471,06;10218,26;10122,38;5152,45;5043,57;20180,85;19694,06;5,0206;4,9788;3,9378;3,8915;4,4714;4,438;4,1618;4,0819
645;1856,66;1811,96;6475,01;6325,07;27447,37;27151,06;12864,91;12502,45;10206,64;10112,43;5203,42;5053,21;20274,19;19678,08;5,0037;4,968;3,9558;3,9076;4,4559;4,4195;4,1404;4,0687
646;1852,69;1813,02;6511,84;6423,06;27580,21;27232,48;12913,13;12670,95;10188,3;10082,05;5213,67;5137,2;20399,38;20050,13;5,0037;4,967;3,9458;3,9095;4,4545;4,4191;4,1073;4,0575
647;1847,95;1794,38;6489,99;6341,44;27338,3;26836,8;12858,79;12560,19;10190,37;10061,83;5199,65;5060,92;20198,07;19868,87;4,9939;4,9153;3,9402;3,89;4,4616;4,4207;4,1124;4,0657
648;1786,58;1755,73;6402,57;6314,59;26384,1;26082,31;12558,24;12326,44;10203,91;10024,02;5052,75;4966,82;19848,62;19391,33;4,9886;4,9024;3,9799;3,8877;4,458;4,4061;4,1465;4,049
649;1780,86;1741,36;6394,7;6220,14;26337,75;25906,88;12507,41;12133,7;10183,85;9954,09;5026,45;4909,99;19641,81;19171,43;4,9648;4,9062;3,9488;3,8951;4,4215;4,3698;4,0963;4,0726
650;1739,48;1722,5;6238,25;6165,05;25743,13;25523,74;12055,57;11850,34;9979,18;9872,96;4880,15;4795,28;19052,57;18568,78;4,9723;4,917;3,9673;3,9174;4,4127;4,3803;4,126;4,1087
651;1749,58;1722,77;6179,34;6076,6;25508,83;25220,66;;;;;4782,03;4721,63;18531,29;18236,52;4,9547;4,9169;4,0071;3,95;4,4575;4,3983;4,1694;4,1421
652;1722,65;1699,32;6218,79;6060,16;25482,8;25031,67;11729,98;11575,74;9944,53;9823,73;4768,85;4695,36;18390,61;18149,31;4,9636;4,9106;4,0273;3,9873;4,4632;4,4384;4,181;4,133
653;1757,78;1694,6;6234,04;6144,25;25758,79;25358,73;11813,14;11654,83;9966,05;9769,45;4784,09;4701,52;18414,02;18045,83;4,9623;4,9113;4,0395;4,0033;4,4565;4,4128;4,1733;4,1402
654;1763,02;1705,09;6167,96;6067,76;25551,56;25009,87;11747,2;11519,77;9856,91;9673,15;4711,99;4614,41;18227,99;17736,86;4,9965;4,9261;4,0588;4,016;4,4482;4,4052;4,1956;4,163
655;1712,64;1657,26;6130,12;5993,28;25176,42;24781,84;11544,35;11429,88;9884,33;9790,25;4619,84;4573,89;17893,95;17696,99;5,0465;4,9763;4,1352;4,0281;4,5055;4,4253;4,2563;4,2451
656;1650,39;1634,34;;;;;11391,28;11118,12;9832,35;9711,75;4539,91;4451,56;17595,9;17304,44;5,0568;5,0248;4,155;4,1241;4,5203;4,4963;4,2705;4,2426
657;1635,98;1617,76;6015,25;5888,58;24481,64;24294,07;11138,15;10867,17;9729,29;9604,37;4475,35;4368,8;17385,79;16820,05;5,0578;5,0314;4,1537;4,119;4,5296;4,5086;4,2741;4,2439
658;1653,92;1636,24;6093,74;6004,1;24718,46;24370,88;11194,92;11036,91;;;4498,08;4429,27;17283,74;16950,47;5,0619;5,0248;4,1435;4,1077;4,5439;4,5101;4,2889;4,2679
659;1662,2;1634,44;6074,46;5961,56;24649,48;24455,94;11246,91;10978,57;9790,85;9716,75;4499,79;4396,2;17248,06;16674,31;5,1107;5,049;4,17;4,119;4,5588;4,5283;4,3056;4,2703
660;1658,34;1629,29;6111,96;5965,1;24599,5;24202,96;11201,18;10936,07;9785,18;9703,61;4536,07;4421,11;17612,89;16929,09;5,1136;5,0791;4,1873;4,1468;4,5706;4,5401;4,3092;4,2828
661;1639,08;1585,92;6058,17;5799,61;24708,54;24059,98;11089,5;10677,52;9740,77;9533,8;4508,95;4354,73;17446,38;16953,43;5,1313;5,0905;4,2294;4,1761;4,5731;4,5552;4,3515;4,3266
662;1597,04;1568,38;5837,88;5741,54;23730,08;23354,15;10547,19;10382,54;9576,57;9474,14;4335,77;4255,19;17124,4;16792,28;5,1707;5,1055;4,2332;4,2055;4,575;4,5514;4,3497;4,3323
663;1605,68;1559,52;5904,05;5661,14;23630,86;22789,62;10474,08;10160,89;9592,5;9393,47;4313,26;4194,58;17177,43;16551,28;5,1734;5,144;4,2427;4,2155;4,5749;4,5552;4,3529;4,3311
664;1634,77;1607;5994,77;5893,35;23708,9;23067,64;10698,13;10530,32;9694,36;9621,49;4422,74;4336,56;17426,98;17183,44;5,1838;5,1413;4,227;4,1901;4,5747;4,5564;4,3488;4,3178
665;1624,52;1584,01;6012,98;5911,37;24382,09;23761,58;10886,01;10772,58;9760,54;9674,07;4499,39;4453,65;17601,87;17394,25;5,2112;5,1519;4,2308;4,1828;4,568;4,542;4,3433;4,3088
666;1619,36;1581,5;5999,13;5898,32;24366,21;24070,22;10986,22;10740,82;9726,24;9590,74;4569,76;4460,24;17678,47;17307,11;5,2211;5,1765;4,2248;4,1872;4,567;4,5381;4,3411;4,3126
667;1614,18;1599,51;;;24349,9;24107,05;10918,32;10819,07;9688,63;9628,76;4560,19;4519,59;17461,62;17254,41;5,2254;5,1861;4,2142;4,1798;4,5635;4,5431;4,3339;4,3109
668;1602,76;1559,06;5941,86;5853,6;24094,62;23834,39;10761,86;10617,23;9635,96;9555,61;4503,94;4440,98;17362,61;17093,81;5,2294;5,1845;4,2365;4,201;4,5655;4,5409;4,3347;4,2932
669;1606,44;1565,07;5897,44;5839,57;24054,59;23661,14;10773,86;10598,9;9597,33;9480,1;4484,16;4425,78;17500,04;17145,54;5,2193;5,1912;4,2222;4,178;4,5595;4,5254;4,3299;4,2945
670;1616,34;1591,58;5869,45;5753,78;24169,72;23868,91;10736,95;10518,94;9512,17;9416,14;4492,52;4419,95;17389,78;17082,28;5,2257;5,1817;4,2017;4,1582;4,5563;4,5286;4,3264;4,3144
671;1630,24;1597,7;5792,85;5702,03;23769,56;23361,16;10578,43;10426,06;9619,38;9389,66;4427,74;4362,13;17344,68;17035,61;5,2073;5,1725;4,1886;4,1554;4,574;4,5456;4,3383;4,285
672;1682,13;1636,35;6151,58;5897,91;24585,57;24186,9;11235,57;10839,3;9877,3;9629,4;4719,74;4554,91;18302,85;17654,66;5,248;5,2;4,1934;4,1371;4,556;4,5281;4,3102;4,2847
673;1656,4;1600,78;6129,6;5950,83;24764,77;24453,99;11125,35;10789,52;9895,01;9799,08;4678,93;4552,81;18075,65;17608,52;5,2329;5,1864;4,2074;4,174;4,5552;4,5342;4,3163;4,272
674;1622,8;1579,94;5977,76;5835,92;24512,24;24031,2;10897,82;10651,58;9948,84;9780,95;4601,94;4493,51;17940,84;17413;5,2287;5,1945;4,207;4,1688;4,555;4,5292;4,3158;4,2782
675;1624,69;1580,48;5855,61;5752,23;24207,65;23840,61;10660,36;10523,1;9784,59;9610,4;4505,26;4448,05;17380,21;17163,85;5,2126;5,1731;4,1999;4,1617;4,5445;4,5135;4,312;4,2923
676;1627,49;1601,91;5827,24;5728,8;23826;23417,68;10486,47;10299,31;9679,69;9552,35;4448,73;4366,09;17155,11;16640,17;5,2147;5,1699;4,2329;4,1828;4,5491;4,5191;4,3243;4,3097
677;1626,82;1589,64;5843,61;5735,93;23885,36;23483,35;10608,39;10325,11;9701,6;9529,99;4495,9;4395,75;17145,44;16778,15;5,2171;5,1771;4,2242;4,1874;4,5595;4,5306;4,3364;4,2964
678;1609,82;1554,34;5777,06;5641,03;23613,1;23339,6;10425,02;10321,2;9650,58;9566,54;4417,57;4361,44;16770,44;16555,34;5,1926;5,1247;4,2175;4,1624;4,5604;4,5229;4,3375;4,2965
679;1631,4;1572,05;5812,83;5641,03;23365,25;22941,88;10524,73;10249,85;9762,74;9544,47;4477,31;4357,46;16934,52;16450,85;5,194;5,118;4,1929;4,1583;4,5439;4,5181;4,3178;4,2866
680;1643,87;1604,98;5823,93;5707,73;24108,69;23627,19;10707,31;10444,55;9785,27;9583,67;4531,34;4426,24;17155,39;16785,73;5,2099;5,1676;4,1781;4,1439;4,5338;4,5099;4,3107;4,2911
681;1633,53;1612,01;5839,33;5628,43;24264,21;23817,15;10756,78;10542,71;9663,03;9453,66;4550,78;4464,09;17307,65;16963,93;5,2284;5,1838;4,197;4,1481;4,5483;4,512;4,3246;4,3021
682;1617,55;1589,83;5657,63;5577,78;23598,08;23211,38;10438,37;10236,24;9474,8;9381,2;4418,65;4318,9;17160,91;16729,63;5,2284;5,192;4,2069;4,1539;4,5545;4,5252;4,3329;4,2764
683;1673,58;1602,31;5791,71;5576,35;23649,72;23233,32;10678,19;10243,11;9568,1;9309,94;4525,5;4335,59;17543,27;16719,07;5,2158;5,1804;4,1848;4,1083;4,5486;4,5132;4,3176;4,2803
684;1664,53;1625,89;5894,71;5778,98;24040,58;23683,44;10820,17;10658,96;9613,77;9499,23;4577,84;4497,56;17831,01;17507,07;5,2485;5,1916;4,1844;4,1105;4,5661;4,5135;4,3274;4,2778
685;1619,77;1579,72;5842,66;5677,68;24008,99;23504,09;10649,79;10311,7;9550,37;9321,93;4543,69;4409,04;17756,01;17360,48;5,2133;5,1498;4,1982;4,1492;4,5638;4,5168;4,3225;4,2785
686;1619,63;1567,84;5704,45;5589,73;23513,4;22682,99;10340,79;10198,22;9452,94;9350,22;4442,75;4333,09;17405,79;17196,03;5,1849;5,1189;4,1919;4,1494;4,5495;4,5209;4,3084;4,2668
687;1655,29;1602,14;5780,21;5582,39;23617,24;22634,45;10590,41;10225,02;9695,84;9450,75;4527,6;4379,27;17887,12;17177,73;5,1812;5,1102;4,2329;4,138;4,5681;4,5137;4,3263;4,2965
688;1585,04;1534,81;5590,58;5415,5;22783,45;21693,63;10097,31;9841,49;9522,11;9259,09;4353,21;4268,52;17053,91;16764,81;5,2124;5,1556;4,2513;4,1963;4,5946;4,5416;4,3476;4,3092
689;1509,07;1474,44;5486,29;5396,66;21447,81;20863,09;9626,72;9470,2;9309,87;9219,1;4214,59;4142,28;16791,08;16384,35;5,2417;5,1749;4,2529;4,2017;4,5933;4,5559;4,3525;4,3145
690;1501,33;1464,86;5552,36;5395,07;21477,77;20735,02;9650,27;9337,02;9318,61;9075,15;4265,56;4143,16;16878,3;16413,72;5,2372;5,1847;4,2295;4,1778;4,6083;4,5564;4,3544;4,2935
691;1500,43;1473,64;5671,96;5414,72;21487,24;20784,43;9686,46;9498,05;9311,92;9036,73;4266,69;4186,45;16845,15;16500,42;5,2231;5,1152;4,2148;4,1271;4,6063;4,554;4,3522;4,2769
692;1523,49;1484,33;5702,66;5545,85;22480,37;21852,08;10096,42;9703,88;9370,85;9155,11;4468,52;4309,72;17292,15;16694,89;5,1712;5,0583;4,1637;4,1075;4,5793;4,5275;4,326;4,2593
693;1484,62;1443,16;5567,2;5351,84;22378,09;21522,08;9817,51;9453,79;9174,39;8866,35;4379,15;4216,41;16925,07;16312,9;5,1411;5,0476;4,143;4,0705;4,5683;4,5272;4,3281;4,2471
694;1499,62;1465,48;5815,73;5407,06;22327,57;21469,27;9886,18;9541,83;9192,97;8868,05;4471,37;4288,66;17283,44;16666,74;5,0947;4,9732;4,133;4,0654;4,5477;4,5117;4,2929;4,2421
695;1492,87;1410,91;5815,73;5503,35;22595,06;21427,1;10000,96;9526,17;9203,98;8824,16;4543,58;4296,06;17369,38;16834,79;5,0224;4,9368;4,2077;4,0788;4,6004;4,5089;4,3243;4,275
696;1505,79;1413,22;5741,42;5400,47;22019,93;20538,34;10137,62;9460,91;9136,83;8664,44;4453,01;4221,32;17830,36;16581,76;5,0648;4,937;4,2805;4,1771;4,6115;4,5428;4,3593;4,319
697;1473,02;1424,14;5446,01;4993,89;20737,7;19649,25;9700,57;9102,17;8733,32;8187,02;4242,7;4038,06;16948,6;15969,74;5,0497;4,9145;4,305;4,2189;4,6371;4,5724;4,3836;4,2849
698;1463,93;1400,71;5194,83;4922,76;19121,01;18213,65;9071,14;8480,28;8642,42;8160,79;4097,82;3851,17;15788,7;15091,98;4,9941;4,8896;4,3095;4,2211;4,6384;4,5128;4,3884;4,2719
699;1547,74;1476,65;5419,3;5151,61;20531,26;19094,27;9201,07;8838,3;9174,58;8623,86;4109,11;3984,3;16180,17;15616,9;5,0411;4,8829;4,2978;4,1686;4,5882;4,5062;4,3551;4,2322
700;1469,43;1386,83;5181,04;4942,37;20442,63;19177,13;8668,48;8257,53;8782,24;8327,86;3909,15;3691,08;15844,08;15038,08;4,992;4,7332;4,3011;4,088;4,622;4,4858;4,3813;4,2172
701;1465,58;1376,75;5294,9;5006,2;20489,33;18917,46;8670,41;8400,18;8493,04;8094,9;3908,72;3726,45;15438,23;14791,72;4,937;4,7905;4,2026;4,0393;4,5518;4,458;4,3213;4,1859
702;1446,74;1355,07;5308,95;4978,84;21379,35;19882,26;9145,93;8423,56;8627,48;7953,53;4042,46;3759;15809,66;14695,72;4,9426;4,8662;4,0896;3,9682;4,4999;4,4307;4,2644;4,1222
703;1356,01;1248,77;5366,11;4898,79;21768,28;20116,46;8967,11;8255,65;8391,21;7650,23;3962,01;3632,06;15699,27;14153,09;4,8984;4,8071;3,9905;3,9039;4,4543;4,3525;4,2126;4,0993
704;1442,72;1315,96;5696,48;5237,48;23189,76;21285,37;9985,74;9064,68;9042,54;8266,48;4438,51;4055,19;17545,44;15106,6;4,9513;4,834;3,9636;3,8851;4,3932;4,3478;4,1603;4,0824
705;1450,71;1305,73;5876,52;5237,48;22837,95;21154,46;9932,56;9139,12;9152,5;8168,86;4404,26;4025,89;17659,86;14894,44;4,9714;4,894;3,9666;3,8207;4,3988;4,3207;4,1645;4,0569
706;1616,03;1495,87;6088,5;5860,75;24604,63;23328,32;10761,43;10390,51;9373,92;9130,19;4766;4603,05;18410,29;17674,69;4,957;4,8761;3,8428;3,7929;4,3326;4,3025;4,0967;4,0476
707;1657,09;1594,07;6231,06;5927,85;25020,99;23690,34;11032,29;10423,9;9576,04;9150,54;4924,84;4615,16;19174,77;17771,88;4,977;4,9085;3,8273;3,7696;4,3342;4,3014;4,095;4,0538
708;1697,38;1609,08;6462,55;5891,56;24992,36;23706,07;10995,22;10556,64;9736,82;9059,11;4863,34;4691,2;20780,87;18346,4;4,9929;4,9134;3,8084;3,7561;4,3379;4,2951;4,1129;4,0442
709;1808,36;1749,7;6705,43;6431,44;25994,38;25226,62;11769,85;11447,2;10142,31;9652,51;5284,08;5117,57;21151,36;20624,42;4,9814;4,924;3,845;3,7812;4,3218;4,2864;4,0759;4,0227
710;1893,88;1822,76;6834,12;6662,61;26671,92;25943,33;12207,77;11844,88;10321,42;10045,1;5494,16;5329,24;22034,94;21362,09;4,984;4,9535;3,863;3,8263;4,3106;4,2855;4,0578;4,017
711;1894,23;1857,9;6856,27;6700,23;27102,34;26286,31;12199,82;11929,24;10296,03;10072,23;5493,25;5357,35;22204,01;21499,93;4,9643;4,906;3,8724;3,8358;4,313;4,2852;4,0473;4,0182
712;1906,87;1827,36;6846,28;6654,89;27084,59;25706,28;12272,99;11906,82;10286,29;9990,61;5509,28;5371,66;22340,46;21651,36;4,977;4,9187;3,8933;3,8368;4,3372;4,2927;4,0655;4,0247
713;1840,57;1765,43;6775,18;6496,01;26706,17;25391,96;12121,6;11624,63;10136,62;9790,42;5430,05;5197,57;22361,13;21118,83;5,0346;4,9372;3,9272;3,8623;4,3386;4,3071;4,0778;4,054
714;1817,79;1735,37;6796,4;6460,08;25494,24;24681,01;12008,59;11724,12;10205,46;9725,32;5376,05;5229,56;22334,72;21697,94;5,0802;5,0161;3,9555;3,9192;4,3411;4,32;4,0901;4,0409
715;1927,44;1833,92;7042,47;6729,99;26775,31;25752,82;12593,62;12211,63;10461,17;10094,92;5613,72;5421,31;23077,82;22479,6;5,1223;5,0583;3,9694;3,926;4,3268;4,3033;4,068;4,0489
716;1957,64;1906,06;7044,66;6871,85;27542,78;26890,97;12849,17;12368,05;10546,67;10216,55;5707,31;5526,14;23599,85;22637,93;5,1547;5,1087;3,9723;3,9502;4,3182;4,3015;4,0693;4,0394
717;2007,34;1945,71;7198,23;7004,94;28149,2;26997,62;13132,04;12778,66;10779,15;10467,21;5828,46;5670,71;23630,43;23046,19;5,1596;5,1198;3,9746;3,9488;4,31;4,2876;4,063;4,0311
718;2070,66;1997,84;7403,92;7114,45;28402,93;27912,44;13236,58;12982,14;11086,85;10650,07;5884,86;5765,17;24005,21;23255,26;5,1581;5,1141;3,9836;3,9523;4,3091;4,2767;4,0675;4,0269
719;2106,18;2084,55;7436,7;7370,63;29146,53;28892,7;13689,23;13500,5;11172,44;11057,53;6067,29;5995,14;25129,98;24670,24;5,134;5,1035;3,9732;3,9453;4,2972;4,275;4,0498;4,0113
720;2116,08;2098,12;7480,49;7436,64;29368,45;28959,65;13788,41;13664;11270;11154,53;6110,95;6062,3;25419,96;25080,16;5,1179;5,0836;3,9723;3,9446;4,2877;4,2654;4,0397;4,0112
721;2122,67;2097,07;7462,01;7382,01;29409,09;29274,38;13789;13710,78;11264,33;11173,66;6111,41;6072,66;25483,05;25271,72;5,1483;5,0989;3,9634;3,9466;4,2765;4,2641;4,0294;4,0052
722;2118,48;2103,76;7433,25;7353,41;29330,16;29116,81;13731,39;13660,45;11178,65;11094,09;6079,5;6039,94;25389,46;24969,75;5,1613;5,1082;3,9616;3,9283;4,2787;4,2566;4,0288;3,9864
723;2131,6;2117,45;7449,95;7409,13;;;13795,24;13754,04;11180,98;11136,36;6088,6;6064,92;25120,54;24903;5,1231;5,1034;3,9377;3,9155;4,2653;4,2439;4,0119;3,9829
724;2131,28;2111,22;7472,85;7403,69;29463,04;29283,18;13788,51;13728,12;11152,57;11078,95;6096,07;6067,14;24983,12;24831,96;5,1238;5,0877;3,9264;3,9068;4,2544;4,2361;4,005;3,9943
725;2125,22;2096,14;7534,37;7406,94;29535,4;29345,93;13745,43;13576,96;11092,35;11008,51;6098,26;6028,28;24892,15;24588,46;5,1294;5,0626;3,926;3,9065;4,2631;4,2438;4,0125;3,9892
726;2132,78;2115,92;7547,65;7499,01;29568,57;29406,75;13758,7;13658,15;11119,89;11074,56;6104,73;6062,97;24901,59;24734,87;5,0754;5,0444;3,9148;3,8942;4,2636;4,2481;4,0089;3,9792
727;2114,89;2094,39;7529,54;7446,88;29415,39;29210,47;13668,43;13557,96;11114,39;11071,57;6060,97;6032,79;24762,66;24533,75;5,0574;5,0382;3,9126;3,8902;4,2691;4,2487;4,0029;3,9795
728;2112,78;2087,72;7466,7;7427,85;29278,07;28995,66;13501,74;13445,41;11039,78;10963,52;6018,31;5993,91;24585,13;24388,88;5,0584;5,0164;3,9169;3,8905;4,2783;4,261;4,0087;3,9756
729;2110,2;2092,36;7506,26;7441,14;29286,92;29056,98;13551,03;13463,98;11015,61;10958,45;6044,97;5999,95;24523,42;24371,83;5,0488;5,0116;3,9093;3,8758;4,2789;4,2564;4,0009;3,956
730;2138,87;2105,59;7533,57;7482,48;29408,05;29246,93;13606,97;13533,66;11061,18;10979,82;6050,94;6008,55;24513,81;24338,09;5,0299;4,9954;3,8843;3,8553;4,2614;4,2407;3,9825;3,9517
731;2133,91;2102,45;7512,41;7408,45;29308,89;29000,85;13488,58;13223,14;11006,72;10781,57;6004,33;5912,49;24270,46;23745,98;5,0545;4,9911;3,878;3,8495;4,2794;4,2355;4,0012;3,9869
732;2115,25;2081,81;7442,08;7326,31;28904,88;28696,74;13282,63;13131,07;10800,64;10693,32;5935,05;5862,82;23900,76;23542,06;5,0626;5,0289;3,8923;3,8657;4,3032;4,2699;4,0269;4,0114
733;2077,58;2050,91;7359,98;7285,16;28630,39;28319,65;13077,57;12987,53;10694,76;10598,12;5857,4;5804,14;23466,34;23218,72;5,1181;5,047;3,893;3,8716;4,306;4,2885;4,0355;4,0065
734;2087,93;2052,68;7398,34;7275,03;28813,04;28169,53;13208,47;12973,7;10815,62;10616,81;5894,69;5799,04;23873,05;23207,9;5,13;5,0893;3,9045;3,8714;4,3079;4,2895;4,0317;3,9941
735;2093,68;2064,09;7483,57;7357,62;28879,71;28489,76;13262,18;13118,97;10812,64;10716,49;5904,08;5846,45;23982,66;23687,64;5,1028;5,0461;3,8955;3,8829;4,2976;4,2776;4,0219;3,9783
736;2114,31;2090,41;7514,73;7462,21;28944,24;28728,19;13371,3;13296,03;10880,44;10772,63;5969,73;5916,23;24197,66;23969,03;5,0726;5,0433;3,8997;3,8728;4,2888;4,2682;4,0021;3,9804
737;2105,76;2083,54;7491,44;7410,37;28823,23;28575,75;13327,12;13163,36;10789,17;10662,07;5933,72;5857,23;24027,63;23429,19;5,0738;5,0322;3,8886;3,8733;4,2851;4,265;4,0166;3,9703
738;2141,68;2083,69;7585,98;7392,83;28671,79;28440,47;13399,42;13195,28;10780,92;10639,75;5942,83;5851;23977,56;23384,04;5,076;5,0356;3,8872;3,8544;4,2811;4,2515;4,009;3,9533
739;2166,31;2150,57;7642,21;7507,59;29288,79;28843,31;13604,85;13510,79;10913,2;10845,69;6064,55;6016,77;24083,13;23848,46;5,0599;5,0332;3,8668;3,8342;4,2634;4,2368;3,9832;3,9437
740;2159,55;2141,62;7572,13;7503,17;29190,47;28966,98;13486,14;13382,23;10905,43;10798,62;6024,32;5961,87;23901,15;23611,2;5,0472;5,0149;3,8504;3,8179;4,2513;4,2354;3,9704;3,9267
741;2172,76;2144,68;7637,35;7563,52;29320,2;29172,26;13640,06;13498,03;10960,75;10893,28;6069,26;6005,77;23906,79;23680,4;5,0345;4,9746;3,8308;3,8137;4,2433;4,2271;3,9498;3,9348
742;2174,93;2152,62;7651,44;7550,47;29341,21;29146,47;13560,68;13443,25;10884,51;10767,54;6045,99;5994,17;23860,16;23645,3;4,996;4,9703;3,8328;3,8087;4,2498;4,2266;3,9591;3,9425
743;2183,84;2173,92;7682,77;7639,62;;;13550,83;13487,21;10867,16;10835,31;6094,09;6071,17;24084,94;23973,43;4,9794;4,956;3,8314;3,8173;4,2472;4,2368;3,9566;3,9325
744;2181,62;2147,94;7689,67;7609,81;29373,62;29289,91;13557,78;13497,3;10849,29;10715,92;6109,81;6066,29;24168,66;24010,86;4,9917;4,9618;3,827;3,7956;4,2456;4,2268;3,9536;3,9292
745;2179,43;2163,83;7653,58;7595,31;29300,32;29131,95;13492,74;13382,98;10693,52;10639,63;6058,97;6021,03;23960,79;23760,3;4,9754;4,9418;3,8049;3,788;4,2399;4,2269;3,9474;3,9172
746;2183,85;2158,36;7642,8;7609,44;29127,59;28897,35;13458,91;13388,48;10691,37;10620,35;6053,01;6011,28;23931,8;23719,45;4,9496;4,9255;3,8019;3,7819;4,2354;4,2178;3,9425;3,9088
747;2194,88;2174,44;7650,69;7588,81;29054,16;28872,27;13487,9;13362,2;10655,82;10536,28;6046,12;5980,05;23947,97;23706,43;4,9489;4,9148;3,8061;3,7864;4,2389;4,2149;3,93;3,9087
748;2194,42;2167,33;7635,77;7582,51;28909,91;28819,43;13529,21;13404,72;10680,47;10592,4;6058,69;6018,33;24061,45;23829,41;4,9769;4,9349;3,8168;3,799;4,2434;4,2312;3,9279;3,91
749;2167,91;2150,83;7631,96;7585,07;29009,07;28789,1;13548,2;13483,31;10688,7;10638,94;6057,83;6028,29;24146,55;23966,36;5,0114;4,9674;3,8333;3,804;4,2528;4,231;3,9313;3,9068
750;2157,61;2132,02;7627,76;7574,93;28988,01;28844,31;13523,34;13456,78;10744,92;10645,82;6071,66;6034,15;24078,29;23963,51;5,0017;4,9722;3,828;3,8057;4,2493;4,2302;3,9337;3,9086
751;2140,29;2114,24;7579,48;7524,96;28866,18;28522,51;13334,04;13106,27;10681,4;10616,63;6031;5972,77;23893,01;23480,62;5,0236;4,9858;3,8203;3,7994;4,251;4,2299;3,939;3,8972
752;2176,8;2143,11;7604,59;7562,14;28685,5;28565,28;13283,88;13166,4;10747,19;10655,29;6065,74;6000;23793,67;23635,9;5,005;4,9737;3,8115;3,7779;4,2517;4,2289;3,926;3,9026
753;2192,31;2159,03;7626,41;7551;28716,31;28500,36;13282,74;13120,72;10700,86;10580,92;6044,16;5994,59;23759,89;23516,81;5,0051;4,9642;3,8275;3,7906;4,2602;4,2365;3,9315;3,9032
754;2200,57;2161,42;7624,78;7542,44;28872,8;28627,77;13425,03;13225,16;;;6062,92;6011,21;23861,99;23571,59;5,0321;4,983;3,8075;3,7885;4,2607;4,2381;3,9249;3,9054
755;2160,23;2147,58;7644,9;7587,05;28664,69;28428,98;13316,62;13244,17;10736,35;10613,12;6037,7;5982,22;23735,93;23506,37;5,0086;4,9755;3,8149;3,7919;4,2707;4,253;3,929;3,9044
756;2167,47;2145,77;7665,4;7622,46;28701,66;28608,98;13381,44;13311,52;10755,68;10708,4;6065;6027,72;23898,6;23732,27;5,0146;4,9739;3,8414;3,8093;4,2731;4,254;3,9269;3,9061
757;2142,91;2124,87;7628,2;7559,63;28582,49;28491,78;13331,86;13285,55;10734,09;10678,27;6035,95;6005,96;23941,26;23845,21;5,0055;4,965;3,8561;3,8359;4,2765;4,2527;3,9279;3,9023
758;2138,37;2123,99;7599,52;7564,59;28608,64;28445,6;13324,11;13201,8;10679,37;10610,82;6024,17;5966,88;24003,64;23836,96;5,0254;4,9823;3,847;3,8254;4,2649;4,254;3,9207;3,9009
759;2134,36;2123,81;7575,9;7526,1;28381,48;28278,24;13248,98;13140,22;10577,41;10522,4;5972,28;5942,88;23710,17;23583,12;5,0393;4,9763;3,8407;3,8258;4,2731;4,2523;3,9207;3,8935
760;2137,7;2112,21;7557,05;7515,17;28323,25;28239,28;13286;13215,88;10638,2;10539;5983,02;5959,6;23738,05;23627,21;5,0328;5,0011;3,8458;3,8173;4,2766;4,2558;3,9216;3,8825
