WIG20_MAX_DIF;WIG20_MAX_PRC;WIG20_MAX;WIG20_MIN;FTSE 100_Max;FTSE 100_Max_DIF;FTSE 100_Max_PRC;FTSE 100_Min;FTSE 100_Min_DIF;Dow Jones_Max;Dow Jones_Max_PRC;Dow Jones_Max_DIF;Dow Jones_Min;Dow Jones_Min_DIF;DAX_Max;DAX_Max_PRC;DAX_Max_DIF;DAX_Min;DAX_Min_DIF;SMI_Max;SMI_Max_PRC;SMI_Max_DIF;SMI_Min;SMI_Min_DIF;CAC40_Max;CAC40_Max_PRC;CAC40_Max_DIF;CAC40_Min;CAC40_Min_DIF;FTSE MIB_Max;FTSE MIB_Max_PRC;FTSE MIB_Max_DIF;FTSE MIB_Min;FTSE MIB_Min_DIF;GBP/PLN_Max.;GBP/PLN_Max._PRC;GBP/PLN_Max._DIF;GBP/PLN_Min.;GBP/PLN_Min._DIF;USD/PLN_Max.;USD/PLN_Max._PRC;USD/PLN_Max._DIF;USD/PLN_Min.;USD/PLN_Min._DIF;EUR/PLN_Max.;EUR/PLN_Max._PRC;EUR/PLN_Max._DIF;EUR/PLN_Min.;EUR/PLN_Min._DIF;CHF/PLN_Max.;CHF/PLN_Max._PRC;CHF/PLN_Max._DIF;CHF/PLN_Min.;CHF/PLN_Min._DIF
6,4;0,003601;1783,55;1777,73;6231,89;116,13;0,018989;6097,24;52,27;17938,82;0,00254509;45,54;17812,34;80,99;10026,49;0,027806623;271,26;9819,12;161,68;8047,51;0,021822988;171,87;7909,65;132,19;4390,81;0,026857064;114,84;4301,1;74,08;17705,68;0,045615552;772,42;17106,25;513,17;5,59;0;0;5,5;0,01;3,89;-0,007653061;-0,03;3,82;-0,06;4,38;-0,009049774;-0,04;4,33;-0,03;4,04;-0,004926108;-0,02;3,96;-0,05
33,37;0,018710;1816,92;1811,8;6301,73;69,84;0,011207;6229,07;131,83;18005,22;0,00370147;66,4;17915,88;103,54;10187,07;0,016015575;160,58;10050,03;230,91;8129,73;0,010216825;82,22;8057,35;147,7;4438,38;0,010833992;47,57;4394,52;93,42;17892,93;0,010575702;187,25;17653,52;547,27;5,55;-0,007155635;-0,04;5,48;-0,02;3,84;-0,01285347;-0,05;3,78;-0,04;4,34;-0,00913242;-0,04;4,31;-0,02;3,98;-0,014851485;-0,06;3,94;-0,02
27,66;0,015224;1844,58;1811,33;6304,51;2,78;0,000441;6263,8;34,73;18016;0,000598715;10,78;17931,91;16,03;10266,37;0,007784378;79,3;10177,44;127,41;8178,38;0,005984209;48,65;8116,8;59,45;4473,29;0,007865482;34,91;4435,35;40,83;18000,5;0,006011872;107,57;17799,45;145,93;5,58;0,005405405;0,03;5,49;0,01;3,84;0;0;3,78;0;4,36;0,004608295;0,02;4,31;0;3,97;-0,002512563;-0,01;3,94;0
8,27;0,004483;1852,85;1799,46;6322,6;18,09;0,002869;6273,4;9,6;18003,23;-0,000708814;-12,77;17936,22;4,31;10312,53;0,004496234;46,16;10183,19;5,75;8220,86;0,005194183;42,48;8174,72;57,92;4486,47;0,002946377;13,18;4441,21;5,86;17991,02;-0,000526652;-9,48;17688,58;-110,87;5,62;0,007168459;0,04;5,53;0,04;3,84;0;0;3,81;0,03;4,36;0;0;4,34;0,03;3,98;0,002518892;0,01;3,94;0
-18,44;-0,009952;1834,41;1780,55;6301,56;-21,04;-0,003328;6209,63;-63,77;17949,68;-0,002974466;-53,55;17822,81;-113,41;10148,96;-0,015861287;-163,57;10092,86;-90,33;8184,74;-0,004393701;-36,12;8144,28;-30,44;4435,63;-0,011331849;-50,84;4407,01;-34,2;17636,65;-0,019697049;-354,37;17400,4;-288,18;5,62;0;0;5,53;0;3,88;0,010416667;0,04;3,83;0,02;4,4;0,009174312;0,04;4,35;0,01;3,98;0;0;3,94;0
-27,46;-0,014969;1806,95;1759,44;6251,74;-49,82;-0,007906;6168,19;-41,44;17833,17;-0,006490924;-116,51;17689,68;-133,13;10282,72;0,013179676;133,76;10040,87;-51,99;8231,54;0,005717958;46,8;8096,42;-47,86;4492,2;0,012753543;56,57;4396,63;-10,38;17867,08;0,013065406;230,43;17431,37;30,97;5,69;0,012455516;0,07;5,59;0,06;3,94;0,015463918;0,06;3,85;0,02;4,41;0,002272727;0,01;4,37;0,02;3,99;0,002512563;0,01;3,94;0
-9,91;-0,005484;1797,04;1748,22;6220,27;-31,47;-0,005034;6173,05;4,86;17838,56;0,000302246;5,39;17703,55;13,87;10241,75;-0,003984354;-40,97;10156,86;115,99;8223,22;-0,001010746;-8,32;8173,35;76,93;4486,56;-0,00125551;-5,64;4447,62;50,99;18009,52;0,007972204;142,44;17740,88;309,51;5,69;0;0;5,64;0,05;3,94;0;0;3,91;0,06;4,4;-0,002267574;-0,01;4,38;0,01;3,98;-0,002506266;-0,01;3,95;0,01
-23,28;-0,012955;1773,76;1753,86;6233,18;12,91;0,002075;6151,9;-21,15;17809,18;-0,001646994;-29,38;17664,79;-38,76;10283,82;0,004107696;42,07;10160,24;3,38;8239,37;0,001963951;16,15;8167,74;-5,61;4507,22;0,004604864;20,66;4458,3;10,68;18055,64;0,002560868;46,12;17745,61;4,73;5,72;0,005272408;0,03;5,64;0;3,95;0,002538071;0,01;3,92;0,01;4,4;0;0;4,38;0;3,99;0,002512563;0,01;3,95;0
36,21;0,020414;1809,97;1808,24;6290,07;56,89;0,009127;6230,11;78,21;17899,24;0,005056943;90,06;17724,03;59,24;10365,24;0,007917291;81,42;10243,22;82,98;8290,52;0,006207999;51,15;8182,42;14,68;4536,63;0,006525086;29,41;4496,86;38,56;18326,52;0,015002514;270,88;18002,54;256,93;5,81;0,015734266;0,09;5,69;0,05;3,96;0,002531646;0,01;3,92;0;4,41;0,002272727;0,01;4,37;-0,01;3,99;0;0;3,95;0
43,44;0,024000;1853,41;1830,39;;;;;;;;;;;10338,41;-0,002588459;-26,83;10286,33;43,11;8310,88;0,002455817;20,36;8270,47;88,05;4531,18;-0,001201332;-5,45;4503,52;6,66;18321,4;-0,000279377;-5,12;18197,66;195,12;5,79;-0,003442341;-0,02;5,75;0,06;3,96;0;0;3,94;0,02;4,41;0;0;4,38;0,01;3,99;0;0;3,96;0,01
-4,75;-0,002563;1848,66;1839,22;6275,9;;;6250,27;;17873,22;;;17824,73;;10298,76;-0,003835213;-39,65;10241,98;-44,35;8307,57;-0,000398273;-3,31;8257,97;-12,5;4518,22;-0,002860182;-12,96;4493,06;-10,46;18216,12;-0,005746286;-105,28;18088,07;-109,59;5,8;0,001727116;0,01;5,74;-0,01;3,95;-0,002525253;-0,01;3,92;-0,02;4,41;0;0;4,38;0;3,99;0;0;3,96;0
8,21;0,004441;1856,87;1837,25;6270,25;-5,65;-0,000900;6219,26;-31,01;17891,71;0,001034509;18,49;17735,09;-89,64;10233,06;-0,006379409;-65,7;10130,68;-111,3;8187,71;-0,014427805;-119,86;8140,9;-117,07;4490,17;-0,006208197;-28,05;4445,79;-47,27;18216,83;3,89765E-05;0,71;17975,54;-112,53;5,84;0,006896552;0,04;5,78;0,04;3,98;0,007594937;0,03;3,94;0,02;4,43;0,004535147;0,02;4,4;0,02;4,01;0,005012531;0,02;3,97;0,01
3,53;0,001901;1860,4;1811,7;6231,85;-38,4;-0,006124;6109,58;-109,68;17742,59;-0,008334586;-149,12;17525,19;-209,9;10077,65;-0,015187051;-155,41;9773,8;-356,88;8138,08;-0,006061524;-49,63;7979,51;-161,39;4440,65;-0,011028536;-49,52;4300,42;-145,37;17927,66;-0,015873783;-289,17;17247,62;-727,92;5,82;-0,003424658;-0,02;5,72;-0,06;3,99;0,002512563;0,01;3,95;0,01;4,46;0,006772009;0,03;4,42;0,02;4,02;0,002493766;0,01;3,99;0,02
-23,69;-0,012734;1836,71;1796,31;6173,06;-58,79;-0,009434;6122,57;12,99;17550,7;-0,010815219;-191,89;17480,05;-45,14;9971,74;-0,010509395;-105,91;9811,74;37,94;8074,06;-0,00786672;-64,02;7968,64;-10,87;4357,08;-0,018819317;-83,57;4300,18;-0,24;17624,77;-0,016895122;-302,89;17272,18;24,56;5,76;-0,010309278;-0,06;5,69;-0,03;3,98;-0,002506266;-0,01;3,92;-0,03;4,45;-0,002242152;-0,01;4,41;-0,01;4,01;-0,002487562;-0,01;3,96;-0,03
-11,93;-0,006495;1824,78;1789,92;6156,5;-16,56;-0,002683;6053,35;-69,22;17571,75;0,001199382;21,05;17437,32;-42,73;9921,59;-0,005029213;-50,15;9852,71;40,97;8011,33;-0,007769325;-62,73;7944,59;-24,05;4353,9;-0,000729847;-3,18;4312,5;12,32;17878,19;0,014378627;253,42;17668,13;395,95;5,76;0;0;5,69;0;3,95;-0,007537688;-0,03;3,93;0,01;4,43;-0,004494382;-0,02;4,4;-0,01;3,98;-0,007481297;-0,03;3,96;0
-9,37;-0,005135;1815,41;1796,24;6165,8;9,3;0,001511;6050,21;-3,14;17514,16;-0,00327742;-57,59;17331,07;-106,25;9899,86;-0,002190173;-21,73;9773,72;-78,99;7961,5;-0,006219941;-49,83;7904,11;-40,48;4314,23;-0,009111371;-39,67;4274,57;-37,93;17810,33;-0,003795686;-67,86;17498,18;-169,95;5,77;0,001736111;0,01;5,7;0,01;3,94;-0,002531646;-0,01;3,91;-0,02;4,42;-0,002257336;-0,01;4,39;-0,01;3,98;0;0;3,95;-0,01
28,66;0,015787;1844,07;1832,42;6169,33;3,53;0,000573;6115,99;65,78;17636,22;0,006969218;122,06;17418,21;87,14;9946,27;0,004687945;46,41;9811,86;38,14;7973,93;0,001561264;12,43;7886,51;-17,6;4322,23;0,001854329;8;4267,71;-6,86;17725,03;-0,004789355;-85,3;17370,49;-127,69;5,73;-0,006932409;-0,04;5,57;-0,13;3,93;-0,002538071;-0,01;3,86;-0,05;4,41;-0,002262443;-0,01;4,37;-0,02;3,98;0;0;3,93;-0,02
9,3;0,005043;1853,37;1845,88;6215,88;46,55;0,007545;6147,16;31,17;17701,46;0,003699205;65,24;17469,92;51,71;10080,31;0,013476409;134,04;9846,91;35,05;7977,69;0,000471537;3,76;7878,48;-8,03;4362,33;0,009277618;40,1;4273,86;6,15;18014,22;0,016315346;289,19;17373,08;2,59;5,6;-0,022687609;-0,13;5,55;-0,02;3,87;-0,015267176;-0,06;3,84;-0,02;4,38;-0,006802721;-0,03;4,35;-0,02;3,96;-0,005025126;-0,02;3,93;0
19,62;0,010586;1872,99;1829,37;6157,24;-58,64;-0,009434;6092,21;-54,95;17755,8;0,003069803;54,34;17531,76;61,84;;;;;;;;;;;4316,28;-0,010556285;-46,05;4269,63;-4,23;17778,81;-0,01306801;-235,41;17534,75;161,67;5,6;0;0;5,52;-0,03;3,89;0,005167959;0,02;3,84;0;4,41;0,006849315;0,03;4,36;0,01;4;0,01010101;0,04;3,93;0
-11,62;-0,006204;1861,37;1807,73;6138,5;-18,74;-0,003044;6060,1;-32,11;17734,74;-0,001186091;-21,06;17512,48;-19,28;9979,93;;;9767,94;;7947,89;;;7829,01;;4335,15;0,00437182;18,87;4253,13;-16,5;17856,96;0,004395682;78,15;17434,14;-100,61;5,62;0,003571429;0,02;5,57;0,05;3,91;0,005141388;0,02;3,87;0,03;4,42;0,002267574;0,01;4,39;0,03;4,01;0,0025;0,01;3,98;0,05
-32,3;-0,017353;1829,07;1812,61;6193,21;54,71;0,008913;6094,14;34,04;17798,19;0,003577724;63,45;17625,38;112,9;10078,19;0,00984576;98,26;9838,12;70,18;7971,59;0,002981924;23,7;7846,72;17,71;4361,88;0,006165877;26,73;4266,96;13,83;17912,62;0,003116992;55,66;17555,54;121,4;5,64;0,003558719;0,02;5,58;0,01;3,89;-0,00511509;-0,02;3,86;-0,01;4,44;0,004524887;0,02;4,41;0,02;4,01;0;0;3,98;0
8,03;0,004390;1837,1;1814,43;6172,72;-20,49;-0,003308;6131,22;37,08;17919,03;0,006789454;120,84;17711,05;85,67;10055,7;-0,002231551;-22,49;9950,11;111,99;7938,51;-0,004149737;-33,08;7889,34;42,62;4340,58;-0,004883215;-21,3;4289,38;22,42;17946,39;0,001885263;33,77;17509,6;-45,94;5,63;-0,00177305;-0,01;5,58;0;3,9;0,002570694;0,01;3,87;0,01;4,44;0;0;4,41;0;4;-0,002493766;-0,01;3,97;-0,01
-6,52;-0,003549;1830,58;1818,34;6180,19;7,47;0,001210;6114,81;-16,41;17934,61;0,000869467;15,58;17726,66;15,61;10106,93;0,005094623;51,23;9994,58;44,47;7959,69;0,002668007;21,18;7883,44;-5,9;4374,75;0,00787222;34,17;4320,29;30,91;18067,84;0,006767378;121,45;17742,1;232,5;5,63;0;0;5,59;0,01;3,9;0;0;3,87;0;4,44;0;0;4,41;0;4,01;0,0025;0,01;3,97;0
23,68;0,012936;1854,26;1845,74;6177,6;-2,59;-0,000419;6108,37;-6,44;17783,16;-0,008444566;-151,45;17668,38;-58,28;10068,53;-0,003799373;-38,4;9878,71;-115,87;7845,08;-0,014398802;-114,61;7756,57;-126,87;4363,56;-0,00255786;-11,19;4302,96;-17,33;17973,2;-0,005238036;-94,64;17652,72;-89,38;5,62;-0,001776199;-0,01;5,57;-0,02;3,9;0;0;3,86;-0,01;4,44;0;0;4,4;-0,01;4,02;0,002493766;0,01;3,98;0,01
6,91;0,003727;1861,17;1827,42;6129,9;-47,7;-0,007721;6054,74;-53,63;17744,54;-0,002171718;-38,62;17580,38;-88;9917,63;-0,014987292;-150,9;9737;-141,71;7758,53;-0,011032392;-86,55;7689,51;-67,06;4311,49;-0,011932917;-52,07;4245,17;-57,79;17989,76;0,000921372;16,56;17592,13;-60,59;5,63;0,001779359;0,01;5,58;0,01;3,9;0;0;3,86;0;4,45;0,002252252;0,01;4,4;0;4,02;0;0;3,98;0
-0,75;-0,000403;1860,42;1836,01;6152,59;22,69;0,003702;6102,29;47,55;17736,11;-0,000475076;-8,43;17615,82;35,44;9921,37;0,000377106;3,74;9805,55;68,55;;;;;;4346,2;0,008050581;34,71;4303,25;58,08;18215,25;0,012534353;225,49;17846,36;254,23;5,64;0,001776199;0,01;5,54;-0,04;3,89;-0,002564103;-0,01;3,82;-0,04;4,43;-0,004494382;-0,02;4,39;-0,01;4,02;0;0;3,98;0
4,75;0,002553;1865,17;1859,68;6185,59;33;0,005364;6100,76;-1,53;17738,06;0,000109945;1,95;17609,01;-6,81;9959,42;0,003835156;38,05;9812,73;7,18;7882,28;;;7752,38;;4387,75;0,009560075;41,55;4317,28;14,03;18130,68;-0,004642813;-84,57;17909,62;63,26;5,58;-0,010638298;-0,06;5,53;-0,01;3,84;-0,01285347;-0,05;3,81;-0,01;4,41;-0,004514673;-0,02;4,39;0;4,02;0;0;3,99;0,01
28,23;0,015135;1893,4;1890,59;;;;;;17912,35;0,009825764;174,29;17773,71;164,7;10153,9;0,019527242;194,48;10066,34;253,61;7993,63;0,014126623;111,35;7958,12;205,74;4458,74;0,016179135;70,99;4429,47;112,19;18689,47;0,030820135;558,79;18271,38;361,76;5,61;0,005376344;0,03;5,55;0,02;3,83;-0,002604167;-0,01;3,8;-0,01;4,4;-0,002267574;-0,01;4,37;-0,02;4,01;-0,002487562;-0,01;3,96;-0,03
20,72;0,010943;1914,12;1878,9;6322,4;;;6241,89;;17814,83;-0,005444288;-97,52;17651,98;-121,73;10252,08;0,009669191;98,18;10038,97;-27,37;8025,84;0,004029458;32,21;7938,87;-19,25;4508,83;0,011234115;50,09;4428,59;-0,88;19062,81;0,019975954;373,34;18600,56;329,18;5,67;0,010695187;0,06;5,56;0,01;3,88;0,01305483;0,05;3,81;0,01;4,42;0,004545455;0,02;4,36;-0,01;4,03;0,004987531;0,02;3,97;0,01
-14,8;-0,007732;1899,32;1875,46;6322,4;0;0,000000;6224,47;-17,42;18035,73;0,012399782;220,9;17796,55;144,57;10331,93;0,007788663;79,85;10125,52;86,55;8102,31;0,009527975;76,47;7981,04;42,17;4557,36;0,010763324;48,53;4482,37;53,78;19023,48;-0,00206318;-39,33;18540,11;-60,45;5,67;0;0;5,61;0,05;3,89;0,00257732;0,01;3,85;0,04;4,41;-0,002262443;-0,01;4,38;0,02;4,02;-0,00248139;-0,01;3,98;0,01
1,01;0,000532;1900,33;1887,83;6319,91;-2,49;-0,000394;6255,2;30,73;18084,66;0,002712948;48,93;17920,26;123,71;10323,25;-0,000840114;-8,68;10220,57;95,05;8108,41;0,000752872;6,1;8056,82;75,78;4564,7;0,001610582;7,34;4525,79;43,42;18779,56;-0,012822049;-243,92;18595,05;54,94;5,69;0,003527337;0,02;5,62;0,01;3,9;0,002570694;0,01;3,86;0,01;4,41;0;0;4,37;-0,01;4,01;-0,002487562;-0,01;3,97;-0,01
20,7;0,010893;1921,03;1911,12;6297,88;-22,03;-0,003486;6260,92;5,72;18043,77;-0,002261032;-40,89;17934,17;13,91;10385,23;0,006003923;61,98;10213,55;-7,02;8132,61;0,002984556;24,2;8062,24;5,42;4579,12;0,003159025;14,42;4515,4;-10,39;18763,62;-0,000848795;-15,94;18481,57;-113,48;5,69;0;0;5,63;0,01;3,92;0,005128205;0,02;3,85;-0,01;4,42;0,002267574;0,01;4,36;-0,01;4,02;0,002493766;0,01;3,97;0
10,02;0,005216;1931,05;1917,29;6324,6;26,72;0,004243;6249,34;-11,58;17990,94;-0,00292788;-52,83;17855,55;-78,62;10399,3;0,001354809;14,07;10233,42;19,87;8140,4;0,000957872;7,79;8046,27;-15,97;4574,46;-0,001017663;-4,66;4522,23;6,83;18744,15;-0,001037646;-19,47;18332,6;-148,97;5,7;0,001757469;0,01;5,58;-0,05;3,93;0,00255102;0,01;3,88;0,03;4,43;0,002262443;0,01;4,36;0;4,04;0,004975124;0,02;3,96;-0,01
9,5;0,004920;1940,55;1928,02;6381,58;56,98;0,009009;6289,34;40;18026,85;0,001996005;35,91;17909,89;54,34;10422,86;0,002265537;23,56;10324,83;91,41;8135,7;-0,000577367;-4,7;8096,18;49,91;4580,52;0,001324747;6,06;4553,59;31,36;18778,97;0,001857646;34,82;18559,57;226,97;5,62;-0,014035088;-0,08;5,47;-0,11;3,9;-0,007633588;-0,03;3,82;-0,06;4,38;-0,011286682;-0,05;4,32;-0,04;3,99;-0,012376238;-0,05;3,91;-0,05
10,92;0,005627;1951,47;1938,82;6427,32;45,74;0,007168;6352,93;63,59;18107,29;0,004462233;80,44;17963,89;54;10474,38;0,004942981;51,52;10341,97;17,14;8210,93;0,009246899;75,23;8080,9;-15,28;4607,69;0,005931641;27,17;4551,33;-2,26;18741,72;-0,001983602;-37,25;18531,65;-27,92;5,5;-0,021352313;-0,12;5,4;-0,07;3,84;-0,015384615;-0,06;3,78;-0,04;4,33;-0,011415525;-0,05;4,26;-0,06;3,94;-0,012531328;-0,05;3,88;-0,03
21,54;0,011038;1973,01;1949,13;6421,91;-5,41;-0,000842;6367,36;14,43;18167,63;0,00333236;60,34;18031,21;67,32;10440,13;-0,003269883;-34,25;10304,14;-37,83;8187,97;-0,002796273;-22,96;8108,42;27,52;4596,33;-0,002465444;-11,36;4538,43;-12,9;18677,47;-0,003428181;-64,25;18265,95;-265,7;5,46;-0,007272727;-0,04;5,41;0,01;3,79;-0,013020833;-0,05;3,76;-0,02;4,3;-0,006928406;-0,03;4,26;0;3,94;0;0;3,88;0
-7,28;-0,003690;1965,73;1946,09;6418,25;-3,66;-0,000570;6353,49;-13,87;18103,46;-0,003532106;-64,17;17984,43;-46,78;10370,8;-0,006640722;-69,33;10150,67;-153,47;8157,99;-0,003661469;-29,98;8065,45;-42,97;4577,87;-0,004016248;-18,46;4521,6;-16,83;18637,33;-0,002149113;-40,14;18344,62;78,67;5,46;0;0;5,41;0;3,81;0,005277045;0,02;3,77;0,01;4,31;0,002325581;0,01;4,29;0,03;3,95;0,002538071;0,01;3,92;0,04
4,18;0,002126;1969,91;1919,54;6354,88;-63,37;-0,009873;6261,71;-91,78;18009,53;-0,005188511;-93,93;17848,22;-136,21;10147,85;-0,021497859;-222,95;9920,9;-229,77;8048,51;-0,013419972;-109,48;7923,98;-141,47;4517,08;-0,013279101;-60,79;4424,76;-96,84;18411,68;-0,012107421;-225,65;17903,64;-440,98;5,45;-0,001831502;-0,01;5,37;-0,04;3,81;0;0;3,79;0,02;4,31;0;0;4,28;-0,01;3,96;0,002531646;0,01;3,91;-0,01
-23,57;-0,011965;1946,34;1928,14;6372,52;17,64;0,002776;6328,19;66,48;17937,65;-0,00399122;-71,88;17867,41;19,19;10070,04;-0,007667634;-77,81;10020,34;99,44;8033,27;-0,001893518;-15,24;7956,93;32,95;4508,16;-0,001974727;-8,92;4482,33;57,57;18322,12;-0,004864304;-89,56;18161,17;257,53;5,43;-0,003669725;-0,02;5,38;0,01;3,83;0,005249344;0,02;3,8;0,01;4,31;0;0;4,29;0,01;3,96;0;0;3,92;0,01
6,46;0,003319;1952,8;1935,69;6373,93;1,41;0,000221;6335,4;7,21;17962,14;0,001365285;24,49;17885,44;18,03;10098,44;0,002820247;28,4;10016,17;-4,17;8031,04;-0,000277596;-2,23;7939,71;-17,22;4515;0,001517249;6,84;4473,35;-8,98;18329,09;0,000380414;6,97;17985,38;-175,79;5,41;-0,003683241;-0,02;5,37;-0,01;3,84;0,002610966;0,01;3,79;-0,01;4,31;0;0;4,28;-0,01;3,96;0;0;3,92;0
1,96;0,001004;1954,76;1918,51;6362,89;-11,04;-0,001732;6242,39;-93,01;17918,35;-0,002437906;-43,79;17741,66;-143,78;10026,1;-0,007163483;-72,34;9893,42;-122,75;7934,46;-0,01202584;-96,58;7833,69;-106,02;4490,31;-0,005468439;-24,69;4404,58;-68,77;18165,59;-0,008920246;-163,5;17696,18;-289,2;5,42;0,001848429;0,01;5,35;-0,02;3,81;-0,0078125;-0,03;3,76;-0,03;4,3;-0,002320186;-0,01;4,27;-0,01;3,95;-0,002525253;-0,01;3,92;0
-7,27;-0,003719;1947,49;1891,76;6248,27;-114,62;-0,018014;6176,28;-66,11;17744,43;-0,009706251;-173,92;17553,57;-188,09;9770,47;-0,025496454;-255,63;9617,83;-275,59;7795,94;-0,017458025;-138,52;7676,67;-157,02;4348,4;-0,031603609;-141,91;4269,1;-135,48;17860,93;-0,016771269;-304,66;17231,73;-464,45;5,39;-0,005535055;-0,03;5,32;-0,03;3,78;-0,007874016;-0,03;3,74;-0,02;4,3;0;0;4,27;0;3,95;0;0;3,91;-0,01
-29,88;-0,015343;1917,61;1907,85;6229,66;-18,61;-0,002978;6165,46;-10,82;17731,63;-0,000721353;-12,8;17555,9;2,33;9751,93;-0,001897555;-18,54;9524,66;-93,17;7810,16;0,001824026;14,22;7705,96;29,29;4338,81;-0,002205409;-9,59;4263,08;-6,02;17855,76;-0,000289459;-5,17;17323,54;91,81;5,36;-0,005565863;-0,03;5,3;-0,02;3,78;0;0;3,73;-0,01;4,31;0,002325581;0,01;4,27;0;3,96;0,002531646;0,01;3,92;0,01
15,18;0,007916;1932,79;1901,55;6216,28;-13,38;-0,002148;6136,89;-28,57;17694,51;-0,002093434;-37,12;17528,16;-27,74;9675,03;-0,007885619;-76,9;9572,57;47,91;7817,55;0,000946203;7,39;7765,96;60;4315,59;-0,005351698;-23,22;4258,51;-4,57;17509,23;-0,019407183;-346,53;16956,49;-367,05;5,34;-0,003731343;-0,02;5,3;0;3,79;0,002645503;0,01;3,75;0,02;4,3;-0,002320186;-0,01;4,28;0,01;3,96;0;0;3,93;0,01
-12,42;-0,006426;1920,37;1892,25;6204,11;-12,17;-0,001958;6119,38;-17,51;17687,28;-0,000408601;-7,23;17484,23;-43,93;9702,18;0,002806193;27,15;9484,75;-87,82;7830,03;0,001596408;12,48;7745,52;-20,44;4316,78;0,000275744;1,19;4229,12;-29,39;17322,19;-0,010682366;-187,04;16777,87;-178,62;5,34;0;0;5,26;-0,04;3,79;0;0;3,73;-0,02;4,31;0,002325581;0,01;4,25;-0,03;3,97;0,002525253;0,01;3,9;-0,03
15,94;0,008300;1936,31;1911,1;6161,63;-42,48;-0,006847;6091,23;-28,15;17723,55;0,002050626;36,27;17542,54;58,31;9635,91;-0,006830424;-66,27;9505,9;21,15;7769,05;-0,007787965;-60,98;7629,71;-115,81;4284,64;-0,007445364;-32,14;4243,02;13,9;17391,84;0,004020854;69,65;17035,79;257,92;5,32;-0,003745318;-0,02;5,26;0;3,77;-0,005277045;-0,02;3,73;0;4,28;-0,006960557;-0,03;4,25;0;3,93;-0,010075567;-0,04;3,89;-0,01
7,13;0,003682;1943,44;1933,84;6164,74;3,11;0,000505;6061,85;-29,38;17718,03;-0,00031145;-5,52;17579,56;37,02;9661,3;0,002634935;25,39;9553,17;47,27;7681,02;-0,011330858;-88,03;7611,59;-18,12;4285,73;0,000254397;1,09;4241,61;-1,41;17460,36;0,003939779;68,52;17104,12;68,33;5,33;0,001879699;0,01;5,28;0,02;3,76;-0,00265252;-0,01;3,72;-0,01;4,27;-0,002336449;-0,01;4,23;-0,02;3,93;0;0;3,87;-0,02
32,79;0,016872;1976,23;1962,47;6201,95;37,21;0,006036;6132,9;71,05;17806,38;0,004986446;88,35;17710,67;131,11;9907,05;0,025436535;245,75;9732,82;179,65;7757,48;0,009954407;76,46;7646,73;35,14;4378,05;0,021541254;92,32;4280,9;39,29;17934,1;0,027132316;473,74;17574,87;470,75;5,33;0;0;5,28;0;3,74;-0,005319149;-0,02;3,71;-0,01;4,26;-0,00234192;-0,01;4,22;-0,01;3,9;-0,007633588;-0,03;3,86;-0,01
12,55;0,006350;1988,78;1959,62;6174,9;-27,05;-0,004362;6076,89;-56,01;17811,48;0,000286414;5,1;17568,02;-142,65;9851,31;-0,005626296;-55,74;9675,5;-57,32;7700,09;-0,007398021;-57,39;7607,74;-38,99;4331,28;-0,010682838;-46,77;4261,25;-19,65;18084,41;0,00838124;150,31;17737,84;162,97;5,37;0,00750469;0,04;5,28;0;3,74;0;0;3,7;-0,01;4,26;0;0;4,22;0;3,9;0;0;3,86;0
-2,74;-0,001378;1986,04;1976,64;6203,39;28,49;0,004614;6149,82;72,93;17755,7;-0,003131688;-55,78;17669,72;101,7;10021,34;0,017259633;170,03;9947,02;271,52;7835,7;0,017611482;135,61;7786,56;178,82;4419,62;0,020395818;88,34;4378,77;117,52;18300,29;0,011937354;215,88;17971,67;233,83;5,43;0,011173184;0,06;5,34;0,06;3,79;0,013368984;0,05;3,72;0,02;4,28;0,004694836;0,02;4,24;0,02;3,92;0,005128205;0,02;3,86;0
11,65;0,005866;1997,69;1962,28;6221,8;18,41;0,002968;6105,9;-43,92;17790,11;0,001937969;34,41;17652,36;-17,36;10097,7;0,007619739;76,36;9947,26;0,24;7867,4;0,004045586;31,7;7826,57;40,01;4466,5;0,010607247;46,88;4387,36;8,59;18496,63;0,010728792;196,34;18256,09;284,42;5,44;0,001841621;0,01;5,39;0,05;3,79;0;0;3,74;0,02;4,29;0,002336449;0,01;4,24;0;3,92;0;0;3,88;0,02
2,24;0,001121;1999,93;1939,41;6156,67;-65,13;-0,010468;6070,77;-35,13;17642,81;-0,008279881;-147,3;17434,27;-218,09;9947,03;-0,01492122;-150,67;9808,48;-138,78;7828,07;-0,00499911;-39,33;7738,04;-88,53;4382,98;-0,018699205;-83,52;4333,33;-54,03;18468,02;-0,001546768;-28,61;18031,48;-224,61;5,44;0;0;5,39;0;3,81;0,005277045;0,02;3,75;0,01;4,27;-0,004662005;-0,02;4,24;0;3,91;-0,00255102;-0,01;3,88;0
-40,03;-0,020016;1959,9;1912,07;6199,11;42,44;0,006893;6090,03;19,26;17517,14;-0,007123015;-125,67;17399,01;-35,26;9977,99;0,003112487;30,96;9845,37;36,89;7839,31;0,001435858;11,24;7765,34;27,3;4392,81;0,002242766;9,83;4323,18;-10,15;18468,78;4,11522E-05;0,76;18140,18;108,7;5,43;-0,001838235;-0,01;5,36;-0,03;3,84;0,007874016;0,03;3,8;0,05;4,29;0,004683841;0,02;4,25;0,01;3,94;0,007672634;0,03;3,89;0,01
