WIG20_MAX_DIF;WIG20_MAX_PRC;WIG20_MAX;WIG20_MIN;FTSE 100_Max;FTSE 100_Max_DIF;FTSE 100_Max_PRC;FTSE 100_Min;FTSE 100_Min_DIF;Dow Jones_Max;Dow Jones_Max_PRC;Dow Jones_Max_DIF;Dow Jones_Min;Dow Jones_Min_DIF;DAX_Max;DAX_Max_PRC;DAX_Max_DIF;DAX_Min;DAX_Min_DIF;SMI_Max;SMI_Max_PRC;SMI_Max_DIF;SMI_Min;SMI_Min_DIF;CAC40_Max;CAC40_Max_PRC;CAC40_Max_DIF;CAC40_Min;CAC40_Min_DIF;FTSE MIB_Max;FTSE MIB_Max_PRC;FTSE MIB_Max_DIF;FTSE MIB_Min;FTSE MIB_Min_DIF;GBP/PLN_Max.;GBP/PLN_Max._PRC;GBP/PLN_Max._DIF;GBP/PLN_Min.;GBP/PLN_Min._DIF;USD/PLN_Max.;USD/PLN_Max._PRC;USD/PLN_Max._DIF;USD/PLN_Min.;USD/PLN_Min._DIF;EUR/PLN_Max.;EUR/PLN_Max._PRC;EUR/PLN_Max._DIF;EUR/PLN_Min.;EUR/PLN_Min._DIF;CHF/PLN_Max.;CHF/PLN_Max._PRC;CHF/PLN_Max._DIF;CHF/PLN_Min.;CHF/PLN_Min._DIF
-0,67;-0,000412;1626,82;1554,34;5777,06;-66,55;-0,011389;5641,03;-94,9;23613,1;-0,011398614;-272,26;23339,6;-143,75;10425,02;-0,017285375;-183,37;10321,2;-3,91;9650,58;-0,005258926;-51,02;9566,54;36,55;4417,57;-0,017422541;-78,33;4361,44;-34,31;16770,44;-0,021871705;-375;16555,34;-222,81;5,19;-0,005747126;-0,03;5,12;-0,06;4,22;0;0;4,16;-0,03;4,56;0;0;4,52;-0,01;4,34;0;0;4,3;-0,01
-17;-0,010450;1609,82;1572,05;5812,83;35,77;0,006192;5641,03;0;23365,25;-0,010496292;-247,85;22941,88;-397,72;10524,73;0,00956449;99,71;10249,85;-71,35;9762,74;0,011622099;112,16;9544,47;-22,07;4477,31;0,013523272;59,74;4357,46;-3,98;16934,52;0,009783882;164,08;16450,85;-104,49;5,19;0;0;5,12;0;4,19;-0,007109005;-0,03;4,16;0;4,54;-0,004385965;-0,02;4,52;0;4,32;-0,004608295;-0,02;4,3;0
21,58;0,013405;1631,4;1604,98;5823,93;11,1;0,001910;5707,73;66,7;24108,69;0,031818192;743,44;23627,19;685,31;10707,31;0,017347713;182,58;10444,55;194,7;9785,27;0,002307754;22,53;9583,67;39,2;4531,34;0,012067514;54,03;4426,24;68,78;17155,39;0,01304259;220,87;16785,73;334,88;5,21;0,003853565;0,02;5,17;0,05;4,18;-0,002386635;-0,01;4,14;-0,02;4,53;-0,002202643;-0,01;4,51;-0,01;4,31;-0,002314815;-0,01;4,29;-0,01
12,47;0,007644;1643,87;1612,01;5839,33;15,4;0,002644;5628,43;-79,3;24264,21;0,006450786;155,52;23817,15;189,96;10756,78;0,004620208;49,47;10542,71;98,16;9663,03;-0,012492246;-122,24;9453,66;-130,01;4550,78;0,004290122;19,44;4464,09;37,85;17307,65;0,008875345;152,26;16963,93;178,2;5,23;0,003838772;0,02;5,18;0,01;4,2;0,004784689;0,02;4,15;0,01;4,55;0,004415011;0,02;4,51;0;4,32;0,002320186;0,01;4,29;0
-10,34;-0,006290;1633,53;1589,83;5657,63;-181,7;-0,031117;5577,78;-50,65;23598,08;-0,027453191;-666,13;23211,38;-605,77;10438,37;-0,029600866;-318,41;10236,24;-306,47;9474,8;-0,019479397;-188,23;9381,2;-72,46;4418,65;-0,029034583;-132,13;4318,9;-145,19;17160,91;-0,008478332;-146,74;16729,63;-234,3;5,23;0;0;5,19;0,01;4,21;0,002380952;0,01;4,15;0;4,55;0;0;4,53;0,02;4,33;0,002314815;0,01;4,3;0,01
-15,98;-0,009782;1617,55;1602,31;5791,71;134,08;0,023699;5576,35;-1,43;23649,72;0,002188314;51,64;23233,32;21,94;10678,19;0,022974851;239,82;10243,11;6,87;9568,1;0,009847174;93,3;9309,94;-71,26;4525,5;0,024181594;106,85;4335,59;16,69;17543,27;0,02228087;382,36;16719,07;-10,56;5,22;-0,001912046;-0,01;5,18;-0,01;4,18;-0,007125891;-0,03;4,11;-0,04;4,55;0;0;4,51;-0,02;4,32;-0,002309469;-0,01;4,28;-0,02
56,03;0,034639;1673,58;1625,89;5894,71;103;0,017784;5778,98;202,63;24040,58;0,016527046;390,86;23683,44;450,12;10820,17;0,013296261;141,98;10658,96;415,85;9613,77;0,004773152;45,67;9499,23;189,29;4577,84;0,011565573;52,34;4497,56;161,97;17831,01;0,016401731;287,74;17507,07;788;5,25;0,005747126;0,03;5,19;0,01;4,18;0;0;4,11;0;4,57;0,004395604;0,02;4,51;0;4,33;0,002314815;0,01;4,28;0
-9,05;-0,005408;1664,53;1579,72;5842,66;-52,05;-0,008830;5677,68;-101,3;24008,99;-0,001314028;-31,59;23504,09;-179,35;10649,79;-0,015746518;-170,38;10311,7;-347,26;9550,37;-0,006594707;-63,4;9321,93;-177,3;4543,69;-0,00745985;-34,15;4409,04;-88,52;17756,01;-0,004206155;-75;17360,48;-146,59;5,21;-0,007619048;-0,04;5,15;-0,04;4,2;0,004784689;0,02;4,15;0,04;4,56;-0,002188184;-0,01;4,52;0,01;4,32;-0,002309469;-0,01;4,28;0
-44,76;-0,026890;1619,77;1567,84;5704,45;-138,21;-0,023655;5589,73;-87,95;23513,4;-0,020641851;-495,59;22682,99;-821,1;10340,79;-0,029014657;-309;10198,22;-113,48;9452,94;-0,010201699;-97,43;9350,22;28,29;4442,75;-0,022215424;-100,94;4333,09;-75,95;17405,79;-0,019724026;-350,22;17196,03;-164,45;5,18;-0,005758157;-0,03;5,12;-0,03;4,19;-0,002380952;-0,01;4,15;0;4,55;-0,002192982;-0,01;4,52;0;4,31;-0,002314815;-0,01;4,28;0
-0,14;-0,000086;1619,63;1602,14;5780,21;75,76;0,013281;5582,39;-7,34;23617,24;0,004416205;103,84;22634,45;-48,54;10590,41;0,024139355;249,62;10225,02;26,8;9695,84;0,025695709;242,9;9450,75;100,53;4527,6;0,019098531;84,85;4379,27;46,18;17887,12;0,027653442;481,33;17177,73;-18,3;5,18;0;0;5,11;-0,01;4,23;0,009546539;0,04;4,14;-0,01;4,57;0,004395604;0,02;4,51;-0,01;4,33;0,004640371;0,02;4,27;-0,01
35,66;0,022017;1655,29;1534,81;5590,58;-189,63;-0,032807;5415,5;-166,89;22783,45;-0,035304295;-833,79;21693,63;-940,82;10097,31;-0,046560992;-493,1;9841,49;-383,53;9522,11;-0,017917994;-173,73;9259,09;-191,66;4353,21;-0,038517095;-174,39;4268,52;-110,75;17053,91;-0,046581563;-833,21;16764,81;-412,92;5,21;0,005791506;0,03;5,16;0,05;4,25;0,004728132;0,02;4,2;0,06;4,59;0,004376368;0,02;4,54;0,03;4,35;0,004618938;0,02;4,3;0,03
-70,25;-0,042440;1585,04;1474,44;5486,29;-104,29;-0,018655;5396,66;-18,84;21447,81;-0,058623255;-1335,64;20863,09;-830,54;9626,72;-0,046605482;-470,59;9470,2;-371,29;9309,87;-0,022289178;-212,24;9219,1;-39,99;4214,59;-0,031843169;-138,62;4142,28;-126,24;16791,08;-0,015411715;-262,83;16384,35;-380,46;5,24;0,005758157;0,03;5,17;0,01;4,25;0;0;4,2;0;4,59;0;0;4,56;0,02;4,35;0;0;4,31;0,01
-75,97;-0,047929;1509,07;1464,86;5552,36;66,07;0,012043;5395,07;-1,59;21477,77;0,001396879;29,96;20735,02;-128,07;9650,27;0,002446316;23,55;9337,02;-133,18;9318,61;0,000938789;8,74;9075,15;-143,95;4265,56;0,012093703;50,97;4143,16;0,88;16878,3;0,005194425;87,22;16413,72;29,37;5,24;0;0;5,18;0,01;4,23;-0,004705882;-0,02;4,18;-0,02;4,61;0,004357298;0,02;4,56;0;4,35;0;0;4,31;0
-7,74;-0,005129;1501,33;1473,64;5671,96;119,6;0,021540;5414,72;19,65;21487,24;0,000440921;9,47;20784,43;49,41;9686,46;0,003750154;36,19;9498,05;161,03;9311,92;-0,000717918;-6,69;9036,73;-38,42;4266,69;0,000264912;1,13;4186,45;43,29;16845,15;-0,00196406;-33,15;16500,42;86,7;5,22;-0,003816794;-0,02;5,12;-0,06;4,21;-0,004728132;-0,02;4,13;-0,05;4,61;0;0;4,55;-0,01;4,35;0;0;4,29;-0,02
-0,9;-0,000599;1500,43;1484,33;5702,66;30,7;0,005413;5545,85;131,13;22480,37;0,046219524;993,13;21852,08;1067,65;10096,42;0,042322995;409,96;9703,88;205,83;9370,85;0,006328448;58,93;9155,11;118,38;4468,52;0,047303648;201,83;4309,72;123,27;17292,15;0,026535828;447;16694,89;194,47;5,17;-0,009578544;-0,05;5,06;-0,06;4,16;-0,011876485;-0,05;4,11;-0,02;4,58;-0,006507592;-0,03;4,53;-0,02;4,33;-0,004597701;-0,02;4,28;-0,01
23,06;0,015369;1523,49;1443,16;5567,2;-135,46;-0,023754;5351,84;-194,01;22378,09;-0,004549747;-102,28;21522,08;-330;9817,51;-0,027624643;-278,91;9453,79;-250,09;9174,39;-0,020965014;-196,46;8866,35;-288,76;4379,15;-0,01999991;-89,37;4216,41;-93,31;16925,07;-0,02122813;-367,08;16312,9;-381,99;5,14;-0,005802708;-0,03;5,05;-0,01;4,14;-0,004807692;-0,02;4,07;-0,04;4,57;-0,002183406;-0,01;4,53;0;4,33;0;0;4,26;-0,02
-38,87;-0,025514;1484,62;1465,48;5815,73;248,53;0,044642;5407,06;55,22;22327,57;-0,002257565;-50,52;21469,27;-52,81;9886,18;0,006994645;68,67;9541,83;88,04;9192,97;0,002025203;18,58;8868,05;1,7;4471,37;0,021058881;92,22;4288,66;72,25;17283,44;0,021173915;358,37;16666,74;353,84;5,09;-0,009727626;-0,05;4,97;-0,08;4,13;-0,002415459;-0,01;4,07;0;4,55;-0,004376368;-0,02;4,51;-0,02;4,29;-0,009237875;-0,04;4,25;-0,01
15;0,010104;1499,62;1410,91;5815,73;0;0,000000;5503,35;96,29;22595,06;0,011980256;267,49;21427,1;-42,17;10000,96;0,011610147;114,78;9526,17;-15,66;9203,98;0,001197654;11,01;8824,16;-43,89;4543,58;0,016149413;72,21;4296,06;7,4;17369,38;0,00497239;85,94;16834,79;168,05;5,02;-0,013752456;-0,07;4,94;-0,03;4,21;0,01937046;0,08;4,08;0,01;4,6;0,010989011;0,05;4,51;0;4,32;0,006993007;0,03;4,24;-0,01
-6,75;-0,004501;1492,87;1413,22;5741,42;-74,31;-0,012777;5400,47;-102,88;22019,93;-0,025453794;-575,13;20538,34;-888,76;10137,62;0,013664688;136,66;9460,91;-65,26;9136,83;-0,007295757;-67,15;8664,44;-159,72;4453,01;-0,019933621;-90,57;4221,32;-74,74;17830,36;0,026539807;460,98;16581,76;-253,03;5,06;0,007968127;0,04;4,94;0;4,28;0,016627078;0,07;4,18;0,1;4,61;0,002173913;0,01;4,54;0,03;4,36;0,009259259;0,04;4,28;0,04
12,92;0,008654;1505,79;1424,14;5446,01;-295,41;-0,051452;4993,89;-406,58;20737,7;-0,05823043;-1282,23;19649,25;-889,09;9700,57;-0,043111697;-437,05;9102,17;-358,74;8733,32;-0,044163019;-403,51;8187,02;-477,42;4242,7;-0,047228728;-210,31;4038,06;-183,26;16948,6;-0,049452731;-881,76;15969,74;-612,02;5,05;-0,001976285;-0,01;4,91;-0,03;4,31;0,007009346;0,03;4,22;0,04;4,64;0,006507592;0,03;4,57;0,03;4,38;0,004587156;0,02;4,32;0,04
-32,77;-0,021763;1473,02;1400,71;5194,83;-251,18;-0,046122;4922,76;-71,13;19121,01;-0,077958983;-1616,69;18213,65;-1435,6;9071,14;-0,064885878;-629,43;8480,28;-621,89;8642,42;-0,010408413;-90,9;8160,79;-26,23;4097,82;-0,034148066;-144,88;3851,17;-186,89;15788,7;-0,068436331;-1159,9;15091,98;-877,76;4,99;-0,011881188;-0,06;4,89;-0,02;4,31;0;0;4,22;0;4,64;0;0;4,51;-0,06;4,39;0,002283105;0,01;4,28;-0,04
-9,09;-0,006171;1463,93;1476,65;5419,3;224,47;0,043210;5151,61;228,85;20531,26;0,073753949;1410,25;19094,27;880,62;9201,07;0,014323448;129,93;8838,3;358,02;9174,58;0,061575346;532,16;8623,86;463,07;4109,11;0,002755123;11,29;3984,3;133,13;16180,17;0,024794315;391,47;15616,9;524,92;5,04;0,01002004;0,05;4,88;-0,01;4,3;-0,002320186;-0,01;4,17;-0,05;4,59;-0,010775862;-0,05;4,51;0;4,36;-0,006833713;-0,03;4,27;-0,01
83,81;0,057250;1547,74;1386,83;5181,04;-238,26;-0,043965;4942,37;-209,24;20442,63;-0,004316832;-88,63;19177,13;82,86;8668,48;-0,057883485;-532,59;8257,53;-580,77;8782,24;-0,04276381;-392,34;8327,86;-296;3909,15;-0,048662606;-199,96;3691,08;-293,22;15844,08;-0,020771722;-336,09;15038,08;-578,82;4,99;-0,009920635;-0,05;4,73;-0,15;4,3;0;0;4,09;-0,08;4,62;0,006535948;0,03;4,49;-0,02;4,38;0,004587156;0,02;4,23;-0,04
-78,31;-0,050596;1469,43;1376,75;5294,9;113,86;0,021976;5006,2;63,83;20489,33;0,002284442;46,7;18917,46;-259,67;8670,41;0,000222646;1,93;8400,18;142,65;8493,04;-0,032930095;-289,2;8094,9;-232,96;3908,72;-0,000109998;-0,43;3726,45;35,37;15438,23;-0,025615246;-405,85;14791,72;-246,36;4,94;-0,01002004;-0,05;4,79;0,06;4,2;-0,023255814;-0,1;4,04;-0,05;4,55;-0,015151515;-0,07;4,46;-0,03;4,32;-0,01369863;-0,06;4,22;-0,01
-3,85;-0,002620;1465,58;1355,07;5308,95;14,05;0,002653;4978,84;-27,36;21379,35;0,043438219;890,02;19882,26;964,8;9145,93;0,054844004;475,52;8423,56;23,38;8627,48;0,015829432;134,44;7953,53;-141,37;4042,46;0,034215805;133,74;3759;32,55;15809,66;0,024059105;371,43;14695,72;-96;4,94;0;0;4,87;0,08;4,09;-0,026190476;-0,11;3,97;-0,07;4,5;-0,010989011;-0,05;4,43;-0,03;4,26;-0,013888889;-0,06;4,19;-0,03
-18,84;-0,012855;1446,74;1248,77;5366,11;57,16;0,010767;4898,79;-80,05;21768,28;0,018191853;388,93;20116,46;234,2;8967,11;-0,019551866;-178,82;8255,65;-167,91;8391,21;-0,027385749;-236,27;7650,23;-303,3;3962,01;-0,019901248;-80,45;3632,06;-126,94;15699,27;-0,00698244;-110,39;14153,09;-542,63;4,9;-0,008097166;-0,04;4,81;-0,06;3,99;-0,024449878;-0,1;3,9;-0,07;4,45;-0,011111111;-0,05;4,35;-0,08;4,21;-0,011737089;-0,05;4,12;-0,07
-90,73;-0,062713;1356,01;1315,96;5696,48;330,37;0,061566;5237,48;338,69;23189,76;0,06530052;1421,48;21285,37;1168,91;9985,74;0,113596242;1018,63;9064,68;809,03;9042,54;0,07762051;651,33;8266,48;616,25;4438,51;0,120267238;476,5;4055,19;423,13;17545,44;0,117595914;1846,17;15106,6;953,51;4,95;0,010204082;0,05;4,83;0,02;3,96;-0,007518797;-0,03;3,89;-0,01;4,39;-0,013483146;-0,06;4,35;0;4,16;-0,011876485;-0,05;4,1;-0,02
86,71;0,063945;1442,72;1305,73;5876,52;180,04;0,031605;5237,48;0;22837,95;-0,01517092;-351,81;21154,46;-130,91;9932,56;-0,005325594;-53,18;9139,12;74,44;9152,5;0,0121603;109,96;8168,86;-97,62;4404,26;-0,007716554;-34,25;4025,89;-29,3;17659,86;0,006521353;114,42;14894,44;-212,16;4,97;0,004040404;0,02;4,89;0,06;3,97;0,002525253;0,01;3,82;-0,07;4,4;0,002277904;0,01;4,32;-0,03;4,16;0;0;4,08;-0,02
7,99;0,005538;1450,71;1495,87;6088,5;211,98;0,036072;5860,75;623,27;24604,63;0,077357206;1766,68;23328,32;2173,86;10761,43;0,083449785;828,87;10390,51;1251,39;9373,92;0,024192297;221,42;9130,19;961,33;4766;0,082134116;361,74;4603,05;577,16;18410,29;0,042493542;750,43;17674,69;2780,25;4,96;-0,002012072;-0,01;4,88;-0,01;3,84;-0,032745592;-0,13;3,79;-0,03;4,33;-0,015909091;-0,07;4,3;-0,02;4,1;-0,014423077;-0,06;4,06;-0,02
165,32;0,113958;1616,03;1594,07;6231,06;142,56;0,023415;5927,85;67,1;25020,99;0,016922018;416,36;23690,34;362,02;11032,29;0,025169517;270,86;10423,9;33,39;9576,04;0,021561951;202,12;9150,54;20,35;4924,84;0,033327738;158,84;4615,16;12,11;19174,77;0,041524604;764,48;17771,88;97,19;4,98;0,004032258;0,02;4,91;0,03;3,83;-0,002604167;-0,01;3,77;-0,02;4,33;0;0;4,3;0;4,1;0;0;4,05;-0,01
41,06;0,025408;1657,09;1609,08;6462,55;231,49;0,037151;5891,56;-36,29;24992,36;-0,001144239;-28,63;23706,07;15,73;10995,22;-0,003360136;-37,07;10556,64;132,74;9736,82;0,016789821;160,78;9059,11;-91,43;4863,34;-0,012487715;-61,5;4691,2;76,04;20780,87;0,083761109;1606,1;18346,4;574,52;4,99;0,002008032;0,01;4,91;0;3,81;-0,005221932;-0,02;3,76;-0,01;4,34;0,002309469;0,01;4,3;0;4,11;0,002439024;0,01;4,05;0
40,29;0,024314;1697,38;1749,7;6705,43;242,88;0,037583;6431,44;539,88;25994,38;0,040093052;1002,02;25226,62;1520,55;11769,85;0,070451523;774,63;11447,2;890,56;10142,31;0,041645013;405,49;9652,51;593,4;5284,08;0,086512561;420,74;5117,57;426,37;21151,36;0,017828416;370,49;20624,42;2278,02;4,98;-0,002004008;-0,01;4,92;0,01;3,85;0,010498688;0,04;3,78;0,02;4,32;-0,004608295;-0,02;4,29;-0,01;4,08;-0,00729927;-0,03;4,04;-0,01
110,98;0,065383;1808,36;1822,76;6834,12;128,69;0,019192;6662,61;231,17;26671,92;0,026064865;677,54;25943,33;716,71;12207,77;0,037206931;437,92;11844,88;397,68;10321,42;0,017659685;179,11;10045,1;392,59;5494,16;0,039757157;210,08;5329,24;211,67;22034,94;0,041774146;883,58;21362,09;737,67;4,98;0;0;4,95;0,03;3,86;0,002597403;0,01;3,83;0,05;4,31;-0,002314815;-0,01;4,29;0;4,06;-0,004901961;-0,02;4,02;-0,02
85,52;0,047291;1893,88;1857,9;6856,27;22,15;0,003241;6700,23;37,62;27102,34;0,016137571;430,42;26286,31;342,98;12199,82;-0,000651225;-7,95;11929,24;84,36;10296,03;-0,002459933;-25,39;10072,23;27,13;5493,25;-0,00016563;-0,91;5357,35;28,11;22204,01;0,007672814;169,07;21499,93;137,84;4,96;-0,004016064;-0,02;4,91;-0,04;3,87;0,002590674;0,01;3,84;0,01;4,31;0;0;4,29;0;4,05;-0,002463054;-0,01;4,02;0
0,35;0,000185;1894,23;1827,36;6846,28;-9,99;-0,001457;6654,89;-45,34;27084,59;-0,000654925;-17,75;25706,28;-580,03;12272,99;0,005997629;73,17;11906,82;-22,42;10286,29;-0,000945996;-9,74;9990,61;-81,62;5509,28;0,002918127;16,03;5371,66;14,31;22340,46;0,006145286;136,45;21651,36;151,43;4,98;0,004032258;0,02;4,92;0,01;3,89;0,005167959;0,02;3,84;0;4,34;0,006960557;0,03;4,29;0;4,07;0,004938272;0,02;4,02;0
12,64;0,006673;1906,87;1765,43;6775,18;-71,1;-0,010385;6496,01;-158,88;26706,17;-0,013971782;-378,42;25391,96;-314,32;12121,6;-0,012335217;-151,39;11624,63;-282,19;10136,62;-0,014550436;-149,67;9790,42;-200,19;5430,05;-0,01438119;-79,23;5197,57;-174,09;22361,13;0,000925227;20,67;21118,83;-532,53;5,03;0,010040161;0,05;4,94;0,02;3,93;0,010282776;0,04;3,86;0,02;4,34;0;0;4,31;0,02;4,08;0,002457002;0,01;4,02;0
-66,3;-0,034769;1840,57;1735,37;6796,4;21,22;0,003132;6460,08;-35,93;25494,24;-0,04538015;-1211,93;24681,01;-710,95;12008,59;-0,009323027;-113,01;11724,12;99,49;10205,46;0,006791218;68,84;9725,32;-65,1;5376,05;-0,00994466;-54;5229,56;31,99;22334,72;-0,001181067;-26,41;21697,94;579,11;5,08;0,009940358;0,05;5,02;0,08;3,96;0,007633588;0,03;3,92;0,06;4,34;0;0;4,32;0,01;4,09;0,00245098;0,01;4,05;0,03
-22,78;-0,012377;1817,79;1833,92;7042,47;246,07;0,036206;6729,99;269,91;26775,31;0,05024939;1281,07;25752,82;1071,81;12593,62;0,048717626;585,03;12211,63;487,51;10461,17;0,025056195;255,71;10094,92;369,6;5613,72;0,044209038;237,67;5421,31;191,75;23077,82;0,033271069;743,1;22479,6;781,66;5,12;0,007874016;0,04;5,06;0,04;3,97;0,002525253;0,01;3,93;0,01;4,33;-0,002304147;-0,01;4,3;-0,02;4,07;-0,004889976;-0,02;4,04;-0,01
109,65;0,060320;1927,44;1906,06;7044,66;2,19;0,000311;6871,85;141,86;27542,78;0,028663347;767,47;26890,97;1138,15;12849,17;0,020292021;255,55;12368,05;156,42;10546,67;0,008173082;85,5;10216,55;121,63;5707,31;0,016671654;93,59;5526,14;104,83;23599,85;0,022620421;522,03;22637,93;158,33;5,15;0,005859375;0,03;5,11;0,05;3,97;0;0;3,95;0,02;4,32;-0,002309469;-0,01;4,3;0;4,07;0;0;4,05;0,01
30,2;0,015668;1957,64;1945,71;7198,23;153,57;0,021799;7004,94;133,09;28149,2;0,022017385;606,42;26997,62;106,65;13132,04;0,022014652;282,87;12778,66;410,61;10779,15;0,022042977;232,48;10467,21;250,66;5828,46;0,021227163;121,15;5670,71;144,57;23630,43;0,001295771;30,58;23046,19;408,26;5,16;0,001941748;0,01;5,12;0,01;3,97;0;0;3,95;0;4,31;-0,002314815;-0,01;4,29;-0,01;4,06;-0,002457002;-0,01;4,04;-0,01
49,7;0,025388;2007,34;1997,84;7403,92;205,69;0,028575;7114,45;109,51;28402,93;0,009013755;253,73;27912,44;914,82;13236,58;0,007960682;104,54;12982,14;203,48;11086,85;0,02854585;307,7;10650,07;182,86;5884,86;0,009676656;56,4;5765,17;94,46;24005,21;0,015860058;374,78;23255,26;209,07;5,16;0;0;5,11;-0,01;3,98;0,002518892;0,01;3,95;0;4,31;0;0;4,28;-0,01;4,07;0,002463054;0,01;4,03;-0,01
63,32;0,031544;2070,66;2084,55;7436,7;32,78;0,004427;7370,63;256,18;29146,53;0,026180398;743,6;28892,7;980,26;13689,23;0,0341969;452,65;13500,5;518,36;11172,44;0,007719957;85,59;11057,53;407,46;6067,29;0,030999888;182,43;5995,14;229,97;25129,98;0,046855245;1124,77;24670,24;1414,98;5,13;-0,005813953;-0,03;5,1;-0,01;3,97;-0,002512563;-0,01;3,95;0;4,3;-0,002320186;-0,01;4,28;0;4,05;-0,004914005;-0,02;4,03;0
35,52;0,017154;2106,18;2098,12;7480,49;43,79;0,005888;7436,64;66,01;29368,45;0,007613942;221,92;28959,65;66,95;13788,41;0,007245112;99,18;13664;163,5;11270;0,008732202;97,56;11154,53;97;6110,95;0,007195964;43,66;6062,3;67,16;25419,96;0,011539205;289,98;25080,16;409,92;5,12;-0,001949318;-0,01;5,08;-0,02;3,97;0;0;3,94;-0,01;4,29;-0,002325581;-0,01;4,27;-0,01;4,04;-0,002469136;-0,01;4,01;-0,02
9,9;0,004700;2116,08;2097,07;7462,01;-18,48;-0,002470;7382,01;-54,63;29409,09;0,001383798;40,64;29274,38;314,73;13789;4,27896E-05;0,59;13710,78;46,78;11264,33;-0,000503106;-5,67;11173,66;19,13;6111,41;7,52747E-05;0,46;6072,66;10,36;25483,05;0,002481908;63,09;25271,72;191,56;5,15;0,005859375;0,03;5,1;0,02;3,96;-0,002518892;-0,01;3,95;0,01;4,28;-0,002331002;-0,01;4,26;-0,01;4,03;-0,002475248;-0,01;4,01;0
6,59;0,003114;2122,67;2103,76;7433,25;-28,76;-0,003854;7353,41;-28,6;29330,16;-0,002683864;-78,93;29116,81;-157,57;13731,39;-0,004177968;-57,61;13660,45;-50,33;11178,65;-0,007606311;-85,68;11094,09;-79,57;6079,5;-0,005221381;-31,91;6039,94;-32,72;25389,46;-0,003672637;-93,59;24969,75;-301,97;5,16;0,001941748;0,01;5,11;0,01;3,96;0;0;3,93;-0,02;4,28;0;0;4,26;0;4,03;0;0;4,01;0
-4,19;-0,001974;2118,48;2117,45;7449,95;16,7;0,002247;7409,13;55,72;;;;;;13795,24;0,00464993;63,85;13754,04;93,59;11180,98;0,000208433;2,33;11136,36;42,27;6088,6;0,001496834;9,1;6064,92;24,98;25120,54;-0,010591797;-268,92;24903;-66,75;5,12;-0,007751938;-0,04;5,1;-0,01;3,94;-0,005050505;-0,02;3,92;-0,01;4,27;-0,002336449;-0,01;4,24;-0,02;4,01;-0,004962779;-0,02;3,99;-0,02
13,12;0,006193;2131,6;2111,22;7472,85;22,9;0,003074;7403,69;-5,44;29463,04;;;29283,18;;13788,51;-0,000487849;-6,73;13728,12;-25,92;11152,57;-0,002540922;-28,41;11078,95;-57,41;6096,07;0,001226883;7,47;6067,14;2,22;24983,12;-0,005470424;-137,42;24831,96;-71,04;5,12;0;0;5,09;-0,01;3,93;-0,002538071;-0,01;3,91;-0,01;4,25;-0,004683841;-0,02;4,24;0;4,01;0;0;3,98;-0,01
-0,32;-0,000150;2131,28;2096,14;7534,37;61,52;0,008232;7406,94;3,25;29535,4;0,002455958;72,36;29345,93;62,75;13745,43;-0,00312434;-43,08;13576,96;-151,16;11092,35;-0,005399652;-60,22;11008,51;-70,44;6098,26;0,000359248;2,19;6028,28;-38,86;24892,15;-0,003641259;-90,97;24588,46;-243,5;5,13;0,001953125;0,01;5,06;-0,03;3,93;0;0;3,91;0;4,26;0,002352941;0,01;4,24;0;4,01;0;0;3,99;0,01
-6,06;-0,002843;2125,22;2115,92;7547,65;13,28;0,001763;7499,01;92,07;29568,57;0,001123059;33,17;29406,75;60,82;13758,7;0,000965412;13,27;13658,15;81,19;11119,89;0,002482792;27,54;11074,56;66,05;6104,73;0,001060958;6,47;6062,97;34,69;24901,59;0,000379236;9,44;24734,87;146,41;5,08;-0,009746589;-0,05;5,04;-0,02;3,91;-0,005089059;-0,02;3,89;-0,02;4,26;0;0;4,25;0,01;4,01;0;0;3,99;0
7,56;0,003557;2132,78;2094,39;7529,54;-18,11;-0,002399;7446,88;-52,13;29415,39;-0,005180501;-153,18;29210,47;-196,28;13668,43;-0,00656094;-90,27;13557,96;-100,19;11114,39;-0,000494609;-5,5;11071,57;-2,99;6060,97;-0,007168212;-43,76;6032,79;-30,18;24762,66;-0,005579162;-138,93;24533,75;-201,12;5,06;-0,003937008;-0,02;5,04;0;3,91;0;0;3,89;0;4,27;0,002347418;0,01;4,25;0;4;-0,002493766;-0,01;3,98;-0,01
-17,89;-0,008388;2114,89;2087,72;7466,7;-62,84;-0,008346;7427,85;-19,03;29278,07;-0,004668305;-137,32;28995,66;-214,81;13501,74;-0,012195256;-166,69;13445,41;-112,55;11039,78;-0,006712919;-74,61;10963,52;-108,05;6018,31;-0,007038477;-42,66;5993,91;-38,88;24585,13;-0,007169262;-177,53;24388,88;-144,87;5,06;0;0;5,02;-0,02;3,92;0,002557545;0,01;3,89;0;4,28;0,00234192;0,01;4,26;0,01;4,01;0,0025;0,01;3,98;0
-2,11;-0,000998;2112,78;2092,36;7506,26;39,56;0,005298;7441,14;13,29;29286,92;0,000302274;8,85;29056,98;61,32;13551,03;0,003650641;49,29;13463,98;18,57;11015,61;-0,002189355;-24,17;10958,45;-5,07;6044,97;0,004429815;26,66;5999,95;6,04;24523,42;-0,002510054;-61,71;24371,83;-17,05;5,05;-0,001976285;-0,01;5,01;-0,01;3,91;-0,00255102;-0,01;3,88;-0,01;4,28;0;0;4,26;0;4;-0,002493766;-0,01;3,98;0
